QUARTER,TIME_REMAINING,CLEVELAND_ACTION,TORONTO_ACTION,CLEVELAND_SCORE,TORONTO_SCORE
4,6:27.0,,K. Leonard misses 2-pt layup from 2 ft,90,102
4,6:23.0,,Offensive rebound by S. Ibaka,90,102
4,6:23.0,,S. Ibaka makes 2-pt layup at rim,90,104
4,6:20.0,K. Love makes 2-pt jump shot from 23 ft (assist by C. Osman),,92,104
4,6:20.0,Shooting foul by D. Green (drawn by K. Love),,92,104
4,6:20.0,R. Hood enters the game for J. Clarkson,,92,104
4,6:20.0,,J. Valančiūnas enters the game for S. Ibaka,92,104
4,6:20.0,K. Love makes free throw 1 of 1,,93,104
4,6:01.0,,K. Lowry makes 2-pt jump shot from 4 ft,93,106
4,5:50.0,G. Hill misses 2-pt jump shot from 18 ft,,93,106
4,5:48.0,,Defensive rebound by K. Leonard,93,106
4,5:38.0,,K. Leonard misses 2-pt jump shot from 4 ft,93,106
4,5:36.0,Defensive rebound by T. Thompson,,93,106
4,5:25.0,Personal foul by K. Leonard (drawn by K. Love),,93,106
4,5:25.0,K. Love misses free throw 1 of 2,,93,106
4,5:25.0,Offensive rebound by Team,,93,106
4,5:25.0,K. Love misses free throw 2 of 2,,93,106
4,5:22.0,,Defensive rebound by J. Valančiūnas,93,106
4,5:00.0,,J. Valančiūnas misses 2-pt jump shot from 15 ft,93,106
4,4:57.0,Defensive rebound by C. Osman,,93,106
4,4:54.0,Shooting foul by J. Valančiūnas (drawn by C. Osman),,93,106
4,4:54.0,C. Osman makes free throw 1 of 2,,94,106
4,4:54.0,J. Clarkson enters the game for T. Thompson,,94,106
4,4:54.0,,S. Ibaka enters the game for J. Valančiūnas,94,106
4,4:54.0,C. Osman makes free throw 2 of 2,,95,106
4,4:38.0,,F. VanVleet misses 3-pt jump shot from 25 ft,95,106
4,4:34.0,Defensive rebound by C. Osman,,95,106
4,4:26.0,K. Love misses 3-pt jump shot from 22 ft,,95,106
4,4:24.0,Offensive rebound by G. Hill,,95,106
4,4:21.0,K. Love misses 2-pt jump shot from 3 ft (block by D. Green),,95,106
4,4:21.0,Offensive rebound by Team,,95,106
4,4:18.0,G. Hill makes 2-pt layup from 1 ft (assist by R. Hood),,97,106
4,4:07.0,,K. Lowry misses 2-pt jump shot from 3 ft,97,106
4,4:07.0,,Offensive rebound by Team,97,106
4,4:07.0,Loose ball foul by K. Love (drawn by K. Lowry),,97,106
4,4:07.0,Technical foul by K. Love,,97,106
4,4:07.0,,K. Lowry makes technical free throw,97,107
4,4:03.0,,Shooting foul by K. Love (drawn by F. VanVleet),97,107
4,4:03.0,,F. VanVleet misses free throw 1 of 2,97,107
4,4:03.0,,Offensive rebound by Team,97,107
4,4:03.0,,F. VanVleet makes free throw 2 of 2,97,108
4,3:45.0,J. Clarkson misses 3-pt jump shot from 24 ft,,97,108
4,3:41.0,,Defensive rebound by D. Green,97,108
4,3:35.0,,D. Green misses 3-pt jump shot from 27 ft,97,108
4,3:33.0,Defensive rebound by G. Hill,,97,108
4,3:26.0,Shooting foul by K. Lowry (drawn by G. Hill),,97,108
4,3:26.0,G. Hill makes free throw 1 of 2,,98,108
4,3:26.0,G. Hill makes free throw 2 of 2,,99,108
4,3:08.0,,K. Leonard misses 2-pt jump shot from 19 ft,99,108
4,3:08.0,Defensive rebound by Team,,99,108
4,3:08.0,,Loose ball foul by S. Ibaka (drawn by C. Osman),99,108
4,3:08.0,C. Osman makes free throw 1 of 2,,100,108
4,3:08.0,,Toronto full timeout,100,108
4,3:08.0,C. Osman makes free throw 2 of 2,,101,108
4,2:54.0,,Shooting foul by K. Love (drawn by K. Lowry),101,108
4,2:54.0,,K. Lowry makes free throw 1 of 2,101,109
4,2:54.0,,P. Siakam enters the game for F. VanVleet,101,109
4,2:54.0,,K. Lowry misses free throw 2 of 2,101,109
4,2:51.0,Defensive rebound by C. Osman,,101,109
4,2:39.0,C. Osman misses 2-pt layup from 2 ft (block by P. Siakam),,101,109
4,2:37.0,,Defensive rebound by K. Leonard,101,109
4,2:37.0,,Clear path foul by G. Hill,101,109
4,2:37.0,,K. Leonard misses clear path free throw 1 of 2,101,109
4,2:37.0,,Offensive rebound by Team,101,109
4,2:37.0,,K. Leonard makes clear path free throw 2 of 2,101,110
4,2:17.0,,K. Lowry makes 2-pt layup from 1 ft,101,112
4,2:00.0,K. Love misses 2-pt hook shot from 7 ft,,101,112
4,1:56.0,,Defensive rebound by K. Leonard,101,112
4,1:43.0,,Personal foul by K. Love (drawn by K. Leonard),101,112
4,1:43.0,,K. Leonard makes free throw 1 of 2,101,113
4,1:43.0,,K. Leonard makes free throw 2 of 2,101,114
4,1:43.0,Cleveland full timeout,,101,114
4,1:25.0,K. Love misses 2-pt jump shot from 14 ft,,101,114
4,1:21.0,,Defensive rebound by K. Leonard,101,114
4,1:04.0,,D. Green misses 3-pt jump shot from 23 ft,101,114
4,1:02.0,Defensive rebound by Team,,101,114
4,1:02.0,,Loose ball foul by S. Ibaka (drawn by K. Love),101,114
4,1:02.0,K. Love makes free throw 1 of 2,,102,114
4,1:02.0,K. Love makes free throw 2 of 2,,103,114
4,0:44.0,,K. Lowry makes 2-pt layup from 1 ft,103,116
4,0:44.0,Cleveland full timeout,,103,116
4,0:44.0,Violation by Team (delay of game),,103,116
4,0:44.0,S. Dekker enters the game for J. Clarkson,,103,116
4,0:44.0,J. Holland enters the game for G. Hill,,103,116
4,0:44.0,D. Nwaba enters the game for R. Hood,,103,116
4,0:44.0,C. Sexton enters the game for K. Love,,103,116
4,0:44.0,A. Žižić enters the game for C. Osman,,103,116
4,0:44.0,,L. Brown enters the game for D. Green,103,116
4,0:44.0,,N. Powell enters the game for K. Leonard,103,116
4,0:44.0,,F. VanVleet enters the game for K. Lowry,103,116
4,0:25.0,Personal foul by S. Ibaka (drawn by A. Žižić),,103,116
4,0:25.0,,M. Richardson enters the game for S. Ibaka,103,116
4,0:25.0,A. Žižić makes free throw 1 of 2,,104,116
4,0:25.0,A. Žižić misses free throw 2 of 2,,104,116
4,0:24.0,,Defensive rebound by L. Brown,104,116
4,0:01.0,,Turnover by Team (shot clock),104,116
