QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SACRAMENTO_ACTION,MEMPHIS_SCORE,SACRAMENTO_SCORE
4,4:54.0,,Offensive rebound by J. Jackson,80,87
4,4:54.0,,Turnover by Team (shot clock),80,87
4,4:39.0,Turnover by M. Brooks (bad pass; steal by D. Fox),,80,87
4,4:35.0,,J. Jackson makes 2-pt layup from 1 ft (assist by D. Fox),80,89
4,4:19.0,J. Jackson misses 2-pt layup from 4 ft,,80,89
4,4:16.0,,Defensive rebound by J. Jackson,80,89
4,3:59.0,,D. Fox misses 2-pt jump shot from 21 ft,80,89
4,3:56.0,Defensive rebound by K. Anderson,,80,89
4,3:45.0,M. Conley makes 2-pt layup from 4 ft,,82,89
4,3:44.0,,Sacramento full timeout,82,89
4,3:44.0,,M. Bagley enters the game for N. Bjelica,82,89
4,3:27.0,,Turnover by W. Cauley-Stein (lost ball; steal by M. Conley),82,89
4,3:22.0,M. Conley misses 3-pt jump shot from 25 ft,,82,89
4,3:19.0,Offensive rebound by J. Jackson,,82,89
4,3:17.0,J. Jackson misses 2-pt dunk from 2 ft,,82,89
4,3:15.0,,Defensive rebound by B. Hield,82,89
4,3:06.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,82,89
4,3:05.0,,Offensive rebound by J. Jackson,82,89
4,3:05.0,,Shooting foul by G. Temple (drawn by J. Jackson),82,89
4,3:05.0,,J. Jackson misses free throw 1 of 2,82,89
4,3:05.0,,Offensive rebound by Team,82,89
4,3:05.0,,J. Jackson makes free throw 2 of 2,82,90
4,2:53.0,M. Brooks misses 3-pt jump shot from 25 ft,,82,90
4,2:51.0,,Defensive rebound by D. Fox,82,90
4,2:50.0,,Shooting foul by M. Brooks (drawn by D. Fox),82,90
4,2:50.0,,D. Fox makes free throw 1 of 2,82,91
4,2:50.0,,N. Bjelica enters the game for W. Cauley-Stein,82,91
4,2:50.0,,D. Fox misses free throw 2 of 2,82,91
4,2:47.0,Defensive rebound by K. Anderson,,82,91
4,2:40.0,K. Anderson makes 2-pt layup from 3 ft,,84,91
4,2:40.0,W. Selden enters the game for K. Anderson,,84,91
4,2:40.0,,W. Cauley-Stein enters the game for M. Bagley,84,91
4,2:19.0,,Shooting foul by J. Jackson (drawn by D. Fox),84,91
4,2:19.0,,D. Fox makes free throw 1 of 2,84,92
4,2:19.0,,D. Fox misses free throw 2 of 2,84,92
4,2:15.0,Defensive rebound by M. Brooks,,84,92
4,2:10.0,M. Conley makes 2-pt layup from 2 ft,,86,92
4,1:50.0,,Shooting foul by G. Temple (drawn by D. Fox),86,92
4,1:50.0,,D. Fox misses free throw 1 of 2,86,92
4,1:50.0,,Offensive rebound by Team,86,92
4,1:50.0,,D. Fox misses free throw 2 of 2,86,92
4,1:47.0,,Offensive rebound by W. Cauley-Stein,86,92
4,1:37.0,,D. Fox misses 3-pt jump shot from 26 ft,86,92
4,1:34.0,Defensive rebound by G. Temple,,86,92
4,1:24.0,Offensive foul by J. Jackson (drawn by D. Fox),,86,92
4,1:24.0,Turnover by J. Jackson (offensive foul),,86,92
4,1:24.0,K. Anderson enters the game for J. Jackson,,86,92
4,1:24.0,,Sacramento full timeout,86,92
4,1:04.0,,W. Cauley-Stein makes 2-pt hook shot from 8 ft,86,94
4,0:49.0,M. Brooks misses 2-pt hook shot from 7 ft,,86,94
4,0:46.0,,Defensive rebound by N. Bjelica,86,94
4,0:43.0,,Personal foul by M. Brooks (drawn by D. Fox),86,94
4,0:43.0,,D. Fox makes free throw 1 of 2,86,95
4,0:43.0,,D. Fox misses free throw 2 of 2,86,95
4,0:42.0,Defensive rebound by K. Anderson,,86,95
4,0:42.0,Memphis full timeout,,86,95
4,0:39.0,G. Temple misses 3-pt jump shot from 27 ft,,86,95
4,0:33.0,Offensive rebound by M. Conley,,86,95
4,0:27.0,W. Selden misses 3-pt jump shot from 25 ft,,86,95
4,0:23.0,,Defensive rebound by N. Bjelica,86,95
4,0:18.0,,Turnover by (8 sec),86,95
4,0:15.0,M. Conley makes 3-pt jump shot from 30 ft (assist by M. Brooks),,89,95
4,0:14.0,,Turnover by (5 sec),89,95
4,0:08.0,M. Brooks misses 3-pt jump shot from 23 ft,,89,95
4,0:08.0,,Defensive rebound by W. Cauley-Stein,89,95
4,0:08.0,,Personal foul by G. Temple (drawn by W. Cauley-Stein),89,95
4,0:08.0,,W. Cauley-Stein makes free throw 1 of 2,89,96
4,0:08.0,,W. Cauley-Stein makes free throw 2 of 2,89,97
4,0:05.0,G. Temple misses 3-pt jump shot from 29 ft,,89,97
4,0:01.0,Offensive rebound by G. Temple,,89,97
4,0:00.0,M. Conley makes 3-pt jump shot from 26 ft (assist by G. Temple),,92,97
