QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PORTLAND_ACTION,MEMPHIS_SCORE,PORTLAND_SCORE
4,1:34.0,,Z. Collins makes 3-pt jump shot from 23 ft (assist by E. Turner),82,114
4,1:30.0,Personal take foul by A. Simons (drawn by J. Carter),,82,114
4,1:30.0,J. Carter makes free throw 1 of 2,,83,114
4,1:30.0,,J. Layman enters the game for E. Turner,83,114
4,1:30.0,J. Carter makes free throw 2 of 2,,84,114
4,1:17.0,,Turnover by G. Trent (bad pass),84,114
4,1:06.0,Turnover by J. Carter (bad pass),,84,114
4,0:46.0,,Z. Collins makes 2-pt dunk from 2 ft (assist by G. Trent),84,116
4,0:36.0,I. Rabb makes 3-pt jump shot from 25 ft (assist by D. Hannahs),,87,116
4,0:25.0,,A. Simons misses 3-pt jump shot from 25 ft,87,116
4,0:23.0,Defensive rebound by Y. Watanabe,,87,116
4,0:19.0,Y. Watanabe misses 2-pt layup from 2 ft,,87,116
4,0:19.0,Offensive rebound by I. Rabb,,87,116
4,0:19.0,I. Rabb makes 2-pt dunk from 1 ft,,89,116
