QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PORTLAND_ACTION,MINNESOTA_SCORE,PORTLAND_SCORE
4,6:04.0,,G. Trent misses 2-pt jump shot from 18 ft,72,105
4,6:02.0,Defensive rebound by Team,,72,105
4,5:47.0,Turnover by J. Nunnally (bad pass; steal by J. Layman),,72,105
4,5:38.0,Violation by Team (kicked ball),,72,105
4,5:28.0,,G. Trent makes 2-pt layup from 1 ft (assist by W. Baldwin),72,107
4,5:14.0,Shooting foul by W. Baldwin (drawn by L. Deng),,72,107
4,5:14.0,L. Deng makes free throw 1 of 2,,73,107
4,5:14.0,L. Deng misses free throw 2 of 2,,73,107
4,5:09.0,Offensive rebound by L. Deng,,73,107
4,5:08.0,Turnover by L. Deng (lost ball; steal by M. Leonard),,73,107
4,4:58.0,,J. Layman misses 3-pt jump shot from 25 ft,73,107
4,4:53.0,Defensive rebound by K. Bates-Diop,,73,107
4,4:47.0,K. Bates-Diop misses 3-pt jump shot from 26 ft,,73,107
4,4:45.0,Offensive rebound by L. Deng,,73,107
4,4:43.0,C. Williams misses 3-pt jump shot from 23 ft,,73,107
4,4:40.0,,Defensive rebound by C. Swanigan,73,107
4,4:27.0,,M. Leonard misses 3-pt jump shot from 23 ft,73,107
4,4:24.0,,Offensive rebound by J. Layman,73,107
4,4:20.0,,J. Layman makes 2-pt layup at rim,73,109
4,4:04.0,J. Terrell misses 2-pt jump shot from 17 ft,,73,109
4,4:02.0,,Defensive rebound by G. Trent,73,109
4,3:53.0,,G. Trent misses 2-pt jump shot from 21 ft,73,109
4,3:52.0,Defensive rebound by L. Deng,,73,109
4,3:47.0,J. Nunnally makes 2-pt layup from 1 ft (assist by C. Williams),,75,109
4,3:47.0,,Portland full timeout,75,109
4,3:27.0,,Shooting foul by C. Williams (drawn by M. Leonard),75,109
4,3:27.0,,M. Leonard makes free throw 1 of 2,75,110
4,3:27.0,,M. Leonard makes free throw 2 of 2,75,111
4,3:13.0,L. Deng misses 2-pt jump shot from 15 ft,,75,111
4,3:09.0,,Defensive rebound by C. Swanigan,75,111
4,3:02.0,,J. Layman misses 2-pt layup from 1 ft,75,111
4,3:01.0,Defensive rebound by L. Deng,,75,111
4,2:57.0,K. Bates-Diop misses 3-pt jump shot from 24 ft,,75,111
4,2:56.0,,Defensive rebound by M. Leonard,75,111
4,2:44.0,,W. Baldwin misses 3-pt jump shot from 25 ft,75,111
4,2:41.0,,Offensive rebound by M. Leonard,75,111
4,2:34.0,,J. Layman misses 2-pt jump shot from 16 ft,75,111
4,2:30.0,,Offensive rebound by C. Swanigan,75,111
4,2:28.0,,Turnover by C. Swanigan (lost ball; steal by J. Nunnally),75,111
4,2:20.0,C. Williams misses 3-pt jump shot from 26 ft,,75,111
4,2:18.0,,Defensive rebound by M. Leonard,75,111
4,2:04.0,,Offensive foul by M. Leonard (drawn by J. Nunnally),75,111
4,2:04.0,,Turnover by M. Leonard (offensive foul),75,111
4,2:04.0,,Technical foul by M. Leonard,75,111
4,2:04.0,J. Nunnally makes technical free throw,,76,111
4,1:53.0,J. Nunnally misses 3-pt jump shot from 25 ft,,76,111
4,1:52.0,,Defensive rebound by C. Swanigan,76,111
4,1:38.0,,Turnover by G. Trent (lost ball; steal by J. Terrell),76,111
4,1:34.0,K. Bates-Diop makes 2-pt layup from 1 ft (assist by C. Williams),,78,111
4,1:34.0,,Violation by Team (def goaltending),78,111
4,1:10.0,,Turnover by Team (shot clock),78,111
4,1:01.0,J. Terrell makes 3-pt jump shot from 25 ft,,81,111
4,0:46.0,,G. Trent misses 3-pt jump shot from 25 ft,81,111
4,0:43.0,Defensive rebound by L. Deng,,81,111
4,0:37.0,L. Deng misses 3-pt jump shot from 25 ft,,81,111
4,0:36.0,,Defensive rebound by C. Swanigan,81,111
4,0:21.0,,M. Leonard misses 3-pt jump shot from 26 ft,81,111
4,0:19.0,Defensive rebound by K. Bates-Diop,,81,111
4,0:11.0,K. Bates-Diop misses 3-pt jump shot from 27 ft,,81,111
4,0:07.0,,Defensive rebound by G. Trent,81,111
