QUARTER,TIME_REMAINING,PORTLAND_ACTION,DALLAS_ACTION,PORTLAND_SCORE,DALLAS_SCORE
4,5:23.0,S. Curry misses 2-pt jump shot from 14 ft,,96,90
4,5:20.0,,Defensive rebound by M. Kleber,96,90
4,5:11.0,,L. Dončić makes 3-pt jump shot from 26 ft,96,93
4,5:10.0,Portland full timeout,,96,93
4,5:10.0,M. Harkless enters the game for S. Curry,,96,93
4,5:10.0,D. Lillard enters the game for R. Hood,,96,93
4,5:10.0,,D. Finney-Smith enters the game for J. Jackson,96,93
4,4:55.0,Turnover by C. McCollum (bad pass),,96,93
4,4:42.0,,T. Hardaway misses 3-pt jump shot from 25 ft,96,93
4,4:36.0,,Offensive rebound by T. Hardaway,96,93
4,4:35.0,,T. Hardaway makes 2-pt dunk from 1 ft,96,95
4,4:17.0,J. Nurkić misses 2-pt layup from 7 ft (block by L. Dončić),,96,95
4,4:13.0,,Defensive rebound by Team,96,95
4,3:58.0,,Offensive foul by D. Finney-Smith (drawn by D. Lillard),96,95
4,3:58.0,,Turnover by D. Finney-Smith (offensive foul),96,95
4,3:48.0,D. Lillard misses 3-pt jump shot from 27 ft,,96,95
4,3:45.0,Offensive rebound by M. Harkless,,96,95
4,3:45.0,Shooting foul by L. Dončić (drawn by M. Harkless),,96,95
4,3:45.0,M. Harkless misses free throw 1 of 2,,96,95
4,3:45.0,Offensive rebound by Team,,96,95
4,3:45.0,M. Harkless makes free throw 2 of 2,,97,95
4,3:35.0,,L. Dončić misses 3-pt jump shot from 28 ft,97,95
4,3:30.0,Defensive rebound by D. Lillard,,97,95
4,3:21.0,J. Layman misses 3-pt jump shot from 26 ft,,97,95
4,3:17.0,,Defensive rebound by D. Powell,97,95
4,3:12.0,,Shooting foul by J. Nurkić (drawn by T. Hardaway),97,95
4,3:12.0,Z. Collins enters the game for J. Nurkić,,97,95
4,3:12.0,,T. Hardaway makes free throw 1 of 2,97,96
4,3:12.0,,T. Hardaway makes free throw 2 of 2,97,97
4,2:54.0,D. Lillard misses 3-pt jump shot from 25 ft,,97,97
4,2:50.0,,Defensive rebound by M. Kleber,97,97
4,2:47.0,,T. Hardaway misses 3-pt jump shot from 25 ft,97,97
4,2:44.0,,Offensive rebound by D. Powell,97,97
4,2:32.0,,L. Dončić makes 2-pt layup from 3 ft,97,99
4,2:18.0,Personal foul by D. Finney-Smith (drawn by D. Lillard),,97,99
4,2:18.0,D. Lillard makes free throw 1 of 2,,98,99
4,2:18.0,D. Lillard makes free throw 2 of 2,,99,99
4,2:03.0,,D. Powell misses 2-pt layup from 1 ft,99,99
4,2:01.0,Defensive rebound by M. Harkless,,99,99
4,1:46.0,Turnover by D. Lillard (out of bounds lost ball),,99,99
4,1:28.0,,L. Dončić makes 2-pt layup from 2 ft,99,101
4,1:28.0,,Shooting foul by M. Harkless (drawn by L. Dončić),99,101
4,1:28.0,R. Hood enters the game for M. Harkless,,99,101
4,1:28.0,,L. Dončić makes free throw 1 of 1,99,102
4,1:14.0,D. Lillard misses 2-pt jump shot from 2 ft,,99,102
4,1:10.0,Offensive rebound by Team,,99,102
4,1:04.0,C. McCollum misses 2-pt jump shot from 10 ft,,99,102
4,1:00.0,,Defensive rebound by D. Powell,99,102
4,0:43.0,,L. Dončić misses 2-pt jump shot from 16 ft,99,102
4,0:40.0,Defensive rebound by C. McCollum,,99,102
4,0:34.0,C. McCollum makes 2-pt jump shot from 14 ft,,101,102
4,0:13.0,,L. Dončić misses 3-pt jump shot from 27 ft,101,102
4,0:08.0,Defensive rebound by Z. Collins,,101,102
4,0:02.0,D. Lillard misses 2-pt layup from 4 ft,,101,102
4,0:02.0,,Defensive rebound by M. Kleber,101,102
