QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
4,7:11.0,,Defensive rebound by J. Collins,104,112
4,6:58.0,,J. Anderson makes 3-pt jump shot from 23 ft (assist by K. Huerter),104,115
4,6:56.0,Philadelphia full timeout,,104,115
4,6:43.0,Personal foul by T. Prince (drawn by A. Johnson),,104,115
4,6:41.0,T. Harris misses 3-pt jump shot from 26 ft,,104,115
4,6:38.0,,Defensive rebound by T. Young,104,115
4,6:22.0,,K. Huerter makes 2-pt jump shot from 12 ft,104,117
4,6:12.0,T. McConnell misses 2-pt jump shot from 19 ft,,104,117
4,6:09.0,Offensive rebound by A. Johnson,,104,117
4,6:09.0,A. Johnson makes 2-pt layup at rim,,106,117
4,5:44.0,,J. Collins misses 2-pt jump shot from 11 ft,106,117
4,5:44.0,,Offensive rebound by Team,106,117
4,5:44.0,Loose ball foul by T. Harris (drawn by T. Prince),,106,117
4,5:44.0,J. Bolden enters the game for A. Johnson,,106,117
4,5:44.0,B. Simmons enters the game for T. McConnell,,106,117
4,5:40.0,,T. Young misses 3-pt jump shot from 30 ft,106,117
4,5:36.0,,Offensive rebound by T. Young,106,117
4,5:35.0,,T. Young makes 2-pt layup from 1 ft,106,119
4,5:35.0,Philadelphia full timeout,,106,119
4,5:35.0,J. Redick enters the game for M. Scott,,106,119
4,5:35.0,,D. Davis enters the game for J. Anderson,106,119
4,5:25.0,J. Butler makes 2-pt layup from 1 ft,,108,119
4,5:01.0,,K. Huerter misses 3-pt jump shot from 26 ft,108,119
4,5:01.0,Defensive rebound by Team,,108,119
4,4:51.0,J. Bolden misses 3-pt jump shot from 23 ft,,108,119
4,4:46.0,Offensive rebound by T. Harris,,108,119
4,4:45.0,T. Harris misses 2-pt dunk at rim (block by J. Collins),,108,119
4,4:45.0,,Defensive rebound by D. Davis,108,119
4,4:35.0,,J. Collins misses 2-pt dunk from 2 ft,108,119
4,4:30.0,Defensive rebound by T. Harris,,108,119
4,4:26.0,J. Bolden misses 3-pt jump shot from 24 ft,,108,119
4,4:23.0,,Defensive rebound by J. Collins,108,119
4,4:10.0,,Personal foul by J. Bolden (drawn by T. Young),108,119
4,3:59.0,,D. Davis misses 2-pt jump shot from 16 ft,108,119
4,3:55.0,Defensive rebound by B. Simmons,,108,119
4,3:52.0,Shooting foul by T. Prince (drawn by J. Bolden),,108,119
4,3:52.0,J. Bolden misses free throw 1 of 2,,108,119
4,3:52.0,Offensive rebound by Team,,108,119
4,3:52.0,J. Bolden misses free throw 2 of 2,,108,119
4,3:49.0,,Defensive rebound by T. Young,108,119
4,3:39.0,,T. Young misses 3-pt jump shot from 26 ft,108,119
4,3:37.0,Defensive rebound by B. Simmons,,108,119
4,3:37.0,Personal foul by T. Young (drawn by B. Simmons),,108,119
4,3:31.0,Shooting foul by J. Collins (drawn by T. Harris),,108,119
4,3:31.0,T. Harris makes free throw 1 of 3,,109,119
4,3:31.0,T. Harris makes free throw 2 of 3,,110,119
4,3:31.0,,D. Bembry enters the game for D. Davis,110,119
4,3:31.0,T. Harris makes free throw 3 of 3,,111,119
4,3:19.0,,T. Young misses 2-pt jump shot from 9 ft,111,119
4,3:14.0,,Offensive rebound by J. Collins,111,119
4,3:14.0,,J. Collins makes 2-pt layup at rim,111,121
4,3:07.0,Shooting foul by J. Collins (drawn by T. Harris),,111,121
4,3:07.0,T. Harris makes free throw 1 of 2,,112,121
4,3:07.0,T. Harris makes free throw 2 of 2,,113,121
4,3:00.0,,Personal foul by J. Redick (drawn by T. Young),113,121
4,3:00.0,,T. Young makes free throw 1 of 2,113,122
4,3:00.0,,T. Young makes free throw 2 of 2,113,123
4,2:51.0,T. Harris misses 3-pt jump shot from 25 ft,,113,123
4,2:48.0,Offensive rebound by J. Bolden,,113,123
4,2:46.0,J. Butler misses 3-pt jump shot from 23 ft,,113,123
4,2:46.0,Offensive rebound by Team,,113,123
4,2:46.0,,Loose ball foul by T. Prince (drawn by J. Bolden),113,123
4,2:46.0,J. Bolden makes free throw 1 of 2,,114,123
4,2:46.0,J. Bolden makes free throw 2 of 2,,115,123
4,2:38.0,,Shooting foul by T. Harris (drawn by D. Bembry),115,123
4,2:38.0,,D. Bembry misses free throw 1 of 2,115,123
4,2:38.0,,Offensive rebound by Team,115,123
4,2:38.0,,D. Bembry makes free throw 2 of 2,115,124
4,2:24.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Bolden),,118,124
4,2:22.0,,Atlanta full timeout,118,124
4,1:59.0,,T. Prince misses 3-pt jump shot from 25 ft,118,124
4,1:56.0,Defensive rebound by T. Harris,,118,124
4,1:43.0,Personal foul by D. Bembry (drawn by J. Redick),,118,124
4,1:43.0,J. Redick misses free throw 1 of 2,,118,124
4,1:43.0,Offensive rebound by Team,,118,124
4,1:43.0,J. Redick makes free throw 2 of 2,,119,124
4,1:32.0,,T. Young makes 3-pt jump shot from 26 ft (assist by K. Huerter),119,127
4,1:20.0,J. Redick misses 3-pt jump shot from 25 ft,,119,127
4,1:16.0,Offensive rebound by J. Bolden,,119,127
4,1:12.0,B. Simmons misses 2-pt layup from 1 ft,,119,127
4,1:11.0,Offensive rebound by B. Simmons,,119,127
4,1:11.0,B. Simmons makes 2-pt dunk from 1 ft,,121,127
4,0:52.0,,Turnover by T. Young (lost ball; steal by J. Bolden),121,127
4,0:51.0,Personal take foul by T. Young (drawn by J. Bolden),,121,127
4,0:51.0,J. Bolden misses free throw 1 of 2,,121,127
4,0:51.0,Offensive rebound by Team,,121,127
4,0:51.0,J. Bolden makes free throw 2 of 2,,122,127
4,0:32.0,Flagrant foul type 1 by T. Young (drawn by J. Butler),,122,127
4,0:32.0,,Turnover by T. Young (turnover),122,127
4,0:32.0,J. Butler misses flagrant free throw 1 of 2,,122,127
4,0:32.0,Offensive rebound by Team,,122,127
4,0:32.0,J. Butler misses flagrant free throw 2 of 2,,122,127
4,0:32.0,Offensive rebound by Team,,122,127
4,0:26.0,J. Butler misses 3-pt jump shot from 25 ft,,122,127
4,0:22.0,,Defensive rebound by J. Collins,122,127
4,0:20.0,,Personal foul by J. Butler (drawn by T. Young),122,127
4,0:20.0,,T. Young makes free throw 1 of 2,122,128
4,0:20.0,,T. Young makes free throw 2 of 2,122,129
4,0:17.0,T. Harris misses 3-pt jump shot from 25 ft,,122,129
4,0:13.0,,Defensive rebound by D. Bembry,122,129
4,0:09.0,,Personal take foul by B. Simmons (drawn by K. Huerter),122,129
4,0:09.0,,K. Huerter makes free throw 1 of 2,122,130
4,0:09.0,,K. Huerter misses free throw 2 of 2,122,130
4,0:05.0,Defensive rebound by B. Simmons,,122,130
