QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHICAGO_ACTION,ATLANTA_SCORE,CHICAGO_SCORE
4,5:24.0,Offensive rebound by A. Len,,110,91
4,5:23.0,T. Young misses 3-pt jump shot from 26 ft,,110,91
4,5:20.0,,Defensive rebound by C. Hutchison,110,91
4,5:15.0,,Turnover by W. Selden (out of bounds lost ball),110,91
4,4:58.0,T. Prince makes 3-pt jump shot from 22 ft (assist by J. Lin),,113,91
4,4:38.0,,W. Selden misses 3-pt jump shot from 25 ft,113,91
4,4:35.0,,Offensive rebound by C. Hutchison,113,91
4,4:35.0,J. Anderson enters the game for T. Prince,,113,91
4,4:35.0,D. Bembry enters the game for T. Young,,113,91
4,4:33.0,,L. Markkanen misses 3-pt jump shot from 25 ft,113,91
4,4:31.0,Defensive rebound by Team,,113,91
4,4:13.0,Shooting foul by Z. LaVine (drawn by A. Len),,113,91
4,4:13.0,A. Len makes free throw 1 of 2,,114,91
4,4:13.0,A. Len makes free throw 2 of 2,,115,91
4,3:56.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),115,94
4,3:38.0,Turnover by A. Len (bad pass),,115,94
4,3:38.0,,B. Portis enters the game for W. Selden,115,94
4,3:30.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by Z. LaVine),115,97
4,3:28.0,Atlanta full timeout,,115,97
4,3:28.0,,A. Blakeney enters the game for K. Dunn,115,97
4,3:28.0,,C. Felício enters the game for Z. LaVine,115,97
4,3:28.0,,S. Harrison enters the game for L. Markkanen,115,97
4,3:14.0,A. Len makes 2-pt dunk from 1 ft (assist by J. Lin),,117,97
4,2:45.0,,Turnover by C. Hutchison (bad pass; steal by J. Anderson),117,97
4,2:27.0,J. Anderson misses 3-pt jump shot from 26 ft,,117,97
4,2:23.0,,Defensive rebound by S. Harrison,117,97
4,2:09.0,,S. Harrison makes 2-pt layup from 2 ft (assist by C. Felício),117,99
4,1:52.0,J. Lin misses 2-pt layup from 3 ft,,117,99
4,1:52.0,Offensive rebound by Team,,117,99
4,1:52.0,T. Dorsey enters the game for J. Lin,,117,99
4,1:46.0,O. Spellman makes 2-pt dunk at rim (assist by D. Bembry),,119,99
4,1:30.0,,A. Blakeney makes 2-pt jump shot from 12 ft,119,101
4,1:16.0,T. Dorsey misses 3-pt jump shot from 23 ft,,119,101
4,1:13.0,,Defensive rebound by S. Harrison,119,101
4,1:00.0,,Turnover by C. Felício (bad pass; steal by J. Anderson),119,101
4,0:58.0,Personal foul by B. Portis (drawn by O. Spellman),,119,101
4,0:58.0,D. Hamilton enters the game for D. Bembry,,119,101
4,0:47.0,J. Anderson misses 3-pt jump shot from 26 ft,,119,101
4,0:43.0,,Defensive rebound by B. Portis,119,101
4,0:29.0,,C. Felício misses 2-pt jump shot from 17 ft,119,101
4,0:25.0,,Offensive rebound by B. Portis,119,101
4,0:25.0,,B. Portis misses 2-pt layup from 1 ft,119,101
4,0:24.0,Defensive rebound by J. Anderson,,119,101
4,0:11.0,Shooting foul by C. Hutchison (drawn by J. Anderson),,119,101
4,0:11.0,J. Anderson makes free throw 1 of 2,,120,101
4,0:11.0,J. Anderson makes free throw 2 of 2,,121,101
4,0:11.0,,Loose ball foul by B. Portis (drawn by A. Len),121,101
4,0:11.0,A. Len misses free throw 1 of 1,,121,101
4,0:06.0,,Defensive rebound by C. Hutchison,121,101
