QUARTER,TIME_REMAINING,MIAMI_ACTION,MILWAUKEE_ACTION,MIAMI_SCORE,MILWAUKEE_SCORE
4,5:03.0,,T. Maker misses 2-pt dunk from 2 ft,78,108
4,5:01.0,Defensive rebound by D. Jones,,78,108
4,4:44.0,W. Ellington misses 3-pt jump shot from 28 ft,,78,108
4,4:41.0,,Defensive rebound by T. Maker,78,108
4,4:28.0,,S. Brown makes 2-pt jump shot from 14 ft (assist by T. Maker),78,110
4,4:14.0,D. Jones makes 2-pt layup from 2 ft (assist by T. Johnson),,80,110
4,4:04.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by P. Connaughton),80,113
4,3:40.0,D. Waiters misses 2-pt jump shot from 20 ft,,80,113
4,3:37.0,,Defensive rebound by T. Maker,80,113
4,3:31.0,,Turnover by S. Brown (bad pass; steal by D. Jones),80,113
4,3:23.0,D. Jones misses 3-pt jump shot from 23 ft,,80,113
4,3:20.0,,Defensive rebound by P. Connaughton,80,113
4,3:05.0,,P. Connaughton misses 3-pt jump shot from 28 ft,80,113
4,3:02.0,Defensive rebound by D. Waiters,,80,113
4,2:59.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by D. Waiters),,83,113
4,2:37.0,,T. Maker makes 2-pt jump shot from 7 ft (assist by T. Snell),83,115
4,2:20.0,Turnover by D. Waiters (bad pass; steal by T. Maker),,83,115
4,2:15.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by T. Maker),83,117
4,1:54.0,D. Waiters misses 3-pt jump shot from 28 ft,,83,117
4,1:51.0,,Defensive rebound by T. Maker,83,117
4,1:31.0,,S. Brown makes 3-pt jump shot from 27 ft,83,120
4,1:19.0,Personal foul by P. Connaughton (drawn by T. Johnson),,83,120
4,1:09.0,W. Ellington makes 3-pt jump shot from 27 ft (assist by T. Johnson),,86,120
4,0:57.0,,P. Connaughton makes 2-pt jump shot from 19 ft (assist by J. Smith),86,122
4,0:37.0,B. Adebayo misses 3-pt jump shot from 26 ft,,86,122
4,0:34.0,,Defensive rebound by J. Smith,86,122
4,0:15.0,,P. Connaughton makes 2-pt dunk from 1 ft (assist by S. Brown),86,124
