QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DALLAS_ACTION,GOLDEN STATE_SCORE,DALLAS_SCORE
4,4:17.0,,Defensive rebound by D. Finney-Smith,102,101
4,4:04.0,,L. Dončić misses 2-pt jump shot from 10 ft,102,101
4,4:01.0,Defensive rebound by K. Durant,,102,101
4,3:57.0,K. Durant misses 2-pt jump shot from 10 ft,,102,101
4,3:54.0,Offensive rebound by A. Iguodala,,102,101
4,3:53.0,A. Iguodala makes 2-pt dunk at rim,,104,101
4,3:32.0,,L. Dončić misses 2-pt layup from 2 ft,104,101
4,3:29.0,,Offensive rebound by L. Dončić,104,101
4,3:29.0,,L. Dončić makes 2-pt layup from 1 ft,104,103
4,3:13.0,K. Durant makes 2-pt jump shot from 15 ft,,106,103
4,2:59.0,,H. Barnes misses 3-pt jump shot from 27 ft,106,103
4,2:55.0,Defensive rebound by J. Jerebko,,106,103
4,2:48.0,K. Durant misses 3-pt jump shot from 26 ft,,106,103
4,2:45.0,,Defensive rebound by J. Barea,106,103
4,2:34.0,,Shooting foul by K. Durant (drawn by D. Jordan),106,103
4,2:34.0,Golden State full timeout,,106,103
4,2:34.0,,D. Smith enters the game for J. Barea,106,103
4,2:34.0,,D. Jordan makes free throw 1 of 2,106,104
4,2:34.0,,D. Jordan makes free throw 2 of 2,106,105
4,2:24.0,A. Iguodala misses 3-pt jump shot from 24 ft,,106,105
4,2:22.0,Offensive rebound by Team,,106,105
4,2:19.0,K. Thompson misses 2-pt jump shot from 20 ft,,106,105
4,2:15.0,,Defensive rebound by H. Barnes,106,105
4,2:04.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,106,105
4,2:02.0,Defensive rebound by J. Jerebko,,106,105
4,2:02.0,Personal foul by L. Dončić (drawn by J. Jerebko),,106,105
4,1:51.0,K. Durant misses 2-pt jump shot from 12 ft,,106,105
4,1:48.0,,Defensive rebound by D. Smith,106,105
4,1:45.0,,D. Finney-Smith makes 2-pt layup from 1 ft (assist by D. Smith),106,107
4,1:32.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by K. Durant),,108,107
4,1:10.0,,L. Dončić makes 2-pt jump shot from 6 ft,108,109
4,1:00.0,K. Durant misses 2-pt hook shot from 7 ft,,108,109
4,0:57.0,,Defensive rebound by L. Dončić,108,109
4,0:37.0,,L. Dončić misses 3-pt jump shot from 27 ft,108,109
4,0:32.0,Defensive rebound by J. Jerebko,,108,109
4,0:28.0,Personal foul by L. Dončić (drawn by K. Durant),,108,109
4,0:28.0,Golden State full timeout,,108,109
4,0:23.0,K. Durant misses 2-pt jump shot from 11 ft,,108,109
4,0:20.0,,Defensive rebound by D. Jordan,108,109
4,0:15.0,,Personal take foul by K. Durant (drawn by D. Finney-Smith),108,109
4,0:15.0,,D. Finney-Smith makes free throw 1 of 2,108,110
4,0:15.0,,D. Finney-Smith misses free throw 2 of 2,108,110
4,0:13.0,Defensive rebound by K. Thompson,,108,110
4,0:12.0,Golden State full timeout,,108,110
4,0:12.0,Q. Cook enters the game for A. Iguodala,,108,110
4,0:10.0,K. Thompson misses 2-pt jump shot from 16 ft,,108,110
4,0:07.0,,Defensive rebound by L. Dončić,108,110
4,0:07.0,,Personal foul by Q. Cook (drawn by L. Dončić),108,110
4,0:07.0,,L. Dončić makes free throw 1 of 2,108,111
4,0:07.0,D. Lee enters the game for K. Looney,,108,111
4,0:07.0,,M. Kleber enters the game for D. Jordan,108,111
4,0:07.0,,L. Dončić makes free throw 2 of 2,108,112
4,0:06.0,Personal foul by H. Barnes (drawn by K. Durant),,108,112
4,0:06.0,K. Durant makes free throw 1 of 2,,109,112
4,0:06.0,A. Iguodala enters the game for D. Lee,,109,112
4,0:06.0,,D. Jordan enters the game for M. Kleber,109,112
4,0:06.0,K. Durant misses free throw 2 of 2,,109,112
4,0:04.0,Offensive rebound by J. Jerebko,,109,112
4,0:03.0,J. Jerebko misses 2-pt hook shot from 11 ft (block by D. Jordan),,109,112
4,0:00.0,,Defensive rebound by L. Dončić,109,112
