QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHICAGO_ACTION,WASHINGTON_SCORE,CHICAGO_SCORE
4,1:39.0,Defensive rebound by J. Parker,,107,108
4,1:36.0,J. Parker makes 2-pt layup from 2 ft,,109,108
4,1:17.0,,L. Markkanen makes 2-pt layup from 4 ft,109,110
4,1:00.0,Turnover by T. Brown (traveling),,109,110
4,0:50.0,,Flagrant foul type 1 by B. Portis (drawn by L. Markkanen),109,110
4,0:50.0,,L. Markkanen makes flagrant free throw 1 of 2,109,111
4,0:50.0,,L. Markkanen makes flagrant free throw 2 of 2,109,112
4,0:31.0,,K. Dunn misses 3-pt jump shot from 26 ft,109,112
4,0:27.0,Defensive rebound by T. Brown,,109,112
4,0:20.0,B. Beal misses 3-pt jump shot from 26 ft,,109,112
4,0:18.0,Offensive rebound by B. Portis,,109,112
4,0:15.0,T. Brown makes 2-pt dunk from 1 ft (assist by B. Portis),,111,112
4,0:14.0,,Personal take foul by T. Satoranský (drawn by R. Arcidiacono),111,112
4,0:14.0,,R. Arcidiacono makes free throw 1 of 2,111,113
4,0:14.0,,R. Arcidiacono misses free throw 2 of 2,111,113
4,0:13.0,Defensive rebound by J. Parker,,111,113
4,0:13.0,Washington full timeout,,111,113
4,0:13.0,,W. Selden enters the game for R. Lopez,111,113
4,0:02.0,B. Beal makes 2-pt jump shot from 14 ft (assist by J. Parker),,113,113
1OT,4:37.0,,Shooting foul by T. Brown (drawn by R. Lopez),113,113
1OT,4:37.0,,R. Lopez makes free throw 1 of 2,113,114
1OT,4:37.0,,R. Lopez makes free throw 2 of 2,113,115
1OT,4:18.0,J. Parker misses 2-pt jump shot from 18 ft,,113,115
1OT,4:13.0,,Defensive rebound by S. Harrison,113,115
1OT,3:55.0,,S. Harrison misses 2-pt layup from 2 ft,113,115
1OT,3:53.0,Defensive rebound by B. Beal,,113,115
1OT,3:46.0,B. Portis misses 2-pt jump shot from 20 ft,,113,115
1OT,3:44.0,,Defensive rebound by K. Dunn,113,115
1OT,3:37.0,,K. Dunn makes 3-pt jump shot from 26 ft,113,118
1OT,3:25.0,Shooting foul by K. Dunn (drawn by B. Beal),,113,118
1OT,3:25.0,B. Beal makes free throw 1 of 2,,114,118
1OT,3:25.0,B. Beal makes free throw 2 of 2,,115,118
1OT,3:12.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by L. Markkanen),115,121
1OT,3:00.0,B. Beal misses 3-pt jump shot from 26 ft,,115,121
1OT,2:56.0,Offensive rebound by T. Brown,,115,121
1OT,2:54.0,Shooting foul by S. Harrison (drawn by B. Portis),,115,121
1OT,2:54.0,B. Portis makes free throw 1 of 2,,116,121
1OT,2:54.0,B. Portis makes free throw 2 of 2,,117,121
1OT,2:42.0,,Turnover by K. Dunn (bad pass; steal by B. Beal),117,121
1OT,2:31.0,J. Parker misses 3-pt jump shot from 25 ft,,117,121
1OT,2:27.0,Offensive rebound by B. Portis,,117,121
1OT,2:26.0,B. Portis misses 2-pt layup from 2 ft (block by L. Markkanen),,117,121
1OT,2:26.0,,Defensive rebound by R. Arcidiacono,117,121
1OT,2:19.0,,Personal foul by B. Portis (drawn by R. Lopez),117,121
1OT,2:06.0,,Turnover by R. Lopez (lost ball; steal by B. Beal),117,121
1OT,2:02.0,Turnover by B. Beal (bad pass; steal by S. Harrison),,117,121
1OT,1:44.0,,Personal foul by B. Portis (drawn by R. Lopez),117,121
1OT,1:32.0,,Turnover by R. Arcidiacono (bad pass; steal by J. Parker),117,121
1OT,1:30.0,Personal take foul by K. Dunn (drawn by B. Beal),,117,121
1OT,1:24.0,B. Portis misses 3-pt jump shot from 25 ft,,117,121
1OT,1:21.0,,Defensive rebound by S. Harrison,117,121
1OT,1:00.0,,Shooting foul by B. Beal (drawn by K. Dunn),117,121
1OT,1:00.0,,K. Dunn misses free throw 1 of 2,117,121
1OT,1:00.0,,Offensive rebound by Team,117,121
1OT,1:00.0,,K. Dunn misses free throw 2 of 2,117,121
1OT,0:57.0,Defensive rebound by J. Parker,,117,121
1OT,0:44.0,Shooting foul by S. Harrison (drawn by B. Beal),,117,121
1OT,0:44.0,B. Beal misses free throw 1 of 3,,117,121
1OT,0:44.0,Offensive rebound by Team,,117,121
1OT,0:44.0,B. Beal makes free throw 2 of 3,,118,121
1OT,0:44.0,B. Beal makes free throw 3 of 3,,119,121
1OT,0:44.0,,Chicago full timeout,119,121
1OT,0:32.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),119,124
1OT,0:32.0,Washington full timeout,,119,124
1OT,0:32.0,,W. Selden enters the game for R. Lopez,119,124
1OT,0:25.0,Shooting foul by S. Harrison (drawn by J. Parker),,119,124
1OT,0:25.0,J. Parker makes free throw 1 of 2,,120,124
1OT,0:25.0,,R. Lopez enters the game for W. Selden,120,124
1OT,0:25.0,J. Parker misses free throw 2 of 2,,120,124
1OT,0:25.0,,Defensive rebound by Team,120,124
1OT,0:19.0,,Personal foul by T. Satoranský (drawn by K. Dunn),120,124
1OT,0:19.0,,K. Dunn makes free throw 1 of 2,120,125
1OT,0:19.0,,K. Dunn makes free throw 2 of 2,120,126
1OT,0:12.0,Turnover by B. Beal (back court),,120,126
