QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SACRAMENTO_ACTION,LA LAKERS_SCORE,SACRAMENTO_SCORE
4,7:10.0,R. Rondo misses 2-pt layup from 5 ft (block by M. Bagley),,88,68
4,7:10.0,Offensive rebound by T. Chandler,,88,68
4,7:10.0,Shooting foul by I. Shumpert (drawn by T. Chandler),,88,68
4,7:10.0,T. Chandler misses free throw 1 of 2,,88,68
4,7:10.0,Offensive rebound by Team,,88,68
4,7:10.0,T. Chandler misses free throw 2 of 2,,88,68
4,7:05.0,,Defensive rebound by I. Shumpert,88,68
4,6:52.0,,B. Hield misses 2-pt layup from 3 ft,88,68
4,6:48.0,Defensive rebound by T. Chandler,,88,68
4,6:46.0,J. Hart misses 3-pt jump shot from 23 ft,,88,68
4,6:42.0,,Defensive rebound by M. Bagley,88,68
4,6:38.0,,M. Bagley makes 2-pt layup from 1 ft,88,70
4,6:38.0,LA Lakers full timeout,,88,70
4,6:38.0,B. Ingram enters the game for K. Caldwell-Pope,,88,70
4,6:38.0,L. James enters the game for J. Hart,,88,70
4,6:38.0,K. Kuzma enters the game for L. Stephenson,,88,70
4,6:15.0,L. James misses 2-pt jump shot from 15 ft,,88,70
4,6:14.0,Offensive rebound by K. Kuzma,,88,70
4,6:14.0,K. Kuzma misses 2-pt layup from 3 ft (block by D. Fox),,88,70
4,6:14.0,Offensive rebound by Team,,88,70
4,6:14.0,Turnover by Team (shot clock),,88,70
4,6:03.0,,M. Bagley makes 2-pt hook shot from 5 ft,88,72
4,5:43.0,,Violation by Team (kicked ball),88,72
4,5:36.0,Shooting foul by B. Hield (drawn by R. Rondo),,88,72
4,5:36.0,Violation by Team (delay of game),,88,72
4,5:36.0,Violation by Team (delay of game),,88,72
4,5:36.0,,B. Hield makes technical free throw,88,73
4,5:36.0,R. Rondo misses free throw 1 of 2,,88,73
4,5:36.0,Offensive rebound by Team,,88,73
4,5:36.0,R. Rondo misses free throw 2 of 2,,88,73
4,5:33.0,,Defensive rebound by B. Hield,88,73
4,5:30.0,,Personal foul by L. James (drawn by B. Hield),88,73
4,5:21.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Fox),88,76
4,5:21.0,LA Lakers full timeout,,88,76
4,4:58.0,L. James misses 2-pt jump shot from 15 ft,,88,76
4,4:55.0,Offensive rebound by R. Rondo,,88,76
4,4:50.0,R. Rondo misses 2-pt layup from 6 ft (block by M. Bagley),,88,76
4,4:47.0,,Defensive rebound by D. Fox,88,76
4,4:45.0,,M. Bagley makes 2-pt dunk from 1 ft (assist by B. Hield),88,78
4,4:24.0,B. Ingram makes 2-pt layup from 2 ft,,90,78
4,4:06.0,,Personal foul by B. Ingram (drawn by B. Hield),90,78
4,3:58.0,,D. Fox misses 2-pt jump shot from 4 ft,90,78
4,3:56.0,Defensive rebound by B. Ingram,,90,78
4,3:53.0,Shooting foul by I. Shumpert (drawn by L. James),,90,78
4,3:53.0,L. James makes free throw 1 of 2,,91,78
4,3:53.0,L. James misses free throw 2 of 2,,91,78
4,3:50.0,,Defensive rebound by I. Shumpert,91,78
4,3:36.0,,Shooting foul by T. Chandler (drawn by M. Bagley),91,78
4,3:36.0,,M. Bagley makes free throw 1 of 2,91,79
4,3:36.0,,M. Bagley makes free throw 2 of 2,91,80
4,3:25.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. James),,93,80
4,3:18.0,,B. Hield misses 3-pt jump shot from 29 ft,93,80
4,3:14.0,Defensive rebound by L. James,,93,80
4,3:08.0,L. James makes 2-pt layup from 2 ft,,95,80
4,3:08.0,,Sacramento full timeout,95,80
4,3:08.0,,F. Mason enters the game for B. Hield,95,80
4,2:53.0,,D. Fox misses 3-pt jump shot from 25 ft,95,80
4,2:49.0,Defensive rebound by L. James,,95,80
4,2:38.0,Turnover by L. James (lost ball; steal by I. Shumpert),,95,80
4,2:33.0,,I. Shumpert makes 2-pt layup at rim,95,82
4,2:21.0,Personal foul by I. Shumpert (drawn by R. Rondo),,95,82
4,2:21.0,R. Rondo misses free throw 1 of 2,,95,82
4,2:21.0,Offensive rebound by Team,,95,82
4,2:21.0,,H. Giles enters the game for D. Fox,95,82
4,2:21.0,,T. Williams enters the game for I. Shumpert,95,82
4,2:21.0,R. Rondo makes free throw 2 of 2,,96,82
4,2:15.0,,J. Jackson misses 3-pt jump shot from 27 ft,96,82
4,2:10.0,Defensive rebound by K. Kuzma,,96,82
4,1:51.0,L. James makes 2-pt layup from 9 ft,,98,82
4,1:40.0,,J. Jackson misses 2-pt jump shot from 13 ft,98,82
4,1:39.0,,Offensive rebound by Team,98,82
4,1:39.0,J. Hart enters the game for T. Chandler,,98,82
4,1:39.0,S. Mykhailiuk enters the game for B. Ingram,,98,82
4,1:39.0,L. Stephenson enters the game for L. James,,98,82
4,1:39.0,I. Zubac enters the game for K. Kuzma,,98,82
4,1:31.0,,M. Bagley misses 2-pt jump shot from 20 ft,98,82
4,1:27.0,Defensive rebound by L. Stephenson,,98,82
4,1:19.0,J. Hart makes 3-pt jump shot from 26 ft (assist by L. Stephenson),,101,82
4,1:05.0,,J. Jackson misses 3-pt jump shot from 22 ft,101,82
4,1:02.0,Defensive rebound by I. Zubac,,101,82
4,0:53.0,I. Zubac misses 2-pt layup from 5 ft,,101,82
4,0:50.0,Offensive rebound by I. Zubac,,101,82
4,0:48.0,I. Zubac misses 2-pt layup from 3 ft,,101,82
4,0:48.0,,Defensive rebound by H. Giles,101,82
4,0:44.0,,Shooting foul by S. Mykhailiuk (drawn by F. Mason),101,82
4,0:44.0,,F. Mason makes free throw 1 of 2,101,83
4,0:44.0,,F. Mason makes free throw 2 of 2,101,84
4,0:36.0,Personal foul by J. Jackson (drawn by S. Mykhailiuk),,101,84
4,0:36.0,S. Mykhailiuk misses free throw 1 of 2,,101,84
4,0:36.0,Offensive rebound by Team,,101,84
4,0:36.0,S. Mykhailiuk misses free throw 2 of 2,,101,84
4,0:34.0,,Defensive rebound by T. Williams,101,84
4,0:20.0,,J. Jackson misses 2-pt layup from 5 ft,101,84
4,0:19.0,,Offensive rebound by H. Giles,101,84
4,0:18.0,,H. Giles makes 2-pt hook shot from 9 ft,101,86
