QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MILWAUKEE_ACTION,BROOKLYN_SCORE,MILWAUKEE_SCORE
4,6:17.0,,P. Connaughton makes 2-pt dunk from 1 ft (assist by S. Brown),120,119
4,6:01.0,R. Kurucs misses 3-pt jump shot from 27 ft,,120,119
4,5:57.0,,Defensive rebound by S. Brown,120,119
4,5:51.0,,Turnover by S. Brown (lost ball; steal by S. Dinwiddie),120,119
4,5:42.0,R. Kurucs misses 3-pt jump shot from 23 ft,,120,119
4,5:38.0,,Defensive rebound by B. Lopez,120,119
4,5:23.0,,Shooting foul by R. Kurucs (drawn by G. Hill),120,119
4,5:23.0,,G. Hill makes free throw 1 of 2,120,120
4,5:23.0,J. Dudley enters the game for T. Graham,,120,120
4,5:23.0,C. LeVert enters the game for R. Kurucs,,120,120
4,5:23.0,,D. Wilson enters the game for B. Lopez,120,120
4,5:23.0,,G. Hill makes free throw 2 of 2,120,121
4,5:08.0,D. Russell misses 3-pt jump shot from 28 ft,,120,121
4,5:05.0,,Defensive rebound by D. Wilson,120,121
4,4:52.0,,Turnover by G. Hill (bad pass; steal by D. Russell),120,121
4,4:45.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,120,121
4,4:44.0,,Defensive rebound by Team,120,121
4,4:30.0,,E. İlyasova misses 3-pt jump shot from 23 ft,120,121
4,4:26.0,Defensive rebound by D. Russell,,120,121
4,4:07.0,C. LeVert makes 3-pt jump shot from 27 ft,,123,121
4,3:46.0,,G. Hill makes 3-pt jump shot from 26 ft,123,124
4,3:43.0,Brooklyn full timeout,,123,124
4,3:43.0,T. Graham enters the game for S. Dinwiddie,,123,124
4,3:43.0,,E. Bledsoe enters the game for S. Brown,123,124
4,3:43.0,,K. Middleton enters the game for D. Wilson,123,124
4,3:21.0,J. Dudley makes 2-pt layup from 3 ft (assist by C. LeVert),,125,124
4,3:07.0,,K. Middleton makes 2-pt dunk from 3 ft (assist by P. Connaughton),125,126
4,2:49.0,J. Dudley misses 3-pt jump shot from 27 ft,,125,126
4,2:49.0,Offensive rebound by T. Graham,,125,126
4,2:40.0,Shooting foul by G. Hill (drawn by C. LeVert),,125,126
4,2:40.0,C. LeVert makes free throw 1 of 2,,126,126
4,2:40.0,C. LeVert misses free throw 2 of 2,,126,126
4,2:40.0,,Defensive rebound by P. Connaughton,126,126
4,2:30.0,,Personal foul by D. Russell (drawn by E. Bledsoe),126,126
4,2:30.0,,E. Bledsoe makes free throw 1 of 2,126,127
4,2:30.0,,E. Bledsoe makes free throw 2 of 2,126,128
4,2:20.0,Personal foul by E. İlyasova (drawn by D. Russell),,126,128
4,2:20.0,D. Russell makes free throw 1 of 2,,127,128
4,2:20.0,D. Russell makes free throw 2 of 2,,128,128
4,2:06.0,,Turnover by K. Middleton (traveling),128,128
4,1:40.0,J. Dudley misses 2-pt jump shot from 20 ft,,128,128
4,1:39.0,Offensive rebound by J. Harris,,128,128
4,1:39.0,J. Harris misses 2-pt layup from 2 ft (block by E. Bledsoe),,128,128
4,1:39.0,Offensive rebound by Team,,128,128
4,1:39.0,,S. Brown enters the game for P. Connaughton,128,128
4,1:39.0,,B. Lopez enters the game for E. İlyasova,128,128
4,1:28.0,D. Russell misses 2-pt jump shot from 9 ft,,128,128
4,1:25.0,Offensive rebound by J. Dudley,,128,128
4,1:24.0,J. Harris makes 3-pt jump shot from 28 ft (assist by C. LeVert),,131,128
4,1:24.0,,Milwaukee full timeout,131,128
4,1:15.0,,Shooting foul by J. Dudley (drawn by S. Brown),131,128
4,1:15.0,,S. Brown misses free throw 1 of 2,131,128
4,1:15.0,,Offensive rebound by Team,131,128
4,1:15.0,,E. İlyasova enters the game for G. Hill,131,128
4,1:15.0,,S. Brown misses free throw 2 of 2,131,128
4,1:12.0,Defensive rebound by J. Dudley,,131,128
4,0:59.0,D. Russell makes 2-pt layup from 2 ft,,133,128
4,0:52.0,,E. Bledsoe misses 2-pt layup from 2 ft,133,128
4,0:48.0,Defensive rebound by J. Harris,,133,128
4,0:32.0,T. Graham misses 3-pt jump shot from 27 ft,,133,128
4,0:29.0,Offensive rebound by J. Dudley,,133,128
4,0:16.0,J. Harris misses 3-pt jump shot from 26 ft,,133,128
4,0:13.0,,Defensive rebound by E. İlyasova,133,128
4,0:08.0,,K. Middleton misses 3-pt jump shot from 26 ft,133,128
4,0:05.0,Defensive rebound by J. Dudley,,133,128
