QUARTER,TIME_REMAINING,NEW YORK_ACTION,ATLANTA_ACTION,NEW YORK_SCORE,ATLANTA_SCORE
4,6:39.0,Offensive rebound by J. Jenkins,,92,82
4,6:36.0,K. Allen makes 2-pt layup from 1 ft (assist by J. Jenkins),,94,82
4,6:22.0,,T. Young misses 3-pt jump shot from 25 ft,94,82
4,6:17.0,Defensive rebound by N. Vonleh,,94,82
4,6:01.0,N. Vonleh misses 2-pt jump shot from 18 ft,,94,82
4,5:58.0,,Defensive rebound by T. Young,94,82
4,5:44.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by T. Young),94,84
4,5:44.0,,Shooting foul by K. Allen (drawn by D. Dedmon),94,84
4,5:44.0,D. Jordan enters the game for M. Robinson,,94,84
4,5:44.0,L. Kornet enters the game for N. Vonleh,,94,84
4,5:44.0,,K. Huerter enters the game for T. Young,94,84
4,5:44.0,,D. Dedmon makes free throw 1 of 1,94,85
4,5:20.0,K. Allen makes 3-pt jump shot from 24 ft (assist by J. Jenkins),,97,85
4,5:20.0,D. Smith enters the game for A. Trier,,97,85
4,4:52.0,,K. Bazemore misses 3-pt jump shot from 25 ft,97,85
4,4:50.0,Defensive rebound by D. Jordan,,97,85
4,4:42.0,Personal foul by K. Bazemore (drawn by D. Jordan),,97,85
4,4:26.0,J. Jenkins misses 3-pt jump shot from 23 ft,,97,85
4,4:25.0,,Defensive rebound by Team,97,85
4,4:25.0,Loose ball foul by D. Jordan (drawn by D. Dedmon),,97,85
4,4:16.0,,D. Dedmon misses 3-pt jump shot from 25 ft,97,85
4,4:11.0,Defensive rebound by K. Allen,,97,85
4,3:46.0,L. Kornet misses 3-pt jump shot from 27 ft,,97,85
4,3:44.0,,Defensive rebound by K. Bazemore,97,85
4,3:38.0,,K. Bazemore makes 2-pt jump shot from 8 ft,97,87
4,3:13.0,D. Jordan makes 2-pt dunk at rim (assist by D. Smith),,99,87
4,2:53.0,,Turnover by D. Bembry (bad pass; steal by L. Kornet),99,87
4,2:48.0,J. Jenkins misses 3-pt jump shot from 25 ft,,99,87
4,2:44.0,,Defensive rebound by K. Bazemore,99,87
4,2:39.0,,D. Dedmon misses 3-pt jump shot from 26 ft,99,87
4,2:36.0,Defensive rebound by D. Jordan,,99,87
4,2:18.0,L. Kornet makes 3-pt jump shot from 24 ft (assist by D. Smith),,102,87
4,2:17.0,,Atlanta full timeout,102,87
4,2:17.0,,J. Collins enters the game for D. Bembry,102,87
4,2:17.0,,T. Prince enters the game for K. Huerter,102,87
4,2:17.0,,T. Young enters the game for A. Len,102,87
4,2:11.0,,T. Young misses 3-pt jump shot from 25 ft,102,87
4,2:08.0,Defensive rebound by J. Jenkins,,102,87
4,1:50.0,D. Smith misses 2-pt layup from 4 ft (block by D. Dedmon),,102,87
4,1:47.0,,Defensive rebound by T. Young,102,87
4,1:38.0,,J. Collins misses 2-pt jump shot from 6 ft,102,87
4,1:38.0,Defensive rebound by K. Allen,,102,87
4,1:21.0,K. Allen makes 2-pt jump shot from 16 ft,,104,87
4,1:10.0,,T. Young misses 2-pt layup from 2 ft (block by D. Jordan),104,87
4,1:04.0,Defensive rebound by D. Smith,,104,87
4,0:58.0,Personal foul by J. Collins (drawn by J. Jenkins),,104,87
4,0:58.0,,J. Anderson enters the game for J. Collins,104,87
4,0:52.0,K. Allen misses 2-pt jump shot from 12 ft,,104,87
4,0:48.0,,Defensive rebound by K. Bazemore,104,87
4,0:47.0,,K. Bazemore makes 2-pt layup from 2 ft,104,89
4,0:24.0,D. Smith makes 2-pt jump shot from 18 ft,,106,89
4,0:18.0,,D. Dedmon makes 2-pt dunk at rim (assist by T. Young),106,91
