QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
4,9:31.0,A. Len misses 2-pt layup from 4 ft (block by J. Brown),,84,108
4,9:30.0,Offensive rebound by Team,,84,108
4,9:27.0,T. Young misses 3-pt jump shot from 27 ft,,84,108
4,9:26.0,,Defensive rebound by D. Theis,84,108
4,9:14.0,,D. Theis misses 2-pt jump shot from 17 ft,84,108
4,9:13.0,Defensive rebound by D. Bembry,,84,108
4,9:07.0,D. Bembry makes 3-pt jump shot from 28 ft,,87,108
4,8:51.0,,J. Brown makes 2-pt jump shot from 5 ft,87,110
4,8:28.0,V. Carter makes 2-pt dunk at rim (assist by K. Huerter),,89,110
4,8:10.0,,D. Theis makes 3-pt jump shot from 27 ft (assist by T. Rozier),89,113
4,7:53.0,Turnover by K. Huerter (bad pass; steal by T. Rozier),,89,113
4,7:51.0,,Personal foul by K. Huerter (drawn by J. Brown),89,113
4,7:51.0,K. Bazemore enters the game for K. Huerter,,89,113
4,7:51.0,T. Dorsey enters the game for T. Young,,89,113
4,7:51.0,,B. Wanamaker enters the game for M. Smart,89,113
4,7:41.0,,D. Theis makes 2-pt layup from 2 ft (assist by T. Rozier),89,115
4,7:41.0,Atlanta full timeout,,89,115
4,7:20.0,A. Len makes 2-pt layup from 3 ft (assist by K. Bazemore),,91,115
4,7:05.0,,T. Rozier makes 3-pt jump shot from 24 ft,91,118
4,6:52.0,K. Bazemore misses 2-pt jump shot from 16 ft,,91,118
4,6:48.0,,Defensive rebound by J. Brown,91,118
4,6:44.0,,Shooting foul by K. Bazemore (drawn by D. Theis),91,118
4,6:44.0,,D. Theis makes free throw 1 of 2,91,119
4,6:44.0,J. Anderson enters the game for K. Bazemore,,91,119
4,6:44.0,D. Hamilton enters the game for D. Bembry,,91,119
4,6:44.0,J. Lin enters the game for V. Carter,,91,119
4,6:44.0,,D. Theis makes free throw 2 of 2,91,120
4,6:28.0,A. Len makes 2-pt dunk from 2 ft (assist by T. Dorsey),,93,120
4,6:12.0,,B. Wanamaker misses 2-pt jump shot from 7 ft,93,120
4,6:11.0,,Offensive rebound by D. Theis,93,120
4,6:11.0,,D. Theis misses 2-pt layup at rim,93,120
4,6:09.0,Defensive rebound by A. Len,,93,120
4,6:01.0,Personal foul by J. Brown (drawn by D. Hamilton),,93,120
4,6:01.0,,R. Williams enters the game for D. Theis,93,120
4,5:56.0,J. Lin misses 3-pt jump shot from 25 ft,,93,120
4,5:54.0,,Defensive rebound by T. Rozier,93,120
4,5:42.0,,J. Brown misses 2-pt jump shot from 17 ft,93,120
4,5:41.0,Defensive rebound by D. Hamilton,,93,120
4,5:28.0,J. Lin misses 2-pt layup from 3 ft,,93,120
4,5:26.0,,Defensive rebound by B. Wanamaker,93,120
4,5:22.0,,T. Rozier misses 3-pt jump shot from 27 ft,93,120
4,5:21.0,Defensive rebound by T. Dorsey,,93,120
4,5:07.0,D. Hamilton misses 2-pt hook shot from 5 ft,,93,120
4,5:06.0,,Defensive rebound by R. Williams,93,120
4,4:53.0,,S. Ojeleye makes 2-pt jump shot from 8 ft,93,122
4,4:43.0,T. Dorsey makes 3-pt jump shot from 26 ft (assist by A. Len),,96,122
4,4:27.0,,Turnover by T. Rozier (step out of bounds),96,122
4,4:27.0,J. Adams enters the game for J. Lin,,96,122
4,4:06.0,Shooting foul by T. Rozier (drawn by T. Dorsey),,96,122
4,4:06.0,T. Dorsey misses free throw 1 of 2,,96,122
4,4:06.0,Offensive rebound by Team,,96,122
4,4:06.0,T. Dorsey makes free throw 2 of 2,,97,122
4,3:46.0,,S. Ojeleye misses 2-pt layup from 13 ft (block by J. Anderson),97,122
4,3:45.0,,Offensive rebound by Team,97,122
4,3:40.0,,T. Rozier misses 2-pt jump shot from 8 ft,97,122
4,3:39.0,Defensive rebound by A. Len,,97,122
4,3:28.0,A. Len makes 2-pt dunk from 2 ft (assist by D. Hamilton),,99,122
4,3:11.0,,Boston full timeout,99,122
4,3:11.0,,D. Theis enters the game for J. Brown,99,122
4,3:11.0,Violation by Team (kicked ball),,99,122
4,3:10.0,,T. Rozier misses 3-pt jump shot from 23 ft,99,122
4,3:09.0,Defensive rebound by D. Hamilton,,99,122
4,2:55.0,Shooting foul by D. Theis (drawn by A. Len),,99,122
4,2:55.0,A. Len makes free throw 1 of 2,,100,122
4,2:55.0,A. Len makes free throw 2 of 2,,101,122
4,2:36.0,,B. Wanamaker misses 3-pt jump shot from 25 ft,101,122
4,2:35.0,Defensive rebound by T. Dorsey,,101,122
4,2:27.0,T. Dorsey misses 3-pt jump shot from 26 ft,,101,122
4,2:26.0,,Defensive rebound by R. Williams,101,122
4,2:12.0,,B. Wanamaker makes 2-pt jump shot from 5 ft,101,124
4,2:02.0,Shooting foul by D. Theis (drawn by A. Len),,101,124
4,2:02.0,A. Len misses free throw 1 of 2,,101,124
4,2:02.0,Offensive rebound by Team,,101,124
4,2:02.0,A. Len makes free throw 2 of 2,,102,124
4,1:44.0,,D. Theis makes 3-pt jump shot from 27 ft (assist by T. Rozier),102,127
4,1:36.0,D. Hamilton makes 3-pt jump shot from 28 ft (assist by J. Adams),,105,127
4,1:26.0,,B. Wanamaker misses 2-pt layup from 4 ft,105,127
4,1:25.0,Defensive rebound by Team,,105,127
4,1:25.0,,Violation by Team (delay of game),105,127
4,1:17.0,,Violation by Team (kicked ball),105,127
4,1:12.0,Turnover by T. Dorsey (bad pass; steal by T. Rozier),,105,127
4,0:59.0,,S. Ojeleye misses 2-pt layup from 5 ft,105,127
4,0:58.0,,Offensive rebound by S. Ojeleye,105,127
4,0:57.0,,Shooting foul by D. Hamilton (drawn by S. Ojeleye),105,127
4,0:57.0,,S. Ojeleye makes free throw 1 of 2,105,128
4,0:57.0,,M. Smart enters the game for T. Rozier,105,128
4,0:57.0,,S. Ojeleye makes free throw 2 of 2,105,129
4,0:44.0,T. Dorsey misses 2-pt jump shot from 21 ft,,105,129
4,0:42.0,,Defensive rebound by S. Ojeleye,105,129
4,0:18.0,,Turnover by Team (shot clock),105,129
4,0:13.0,D. Hamilton misses 2-pt layup from 3 ft (block by D. Theis),,105,129
4,0:12.0,Offensive rebound by A. Len,,105,129
4,0:11.0,A. Len makes 3-pt jump shot from 23 ft,,108,129
