QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
4,8:14.0,,L. Williams makes 3-pt jump shot from 27 ft (assist by P. Beverley),91,118
4,8:00.0,Y. Ferrell makes 2-pt jump shot from 15 ft,,93,118
4,7:52.0,,L. Williams misses 2-pt jump shot from 22 ft,93,118
4,7:47.0,Defensive rebound by J. Jackson,,93,118
4,7:40.0,H. Giles misses 2-pt hook shot from 7 ft,,93,118
4,7:37.0,Offensive rebound by S. Labissière,,93,118
4,7:37.0,S. Labissière makes 2-pt layup from 1 ft,,95,118
4,7:23.0,,M. Scott misses 2-pt jump shot from 16 ft,95,118
4,7:18.0,Defensive rebound by Y. Ferrell,,95,118
4,7:16.0,Personal foul by T. Wallace (drawn by Y. Ferrell),,95,118
4,7:16.0,,S. Gilgeous-Alexander enters the game for L. Williams,95,118
4,7:11.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,95,118
4,7:06.0,,Defensive rebound by M. Harrell,95,118
4,7:00.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 19 ft,95,118
4,6:56.0,Defensive rebound by H. Giles,,95,118
4,6:55.0,Turnover by H. Giles (bad pass),,95,118
4,6:44.0,,P. Beverley misses 3-pt jump shot from 26 ft,95,118
4,6:41.0,Defensive rebound by S. Labissière,,95,118
4,6:32.0,Personal foul by T. Wallace (drawn by Y. Ferrell),,95,118
4,6:25.0,B. McLemore misses 2-pt jump shot from 15 ft,,95,118
4,6:22.0,,Defensive rebound by M. Scott,95,118
4,6:17.0,,Personal foul by H. Giles (drawn by P. Beverley),95,118
4,6:17.0,,LA Clippers full timeout,95,118
4,6:17.0,F. Mason enters the game for J. Jackson,,95,118
4,6:06.0,,Personal foul by B. McLemore (drawn by P. Beverley),95,118
4,6:06.0,,B. Marjanović enters the game for P. Beverley,95,118
4,6:06.0,,S. Thornwell enters the game for M. Harrell,95,118
4,5:56.0,,M. Scott misses 3-pt jump shot from 23 ft,95,118
4,5:52.0,Defensive rebound by B. McLemore,,95,118
4,5:42.0,B. McLemore makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),,98,118
4,5:25.0,,Turnover by S. Thornwell (out of bounds lost ball),98,118
4,5:15.0,Y. Ferrell makes 2-pt jump shot from 9 ft,,100,118
4,4:51.0,,S. Thornwell misses 2-pt layup from 5 ft,100,118
4,4:49.0,Defensive rebound by Y. Ferrell,,100,118
4,4:48.0,Personal take foul by M. Scott (drawn by F. Mason),,100,118
4,4:48.0,F. Mason misses free throw 1 of 2,,100,118
4,4:48.0,Offensive rebound by Team,,100,118
4,4:48.0,F. Mason makes free throw 2 of 2,,101,118
4,4:39.0,,Offensive foul by B. Marjanović (drawn by H. Giles),101,118
4,4:39.0,,Turnover by B. Marjanović (offensive foul),101,118
4,4:25.0,H. Giles makes 2-pt layup from 1 ft,,103,118
4,4:11.0,,Turnover by B. Marjanović (lost ball; steal by H. Giles),103,118
4,4:08.0,H. Giles makes 2-pt dunk from 1 ft,,105,118
4,4:08.0,,LA Clippers full timeout,105,118
4,3:53.0,,M. Scott misses 3-pt jump shot from 27 ft,105,118
4,3:49.0,Defensive rebound by Y. Ferrell,,105,118
4,3:40.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by F. Mason),,108,118
4,3:26.0,,Turnover by S. Thornwell (lost ball; steal by B. McLemore),108,118
4,3:22.0,F. Mason makes 2-pt layup from 1 ft (assist by Y. Ferrell),,110,118
4,3:22.0,,LA Clippers full timeout,110,118
4,3:22.0,,A. Bradley enters the game for S. Gilgeous-Alexander,110,118
4,3:22.0,,D. Gallinari enters the game for B. Marjanović,110,118
4,3:22.0,,M. Harrell enters the game for M. Scott,110,118
4,3:22.0,,T. Harris enters the game for S. Thornwell,110,118
4,3:22.0,,L. Williams enters the game for T. Wallace,110,118
4,3:04.0,,Shooting foul by H. Giles (drawn by D. Gallinari),110,118
4,3:04.0,,D. Gallinari misses free throw 1 of 2,110,118
4,3:04.0,,Offensive rebound by Team,110,118
4,3:04.0,,D. Gallinari makes free throw 2 of 2,110,119
4,2:51.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by H. Giles),,113,119
4,2:26.0,,L. Williams misses 2-pt jump shot from 19 ft,113,119
4,2:23.0,Defensive rebound by H. Giles,,113,119
4,2:16.0,Y. Ferrell makes 2-pt jump shot from 17 ft,,115,119
4,1:58.0,,M. Harrell makes 2-pt layup from 2 ft (assist by D. Gallinari),115,121
4,1:43.0,Offensive foul by H. Giles (drawn by L. Williams),,115,121
4,1:43.0,Turnover by H. Giles (offensive foul),,115,121
4,1:28.0,,M. Harrell misses 2-pt layup from 2 ft,115,121
4,1:26.0,Defensive rebound by Team,,115,121
4,1:12.0,F. Mason makes 3-pt jump shot from 27 ft,,118,121
4,0:52.0,,L. Williams makes 2-pt jump shot from 5 ft,118,123
4,0:45.0,F. Mason misses 2-pt layup from 2 ft (block by M. Harrell),,118,123
4,0:40.0,,Defensive rebound by D. Gallinari,118,123
4,0:26.0,,Shooting foul by H. Giles (drawn by D. Gallinari),118,123
4,0:26.0,,D. Gallinari makes free throw 1 of 2,118,124
4,0:26.0,,P. Beverley enters the game for L. Williams,118,124
4,0:26.0,,D. Gallinari makes free throw 2 of 2,118,125
4,0:19.0,B. McLemore misses 3-pt jump shot from 23 ft,,118,125
4,0:13.0,,Defensive rebound by T. Harris,118,125
4,0:13.0,,Personal take foul by F. Mason (drawn by T. Harris),118,125
4,0:13.0,,T. Harris makes free throw 1 of 2,118,126
4,0:13.0,,T. Harris makes free throw 2 of 2,118,127
4,0:06.0,F. Mason misses 3-pt jump shot from 27 ft,,118,127
4,0:02.0,,Defensive rebound by D. Gallinari,118,127
