QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,OKLAHOMA CITY_ACTION,NEW ORLEANS_SCORE,OKLAHOMA CITY_SCORE
4,3:40.0,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Holiday),,107,114
4,3:24.0,,R. Westbrook makes 2-pt layup from 2 ft,107,116
4,3:09.0,J. Holiday makes 2-pt layup from 1 ft,,109,116
4,2:54.0,,P. George misses 2-pt layup from 5 ft,109,116
4,2:54.0,Defensive rebound by Team,,109,116
4,2:54.0,,Loose ball foul by J. Grant (drawn by D. Miller),109,116
4,2:47.0,Shooting foul by J. Grant (drawn by C. Diallo),,109,116
4,2:47.0,C. Diallo makes free throw 1 of 2,,110,116
4,2:47.0,C. Diallo misses free throw 2 of 2,,110,116
4,2:44.0,,Defensive rebound by T. Ferguson,110,116
4,2:36.0,,R. Westbrook misses 3-pt jump shot from 25 ft,110,116
4,2:34.0,,Offensive rebound by P. George,110,116
4,2:34.0,,Shooting foul by C. Diallo (drawn by P. George),110,116
4,2:34.0,,P. George misses free throw 1 of 2,110,116
4,2:34.0,,Offensive rebound by Team,110,116
4,2:34.0,,P. George misses free throw 2 of 2,110,116
4,2:34.0,,Offensive rebound by Team,110,116
4,2:26.0,,Turnover by S. Adams (lost ball; steal by S. Hill),110,116
4,2:23.0,F. Jackson misses 2-pt layup from 3 ft,,110,116
4,2:21.0,,Defensive rebound by P. George,110,116
4,2:17.0,,R. Westbrook makes 2-pt layup from 1 ft,110,118
4,2:10.0,J. Holiday makes 3-pt jump shot from 26 ft,,113,118
4,1:47.0,,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),113,121
4,1:38.0,J. Holiday makes 3-pt jump shot from 25 ft,,116,121
4,1:18.0,,T. Ferguson misses 2-pt jump shot from 9 ft (block by C. Diallo),116,121
4,1:15.0,Defensive rebound by S. Hill,,116,121
4,1:00.0,F. Jackson misses 3-pt jump shot from 22 ft,,116,121
4,0:57.0,,Defensive rebound by S. Adams,116,121
4,0:45.0,,Shooting foul by S. Hill (drawn by R. Westbrook),116,121
4,0:45.0,,R. Westbrook makes free throw 1 of 2,116,122
4,0:45.0,,R. Westbrook misses free throw 2 of 2,116,122
4,0:45.0,Defensive rebound by C. Diallo,,116,122
4,0:45.0,New Orleans full timeout,,116,122
4,0:37.0,C. Diallo misses 3-pt jump shot from 23 ft,,116,122
4,0:33.0,,Defensive rebound by J. Grant,116,122
4,0:18.0,,Turnover by R. Westbrook (out of bounds lost ball),116,122
4,0:18.0,New Orleans full timeout,,116,122
4,0:18.0,I. Clark enters the game for S. Hill,,116,122
4,0:14.0,I. Clark misses 2-pt jump shot from 21 ft,,116,122
4,0:13.0,,Defensive rebound by R. Westbrook,116,122
4,0:13.0,,Personal foul by F. Jackson (drawn by R. Westbrook),116,122
4,0:13.0,,R. Westbrook misses free throw 1 of 2,116,122
4,0:13.0,,Offensive rebound by Team,116,122
4,0:13.0,,R. Westbrook misses free throw 2 of 2,116,122
4,0:11.0,Defensive rebound by J. Holiday,,116,122
4,0:02.0,D. Miller misses 3-pt jump shot from 27 ft,,116,122
4,0:02.0,,Defensive rebound by T. Ferguson,116,122
