QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SACRAMENTO_ACTION,MINNESOTA_SCORE,SACRAMENTO_SCORE
4,3:48.0,,Offensive rebound by Team,117,126
4,3:48.0,,W. Cauley-Stein misses free throw 2 of 2,117,126
4,3:44.0,Defensive rebound by K. Towns,,117,126
4,3:36.0,J. Teague makes 2-pt dunk at rim,,119,126
4,3:35.0,Technical foul by J. Teague,,119,126
4,3:35.0,,Sacramento full timeout,119,126
4,3:35.0,,B. Hield makes technical free throw,119,127
4,3:35.0,,M. Bagley enters the game for W. Cauley-Stein,119,127
4,3:13.0,,N. Bjelica misses 2-pt layup from 2 ft (block by K. Towns),119,127
4,3:09.0,Defensive rebound by K. Towns,,119,127
4,3:07.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,121,127
4,2:41.0,,N. Bjelica misses 3-pt jump shot from 25 ft,121,127
4,2:38.0,,Offensive rebound by M. Bagley,121,127
4,2:37.0,,M. Bagley makes 2-pt layup from 2 ft,121,129
4,2:28.0,Personal foul by D. Fox (drawn by J. Teague),,121,129
4,2:28.0,J. Teague makes free throw 1 of 2,,122,129
4,2:28.0,,B. Bogdanović enters the game for B. Hield,122,129
4,2:28.0,J. Teague makes free throw 2 of 2,,123,129
4,2:12.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,123,129
4,2:09.0,,Offensive rebound by B. Bogdanović,123,129
4,2:07.0,,Shooting foul by J. Teague (drawn by D. Fox),123,129
4,2:07.0,,D. Fox makes free throw 1 of 2,123,130
4,2:07.0,,W. Cauley-Stein enters the game for M. Bagley,123,130
4,2:07.0,,D. Fox misses free throw 2 of 2,123,130
4,2:04.0,Defensive rebound by K. Towns,,123,130
4,1:55.0,Personal foul by W. Cauley-Stein (drawn by R. Covington),,123,130
4,1:55.0,R. Covington makes free throw 1 of 2,,124,130
4,1:55.0,R. Covington makes free throw 2 of 2,,125,130
4,1:42.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),125,133
4,1:41.0,Minnesota full timeout,,125,133
4,1:36.0,Shooting foul by N. Bjelica (drawn by A. Wiggins),,125,133
4,1:36.0,A. Wiggins makes free throw 1 of 2,,126,133
4,1:36.0,A. Wiggins misses free throw 2 of 2,,126,133
4,1:33.0,,Defensive rebound by I. Shumpert,126,133
4,1:20.0,,Personal foul by D. Šarić (drawn by W. Cauley-Stein),126,133
4,1:20.0,,W. Cauley-Stein makes free throw 1 of 2,126,134
4,1:20.0,,W. Cauley-Stein misses free throw 2 of 2,126,134
4,1:18.0,Defensive rebound by K. Towns,,126,134
4,1:11.0,K. Towns misses 3-pt jump shot from 25 ft,,126,134
4,1:08.0,Offensive rebound by R. Covington,,126,134
4,1:06.0,R. Covington misses 2-pt hook shot from 6 ft,,126,134
4,1:06.0,,Defensive rebound by W. Cauley-Stein,126,134
4,1:06.0,,Personal foul by R. Covington (drawn by W. Cauley-Stein),126,134
4,1:06.0,,W. Cauley-Stein makes free throw 1 of 2,126,135
4,1:06.0,,W. Cauley-Stein makes free throw 2 of 2,126,136
4,1:02.0,J. Teague misses 2-pt layup from 2 ft,,126,136
4,1:00.0,Offensive rebound by R. Covington,,126,136
4,1:00.0,J. Teague misses 2-pt layup from 5 ft,,126,136
4,1:00.0,Offensive rebound by R. Covington,,126,136
4,1:00.0,R. Covington makes 2-pt layup at rim,,128,136
4,0:56.0,,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by D. Fox),128,138
4,0:56.0,,Shooting foul by A. Wiggins (drawn by W. Cauley-Stein),128,138
4,0:56.0,,W. Cauley-Stein makes free throw 1 of 1,128,139
4,0:49.0,K. Towns misses 3-pt jump shot from 25 ft,,128,139
4,0:45.0,,Defensive rebound by B. Bogdanović,128,139
4,0:42.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by B. Bogdanović),128,141
4,0:42.0,Minnesota full timeout,,128,141
4,0:38.0,K. Towns makes 2-pt hook shot from 8 ft,,130,141
4,0:16.0,,B. Bogdanović misses 3-pt jump shot from 30 ft,130,141
4,0:13.0,,Offensive rebound by B. Bogdanović,130,141
4,0:00.0,,Turnover by Team (shot clock),130,141
