QUARTER,TIME_REMAINING,UTAH_ACTION,CHICAGO_ACTION,UTAH_SCORE,CHICAGO_SCORE
4,6:17.0,T. Sefolosha makes 2-pt layup from 3 ft,,103,71
4,6:08.0,,S. Harrison makes 2-pt layup from 1 ft,103,73
4,5:49.0,G. Niang misses 2-pt jump shot from 5 ft,,103,73
4,5:47.0,,Defensive rebound by W. Selden,103,73
4,5:45.0,,Shooting foul by G. Niang (drawn by W. Selden),103,73
4,5:45.0,,W. Selden misses free throw 1 of 2,103,73
4,5:45.0,,Offensive rebound by Team,103,73
4,5:45.0,N. Mitrou-Long enters the game for R. Neto,,103,73
4,5:45.0,,W. Selden misses free throw 2 of 2,103,73
4,5:42.0,Defensive rebound by E. Udoh,,103,73
4,5:28.0,N. Mitrou-Long misses 2-pt layup from 1 ft,,103,73
4,5:24.0,Offensive rebound by E. Udoh,,103,73
4,5:24.0,E. Udoh makes 2-pt layup from 1 ft,,105,73
4,5:07.0,,S. Harrison misses 2-pt layup from 3 ft (block by E. Udoh),105,73
4,5:04.0,Defensive rebound by R. O'Neale,,105,73
4,4:57.0,G. Niang makes 2-pt layup from 2 ft (assist by T. Sefolosha),,107,73
4,4:39.0,,C. Felício misses 2-pt layup from 4 ft (block by E. Udoh),107,73
4,4:36.0,,Offensive rebound by C. Felício,107,73
4,4:32.0,,B. Sampson makes 2-pt jump shot from 7 ft (assist by C. Felício),107,75
4,4:12.0,R. O'Neale misses 3-pt jump shot from 24 ft,,107,75
4,4:10.0,,Defensive rebound by S. Harrison,107,75
4,3:50.0,,S. Harrison misses 2-pt layup from 2 ft (block by E. Udoh),107,75
4,3:50.0,,Offensive rebound by Team,107,75
4,3:49.0,,Turnover by W. Selden (traveling),107,75
4,3:42.0,N. Mitrou-Long misses 3-pt jump shot from 26 ft,,107,75
4,3:38.0,,Defensive rebound by T. Luwawu-Cabarrot,107,75
4,3:33.0,,T. Luwawu-Cabarrot makes 2-pt jump shot from 17 ft,107,77
4,3:11.0,N. Mitrou-Long makes 2-pt layup from 3 ft,,109,77
4,2:50.0,,Turnover by W. Selden (bad pass; steal by T. Sefolosha),109,77
4,2:37.0,E. Udoh misses 2-pt hook shot from 4 ft,,109,77
4,2:34.0,,Defensive rebound by S. Harrison,109,77
4,2:33.0,,Chicago full timeout,109,77
4,2:21.0,,B. Sampson misses 3-pt jump shot from 26 ft,109,77
4,2:16.0,Defensive rebound by T. Sefolosha,,109,77
4,2:04.0,Personal foul by T. Luwawu-Cabarrot (drawn by R. O'Neale),,109,77
4,1:58.0,,Violation by Team (kicked ball),109,77
4,1:43.0,R. O'Neale misses 3-pt jump shot from 24 ft,,109,77
4,1:37.0,,Defensive rebound by W. Selden,109,77
4,1:37.0,,W. Selden makes 2-pt dunk from 2 ft,109,79
4,1:19.0,G. Niang misses 3-pt jump shot from 26 ft,,109,79
4,1:17.0,,Defensive rebound by W. Selden,109,79
4,1:13.0,,W. Selden makes 2-pt layup from 3 ft,109,81
4,0:59.0,G. Niang makes 2-pt layup from 2 ft,,111,81
4,0:45.0,,S. Harrison misses 2-pt jump shot from 16 ft,111,81
4,0:40.0,Defensive rebound by G. Niang,,111,81
4,0:28.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by N. Mitrou-Long),,114,81
4,0:15.0,,W. Selden makes 2-pt layup from 1 ft,114,83
