QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
4,3:29.0,,Defensive rebound by G. Hayward,94,108
4,3:18.0,,Shooting foul by W. Ellington (drawn by G. Hayward),94,108
4,3:18.0,,G. Hayward makes free throw 1 of 2,94,109
4,3:18.0,,G. Hayward makes free throw 2 of 2,94,110
4,3:10.0,B. Griffin misses 3-pt jump shot from 23 ft,,94,110
4,3:08.0,Offensive rebound by B. Griffin,,94,110
4,3:07.0,B. Griffin misses 2-pt layup from 1 ft,,94,110
4,3:06.0,Offensive rebound by A. Drummond,,94,110
4,3:03.0,A. Drummond makes 2-pt layup from 2 ft,,96,110
4,2:45.0,,M. Morris makes 2-pt jump shot from 15 ft,96,112
4,2:31.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by B. Griffin),,99,112
4,2:12.0,,A. Horford misses 2-pt hook shot from 5 ft,99,112
4,2:11.0,Defensive rebound by R. Jackson,,99,112
4,1:58.0,R. Jackson makes 2-pt jump shot from 16 ft,,101,112
4,1:40.0,,J. Brown misses 3-pt jump shot from 24 ft,101,112
4,1:38.0,Defensive rebound by A. Drummond,,101,112
4,1:25.0,W. Ellington makes 2-pt layup from 1 ft,,103,112
4,1:11.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Smart),103,114
4,1:03.0,R. Jackson misses 3-pt jump shot from 30 ft,,103,114
4,1:01.0,,Defensive rebound by M. Morris,103,114
4,0:40.0,,J. Brown misses 3-pt jump shot from 23 ft,103,114
4,0:38.0,Defensive rebound by W. Ellington,,103,114
4,0:36.0,Personal foul by G. Hayward (drawn by B. Griffin),,103,114
4,0:36.0,B. Griffin makes free throw 1 of 2,,104,114
4,0:36.0,,D. Theis enters the game for M. Morris,104,114
4,0:36.0,B. Griffin makes free throw 2 of 2,,105,114
4,0:34.0,,Personal foul by A. Drummond (drawn by G. Hayward),105,114
4,0:25.0,,Personal take foul by B. Griffin (drawn by A. Horford),105,114
4,0:25.0,,A. Horford makes free throw 1 of 2,105,115
4,0:25.0,,A. Horford makes free throw 2 of 2,105,116
4,0:25.0,Detroit full timeout,,105,116
4,0:25.0,,S. Ojeleye enters the game for A. Horford,105,116
4,0:20.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by L. Kennard),,108,116
4,0:18.0,,Personal take foul by L. Kennard (drawn by G. Hayward),108,116
4,0:18.0,,G. Hayward makes free throw 1 of 2,108,117
4,0:18.0,,G. Hayward makes free throw 2 of 2,108,118
4,0:11.0,B. Griffin makes 2-pt layup from 1 ft,,110,118
