QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CLEVELAND_ACTION,MILWAUKEE_SCORE,CLEVELAND_SCORE
4,8:55.0,B. Lopez misses 3-pt jump shot from 25 ft,,94,86
4,8:51.0,,Defensive rebound by J. Clarkson,94,86
4,8:50.0,,Personal foul by G. Antetokounmpo (drawn by M. Dellavedova),94,86
4,8:50.0,E. Bledsoe enters the game for G. Hill,,94,86
4,8:50.0,,R. Hood enters the game for D. Nwaba,94,86
4,8:39.0,,R. Hood misses 2-pt jump shot from 11 ft,94,86
4,8:36.0,Defensive rebound by G. Antetokounmpo,,94,86
4,8:30.0,Personal foul by L. Nance (drawn by G. Antetokounmpo),,94,86
4,8:25.0,Personal foul by M. Dellavedova (drawn by E. Bledsoe),,94,86
4,8:17.0,E. Bledsoe misses 2-pt layup from 2 ft,,94,86
4,8:15.0,,Defensive rebound by M. Dellavedova,94,86
4,8:07.0,,L. Nance misses 3-pt jump shot from 25 ft,94,86
4,8:03.0,Defensive rebound by E. Bledsoe,,94,86
4,7:44.0,P. Connaughton misses 3-pt jump shot from 28 ft,,94,86
4,7:42.0,,Defensive rebound by L. Nance,94,86
4,7:33.0,,J. Clarkson makes 2-pt jump shot from 15 ft (assist by L. Nance),94,88
4,7:33.0,Milwaukee full timeout,,94,88
4,7:22.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),,96,88
4,7:04.0,,Turnover by J. Clarkson (bad pass),96,88
4,6:42.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,96,88
4,6:40.0,,Defensive rebound by L. Nance,96,88
4,6:23.0,,R. Hood makes 2-pt layup at rim (assist by L. Nance),96,90
4,6:10.0,E. Bledsoe makes 2-pt jump shot from 11 ft,,98,90
4,5:53.0,,J. Clarkson makes 2-pt jump shot from 11 ft (assist by M. Dellavedova),98,92
4,5:41.0,Personal foul by M. Dellavedova (drawn by G. Antetokounmpo),,98,92
4,5:41.0,G. Hill enters the game for T. Snell,,98,92
4,5:41.0,,C. Osman enters the game for A. Burks,98,92
4,5:41.0,,C. Sexton enters the game for M. Dellavedova,98,92
4,5:32.0,E. Bledsoe misses 2-pt layup from 1 ft,,98,92
4,5:31.0,Offensive rebound by G. Antetokounmpo,,98,92
4,5:30.0,G. Antetokounmpo makes 2-pt dunk at rim,,100,92
4,5:20.0,,Cleveland full timeout,100,92
4,5:13.0,,R. Hood makes 2-pt jump shot from 21 ft (assist by L. Nance),100,94
4,4:53.0,E. Bledsoe misses 2-pt layup from 1 ft,,100,94
4,4:51.0,,Defensive rebound by L. Nance,100,94
4,4:51.0,,Turnover by L. Nance (bad pass),100,94
4,4:36.0,Personal foul by R. Hood (drawn by B. Lopez),,100,94
4,4:36.0,B. Lopez makes free throw 1 of 2,,101,94
4,4:36.0,B. Lopez makes free throw 2 of 2,,102,94
4,4:20.0,,C. Osman makes 3-pt jump shot from 23 ft (assist by R. Hood),102,97
4,4:00.0,P. Connaughton misses 3-pt jump shot from 26 ft,,102,97
4,3:57.0,Offensive rebound by G. Hill,,102,97
4,3:56.0,G. Hill makes 2-pt layup from 1 ft,,104,97
4,3:38.0,,C. Sexton makes 2-pt layup from 1 ft (assist by R. Hood),104,99
4,3:16.0,B. Lopez misses 3-pt jump shot from 32 ft,,104,99
4,3:16.0,Offensive rebound by P. Connaughton,,104,99
4,3:08.0,B. Lopez makes 2-pt layup from 1 ft (assist by P. Connaughton),,106,99
4,3:07.0,,Cleveland full timeout,106,99
4,3:07.0,D. DiVincenzo enters the game for P. Connaughton,,106,99
4,3:07.0,,M. Dellavedova enters the game for C. Sexton,106,99
4,2:52.0,,J. Clarkson misses 3-pt jump shot from 27 ft,106,99
4,2:50.0,Defensive rebound by G. Antetokounmpo,,106,99
4,2:47.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,108,99
4,2:47.0,Shooting foul by L. Nance (drawn by G. Antetokounmpo),,108,99
4,2:47.0,G. Antetokounmpo makes free throw 1 of 1,,109,99
4,2:32.0,,R. Hood misses 3-pt jump shot from 26 ft,109,99
4,2:30.0,Defensive rebound by B. Lopez,,109,99
4,2:08.0,B. Lopez makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),,111,99
4,2:07.0,,Cleveland full timeout,111,99
4,2:00.0,,Personal foul by G. Antetokounmpo (drawn by C. Osman),111,99
4,1:52.0,,Shooting foul by G. Hill (drawn by J. Clarkson),111,99
4,1:52.0,,J. Clarkson makes free throw 1 of 3,111,100
4,1:52.0,,J. Clarkson makes free throw 2 of 3,111,101
4,1:52.0,,J. Clarkson makes free throw 3 of 3,111,102
4,1:26.0,D. DiVincenzo misses 3-pt jump shot from 24 ft,,111,102
4,1:23.0,Offensive rebound by E. Bledsoe,,111,102
4,1:11.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,111,102
4,1:11.0,Offensive rebound by Team,,111,102
4,1:11.0,Milwaukee full timeout,,111,102
4,0:59.0,B. Lopez misses 2-pt jump shot from 10 ft,,111,102
4,0:56.0,,Defensive rebound by J. Clarkson,111,102
4,0:52.0,,J. Clarkson misses 3-pt jump shot from 26 ft,111,102
4,0:49.0,Defensive rebound by Team,,111,102
4,0:44.0,Personal take foul by L. Nance (drawn by G. Antetokounmpo),,111,102
4,0:44.0,G. Antetokounmpo misses free throw 1 of 2,,111,102
4,0:44.0,Offensive rebound by Team,,111,102
4,0:44.0,G. Antetokounmpo makes free throw 2 of 2,,112,102
4,0:36.0,,R. Hood misses 3-pt jump shot from 27 ft,112,102
4,0:32.0,Defensive rebound by G. Antetokounmpo,,112,102
4,0:32.0,Personal take foul by J. Clarkson (drawn by G. Antetokounmpo),,112,102
4,0:32.0,G. Antetokounmpo makes free throw 1 of 2,,113,102
4,0:32.0,P. Connaughton enters the game for E. Bledsoe,,113,102
4,0:32.0,T. Maker enters the game for G. Hill,,113,102
4,0:32.0,J. Morris enters the game for B. Lopez,,113,102
4,0:32.0,G. Antetokounmpo makes free throw 2 of 2,,114,102
4,0:32.0,,Cleveland full timeout,114,102
4,0:32.0,E. İlyasova enters the game for G. Antetokounmpo,,114,102
4,0:25.0,,J. Clarkson misses 2-pt dunk from 1 ft,114,102
4,0:23.0,Defensive rebound by E. İlyasova,,114,102
4,0:02.0,Turnover by Team (shot clock),,114,102
