QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BOSTON_ACTION,CHARLOTTE_SCORE,BOSTON_SCORE
4,4:51.0,,Defensive rebound by S. Ojeleye,87,112
4,4:41.0,,R. Williams makes 2-pt dunk from 3 ft (assist by T. Rozier),87,114
4,4:19.0,W. Hernangómez misses 2-pt hook shot from 1 ft,,87,114
4,4:17.0,,Defensive rebound by T. Rozier,87,114
4,4:06.0,,B. Wanamaker misses 3-pt jump shot from 27 ft,87,114
4,4:05.0,Defensive rebound by Team,,87,114
4,3:55.0,M. Monk misses 3-pt jump shot from 25 ft,,87,114
4,3:53.0,,Defensive rebound by S. Ojeleye,87,114
4,3:36.0,,T. Rozier misses 2-pt jump shot from 6 ft,87,114
4,3:34.0,Defensive rebound by W. Hernangómez,,87,114
4,3:28.0,D. Graham makes 2-pt layup from 4 ft,,89,114
4,3:06.0,,S. Ojeleye misses 3-pt jump shot from 27 ft,89,114
4,3:03.0,Defensive rebound by W. Hernangómez,,89,114
4,2:46.0,W. Hernangómez misses 3-pt jump shot from 26 ft,,89,114
4,2:44.0,,Defensive rebound by Team,89,114
4,2:44.0,Charlotte full timeout,,89,114
4,2:29.0,,G. Yabusele makes 2-pt hook shot from 6 ft (assist by B. Wanamaker),89,116
4,2:14.0,W. Hernangómez makes 2-pt dunk from 3 ft (assist by D. Graham),,91,116
4,2:02.0,,Turnover by S. Ojeleye (bad pass; steal by D. Graham),91,116
4,1:59.0,M. Monk makes 2-pt dunk from 3 ft (assist by D. Graham),,93,116
4,1:40.0,,Shooting foul by D. Bacon (drawn by G. Yabusele),93,116
4,1:40.0,,G. Yabusele makes free throw 1 of 2,93,117
4,1:40.0,,G. Yabusele misses free throw 2 of 2,93,117
4,1:40.0,Defensive rebound by D. Bacon,,93,117
4,1:24.0,D. Graham makes 2-pt jump shot from 4 ft,,95,117
4,1:24.0,Shooting foul by B. Wanamaker (drawn by D. Graham),,95,117
4,1:24.0,D. Graham makes free throw 1 of 1,,96,117
4,1:09.0,,T. Rozier misses 2-pt jump shot from 22 ft,96,117
4,1:09.0,Defensive rebound by M. Bridges,,96,117
4,1:04.0,W. Hernangómez makes 2-pt layup from 2 ft (assist by M. Bridges),,98,117
4,0:51.0,,R. Williams makes 2-pt layup from 2 ft (assist by G. Yabusele),98,119
4,0:40.0,Personal foul by B. Wanamaker (drawn by M. Monk),,98,119
4,0:40.0,M. Monk makes free throw 1 of 2,,99,119
4,0:40.0,M. Monk makes free throw 2 of 2,,100,119
4,0:30.0,,G. Yabusele misses 3-pt jump shot from 26 ft,100,119
4,0:27.0,Defensive rebound by W. Hernangómez,,100,119
4,0:14.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Graham),,103,119
