QUARTER,TIME_REMAINING,MEMPHIS_ACTION,GOLDEN STATE_ACTION,MEMPHIS_SCORE,GOLDEN STATE_SCORE
4,2:45.0,,Q. Cook misses 2-pt layup from 3 ft,88,106
4,2:44.0,Defensive rebound by I. Rabb,,88,106
4,2:37.0,O. Casspi makes 3-pt jump shot from 28 ft (assist by J. Carter),,91,106
4,2:15.0,,J. Bell makes 2-pt jump shot from 9 ft,91,108
4,1:57.0,Personal foul by A. McKinnie (drawn by O. Casspi),,91,108
4,1:49.0,Y. Watanabe makes 2-pt jump shot from 19 ft (assist by J. Carter),,93,108
4,1:34.0,,J. Evans misses 2-pt jump shot from 17 ft,93,108
4,1:33.0,Defensive rebound by Y. Watanabe,,93,108
4,1:26.0,Y. Watanabe misses 2-pt jump shot from 18 ft,,93,108
4,1:25.0,,Defensive rebound by J. Jerebko,93,108
4,1:12.0,,A. McKinnie makes 2-pt dunk from 1 ft (assist by Q. Cook),93,110
4,1:01.0,I. Rabb misses 2-pt jump shot from 17 ft,,93,110
4,1:00.0,,Defensive rebound by Q. Cook,93,110
4,0:51.0,,Q. Cook misses 3-pt jump shot from 27 ft,93,110
4,0:49.0,Defensive rebound by I. Rabb,,93,110
4,0:42.0,Offensive foul by I. Rabb (drawn by J. Bell),,93,110
4,0:42.0,Turnover by I. Rabb (offensive foul),,93,110
4,0:25.0,,J. Evans misses 3-pt jump shot from 28 ft,93,110
4,0:23.0,Defensive rebound by O. Casspi,,93,110
4,0:09.0,O. Casspi misses 3-pt jump shot from 31 ft,,93,110
4,0:07.0,,Defensive rebound by J. Bell,93,110
