QUARTER,TIME_REMAINING,TORONTO_ACTION,ATLANTA_ACTION,TORONTO_SCORE,ATLANTA_SCORE
4,5:35.0,K. Lowry misses 3-pt jump shot from 25 ft,,105,92
4,5:32.0,,Defensive rebound by T. Young,105,92
4,5:20.0,,K. Huerter misses 3-pt jump shot from 26 ft,105,92
4,5:16.0,Defensive rebound by K. Lowry,,105,92
4,5:01.0,F. VanVleet makes 2-pt layup from 2 ft,,107,92
4,4:46.0,,T. Young misses 2-pt layup from 1 ft,107,92
4,4:43.0,Defensive rebound by O. Anunoby,,107,92
4,4:36.0,O. Anunoby makes 3-pt jump shot from 26 ft (assist by P. McCaw),,110,92
4,4:14.0,,T. Young misses 3-pt jump shot from 26 ft,110,92
4,4:12.0,Defensive rebound by O. Anunoby,,110,92
4,4:08.0,K. Lowry misses 3-pt jump shot from 26 ft,,110,92
4,4:03.0,,Defensive rebound by T. Young,110,92
4,3:54.0,,Shooting foul by S. Ibaka (drawn by D. Dedmon),110,92
4,3:54.0,,D. Dedmon makes free throw 1 of 2,110,93
4,3:54.0,P. Siakam enters the game for O. Anunoby,,110,93
4,3:54.0,,D. Dedmon makes free throw 2 of 2,110,94
4,3:46.0,F. VanVleet misses 3-pt jump shot from 25 ft,,110,94
4,3:43.0,,Defensive rebound by J. Collins,110,94
4,3:32.0,,Turnover by D. Dedmon (discontinued dribble),110,94
4,3:32.0,Toronto full timeout,,110,94
4,3:32.0,,K. Bazemore enters the game for T. Prince,110,94
4,3:22.0,Personal foul by D. Dedmon (drawn by S. Ibaka),,110,94
4,3:05.0,K. Lowry misses 2-pt layup from 3 ft,,110,94
4,3:03.0,,Defensive rebound by J. Collins,110,94
4,2:59.0,,Turnover by T. Young (bad pass; steal by P. McCaw),110,94
4,2:55.0,Shooting foul by J. Collins (drawn by P. Siakam),,110,94
4,2:55.0,P. Siakam makes free throw 1 of 2,,111,94
4,2:55.0,J. Loyd enters the game for S. Ibaka,,111,94
4,2:55.0,N. Powell enters the game for K. Lowry,,111,94
4,2:55.0,P. Siakam makes free throw 2 of 2,,112,94
4,2:44.0,,Turnover by T. Young (bad pass),112,94
4,2:44.0,O. Anunoby enters the game for P. Siakam,,112,94
4,2:31.0,F. VanVleet misses 3-pt jump shot from 26 ft,,112,94
4,2:28.0,,Defensive rebound by K. Huerter,112,94
4,2:23.0,,Turnover by K. Bazemore (bad pass; steal by P. McCaw),112,94
4,2:19.0,F. VanVleet misses 3-pt jump shot from 26 ft,,112,94
4,2:15.0,Offensive rebound by O. Anunoby,,112,94
4,2:15.0,,J. Adams enters the game for K. Bazemore,112,94
4,2:15.0,,J. Anderson enters the game for J. Collins,112,94
4,2:15.0,,O. Spellman enters the game for T. Young,112,94
4,2:05.0,N. Powell misses 2-pt jump shot from 17 ft,,112,94
4,2:03.0,,Defensive rebound by O. Spellman,112,94
4,1:51.0,,J. Anderson misses 3-pt jump shot from 25 ft,112,94
4,1:48.0,Defensive rebound by N. Powell,,112,94
4,1:40.0,Turnover by F. VanVleet (out of bounds lost ball),,112,94
4,1:40.0,,D. Bembry enters the game for D. Dedmon,112,94
4,1:25.0,,Personal foul by P. McCaw (drawn by J. Adams),112,94
4,1:25.0,,J. Adams makes free throw 1 of 2,112,95
4,1:25.0,,J. Adams makes free throw 2 of 2,112,96
4,1:17.0,J. Loyd makes 2-pt layup from 1 ft,,114,96
4,1:06.0,,Turnover by J. Adams (bad pass),114,96
4,0:56.0,Shooting foul by J. Anderson (drawn by N. Powell),,114,96
4,0:56.0,N. Powell makes free throw 1 of 2,,115,96
4,0:56.0,N. Powell makes free throw 2 of 2,,116,96
4,0:42.0,,J. Adams misses 2-pt jump shot from 3 ft,116,96
4,0:39.0,,Offensive rebound by J. Adams,116,96
4,0:34.0,,D. Bembry makes 2-pt layup from 1 ft (assist by K. Huerter),116,98
4,0:28.0,F. VanVleet makes 3-pt jump shot from 30 ft,,119,98
4,0:14.0,,J. Adams makes 3-pt jump shot from 25 ft (assist by O. Spellman),119,101
