QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DENVER_ACTION,LA CLIPPERS_SCORE,DENVER_SCORE
4,9:46.0,L. Williams makes free throw 1 of 2,,80,99
4,9:46.0,L. Williams makes free throw 2 of 2,,81,99
4,9:37.0,,Shooting foul by I. Zubac (drawn by G. Harris),81,99
4,9:37.0,,G. Harris makes free throw 1 of 2,81,100
4,9:37.0,L. Shamet enters the game for L. Williams,,81,100
4,9:37.0,,P. Millsap enters the game for J. Hernangómez,81,100
4,9:37.0,,G. Harris makes free throw 2 of 2,81,101
4,9:37.0,LA Clippers full timeout,,81,101
4,9:20.0,I. Zubac misses 2-pt layup from 3 ft,,81,101
4,9:19.0,,Defensive rebound by P. Millsap,81,101
4,9:01.0,,N. Jokić makes 2-pt layup from 1 ft (assist by I. Thomas),81,103
4,8:42.0,J. Green makes 3-pt jump shot from 25 ft,,84,103
4,8:26.0,,Turnover by N. Jokić (bad pass),84,103
4,8:26.0,J. Motley enters the game for I. Zubac,,84,103
4,8:12.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),,87,103
4,7:44.0,,I. Thomas misses 2-pt jump shot from 4 ft,87,103
4,7:42.0,Defensive rebound by S. Gilgeous-Alexander,,87,103
4,7:28.0,J. Motley misses 2-pt jump shot from 6 ft,,87,103
4,7:27.0,,Defensive rebound by N. Jokić,87,103
4,7:23.0,,Turnover by I. Thomas (lost ball; steal by L. Shamet),87,103
4,7:15.0,Shooting foul by N. Jokić (drawn by J. Motley),,87,103
4,7:15.0,,Denver full timeout,87,103
4,7:15.0,J. Motley misses free throw 1 of 2,,87,103
4,7:15.0,Offensive rebound by Team,,87,103
4,7:15.0,J. Motley makes free throw 2 of 2,,88,103
4,7:03.0,,G. Harris misses 3-pt jump shot from 22 ft,88,103
4,7:01.0,Defensive rebound by J. Motley,,88,103
4,6:54.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by P. Millsap),,88,103
4,6:52.0,,Defensive rebound by P. Millsap,88,103
4,6:39.0,,M. Morris misses 2-pt layup from 3 ft,88,103
4,6:37.0,,Offensive rebound by N. Jokić,88,103
4,6:36.0,,N. Jokić misses 2-pt layup from 1 ft (block by S. Gilgeous-Alexander),88,103
4,6:36.0,,Offensive rebound by N. Jokić,88,103
4,6:31.0,,N. Jokić makes 2-pt layup at rim,88,105
4,6:14.0,S. Gilgeous-Alexander misses 2-pt jump shot from 18 ft,,88,105
4,6:11.0,,Defensive rebound by P. Millsap,88,105
4,6:00.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Morris),88,108
4,5:40.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by M. Morris),,88,108
4,5:35.0,,I. Thomas makes 2-pt layup from 2 ft (assist by M. Morris),88,110
4,5:23.0,J. Motley makes 2-pt layup from 3 ft (assist by S. Gilgeous-Alexander),,90,110
4,5:09.0,,P. Millsap misses 3-pt jump shot from 23 ft,90,110
4,5:06.0,Defensive rebound by J. Green,,90,110
4,5:02.0,Turnover by J. Green (bad pass; steal by N. Jokić),,90,110
4,4:52.0,,Shooting foul by G. Temple (drawn by I. Thomas),90,110
4,4:52.0,J. Robinson enters the game for S. Gilgeous-Alexander,,90,110
4,4:52.0,S. Thornwell enters the game for J. Green,,90,110
4,4:52.0,T. Wallace enters the game for G. Temple,,90,110
4,4:52.0,,W. Barton enters the game for G. Harris,90,110
4,4:52.0,,J. Murray enters the game for M. Morris,90,110
4,4:52.0,,I. Thomas makes free throw 1 of 2,90,111
4,4:52.0,,I. Thomas makes free throw 2 of 2,90,112
4,4:39.0,Turnover by J. Robinson (bad pass; steal by P. Millsap),,90,112
4,4:36.0,,P. Millsap makes 2-pt dunk from 1 ft,90,114
4,4:32.0,Personal take foul by J. Murray (drawn by J. Robinson),,90,114
4,4:32.0,,M. Beasley enters the game for P. Millsap,90,114
4,4:26.0,J. Robinson misses 2-pt layup from 4 ft (block by N. Jokić),,90,114
4,4:26.0,Offensive rebound by Team,,90,114
4,4:26.0,Away from play foul by W. Barton (drawn by L. Shamet),,90,114
4,4:26.0,L. Shamet makes free throw 1 of 1,,91,114
4,4:24.0,J. Robinson misses 2-pt jump shot from 15 ft,,91,114
4,4:22.0,Offensive rebound by Team,,91,114
4,4:11.0,S. Thornwell misses 2-pt hook shot from 3 ft,,91,114
4,4:10.0,,Defensive rebound by N. Jokić,91,114
4,4:10.0,,Personal foul by J. Motley (drawn by N. Jokić),91,114
4,4:10.0,,M. Plumlee enters the game for N. Jokić,91,114
4,3:58.0,,Personal foul by J. Motley (drawn by I. Thomas),91,114
4,3:52.0,,J. Murray makes 2-pt layup from 1 ft (assist by M. Plumlee),91,116
4,3:35.0,T. Wallace misses 2-pt jump shot from 8 ft,,91,116
4,3:32.0,,Defensive rebound by J. Murray,91,116
4,3:25.0,,I. Thomas misses 3-pt jump shot from 25 ft,91,116
4,3:23.0,Defensive rebound by J. Robinson,,91,116
4,3:18.0,Personal foul by M. Beasley (drawn by J. Motley),,91,116
4,3:18.0,J. Motley makes free throw 1 of 2,,92,116
4,3:18.0,S. Gilgeous-Alexander enters the game for L. Shamet,,92,116
4,3:18.0,,T. Craig enters the game for W. Barton,92,116
4,3:18.0,,M. Morris enters the game for J. Murray,92,116
4,3:18.0,J. Motley makes free throw 2 of 2,,93,116
4,3:07.0,,T. Craig makes 2-pt layup from 1 ft (assist by M. Plumlee),93,118
4,2:52.0,S. Gilgeous-Alexander misses 2-pt jump shot from 12 ft,,93,118
4,2:49.0,,Defensive rebound by M. Plumlee,93,118
4,2:43.0,,Turnover by I. Thomas (traveling),93,118
4,2:43.0,,J. Hernangómez enters the game for M. Beasley,93,118
4,2:43.0,,J. Vanderbilt enters the game for M. Plumlee,93,118
4,2:33.0,J. Robinson misses 2-pt jump shot from 7 ft (block by M. Morris),,93,118
4,2:31.0,,Defensive rebound by J. Hernangómez,93,118
4,2:17.0,,J. Vanderbilt makes 2-pt dunk at rim (assist by M. Morris),93,120
4,2:05.0,J. Robinson makes 2-pt layup from 1 ft (assist by J. Motley),,95,120
4,1:54.0,,I. Thomas misses 3-pt jump shot from 26 ft,95,120
4,1:51.0,Defensive rebound by J. Robinson,,95,120
4,1:45.0,S. Thornwell misses 2-pt layup from 4 ft,,95,120
4,1:42.0,,Defensive rebound by T. Craig,95,120
4,1:31.0,,T. Craig misses 3-pt jump shot from 26 ft,95,120
4,1:27.0,Defensive rebound by J. Motley,,95,120
4,1:20.0,J. Robinson misses 2-pt jump shot from 9 ft,,95,120
4,1:18.0,,Defensive rebound by Team,95,120
4,1:18.0,,T. Lydon enters the game for M. Morris,95,120
4,1:04.0,,T. Craig makes 2-pt dunk from 1 ft (assist by I. Thomas),95,122
4,1:04.0,,Shooting foul by T. Wallace (drawn by T. Craig),95,122
4,1:04.0,,T. Craig makes free throw 1 of 1,95,123
4,0:54.0,J. Robinson misses 3-pt jump shot from 25 ft,,95,123
4,0:52.0,,Defensive rebound by T. Lydon,95,123
4,0:44.0,,Shooting foul by J. Motley (drawn by J. Vanderbilt),95,123
4,0:44.0,,J. Vanderbilt misses free throw 1 of 2,95,123
4,0:44.0,,Offensive rebound by Team,95,123
4,0:44.0,,J. Vanderbilt misses free throw 2 of 2,95,123
4,0:44.0,Defensive rebound by J. Motley,,95,123
4,0:31.0,S. Gilgeous-Alexander misses 2-pt layup from 5 ft (block by I. Thomas),,95,123
4,0:30.0,,Defensive rebound by J. Hernangómez,95,123
4,0:19.0,,Turnover by I. Thomas (bad pass),95,123
4,0:14.0,Shooting foul by T. Craig (drawn by S. Gilgeous-Alexander),,95,123
4,0:14.0,S. Gilgeous-Alexander misses free throw 1 of 2,,95,123
4,0:14.0,Offensive rebound by Team,,95,123
4,0:14.0,S. Gilgeous-Alexander makes free throw 2 of 2,,96,123
