QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PORTLAND_ACTION,MINNESOTA_SCORE,PORTLAND_SCORE
4,4:57.0,,Shooting foul by D. Rose (drawn by J. Nurkić),97,94
4,4:57.0,,J. Nurkić makes free throw 1 of 2,97,95
4,4:57.0,J. Teague enters the game for G. Dieng,,97,95
4,4:57.0,K. Towns enters the game for T. Jones,,97,95
4,4:57.0,A. Wiggins enters the game for J. Okogie,,97,95
4,4:57.0,,A. Aminu enters the game for Z. Collins,97,95
4,4:57.0,,J. Nurkić makes free throw 2 of 2,97,96
4,4:37.0,J. Teague makes 3-pt jump shot from 23 ft (assist by D. Rose),,100,96
4,4:22.0,,Personal foul by D. Rose (drawn by D. Lillard),100,96
4,4:13.0,,M. Harkless misses 3-pt jump shot from 26 ft,100,96
4,4:10.0,Defensive rebound by K. Towns,,100,96
4,3:54.0,K. Towns misses 2-pt layup from 2 ft,,100,96
4,3:53.0,Offensive rebound by K. Towns,,100,96
4,3:53.0,Shooting foul by J. Nurkić (drawn by K. Towns),,100,96
4,3:53.0,K. Towns makes free throw 1 of 2,,101,96
4,3:53.0,K. Towns makes free throw 2 of 2,,102,96
4,3:36.0,,D. Lillard makes 2-pt layup from 2 ft,102,98
4,3:36.0,,Shooting foul by K. Towns (drawn by D. Lillard),102,98
4,3:36.0,,D. Lillard makes free throw 1 of 1,102,99
4,3:15.0,K. Towns misses 2-pt layup from 1 ft (block by J. Nurkić),,102,99
4,3:13.0,,Defensive rebound by C. McCollum,102,99
4,3:09.0,,C. McCollum makes 2-pt layup from 1 ft,102,101
4,3:09.0,Minnesota full timeout,,102,101
4,2:56.0,D. Rose misses 2-pt jump shot from 19 ft,,102,101
4,2:53.0,,Defensive rebound by M. Harkless,102,101
4,2:42.0,,D. Lillard makes 2-pt jump shot from 22 ft,102,103
4,2:30.0,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Teague),,105,103
4,2:11.0,,Turnover by J. Nurkić (lost ball; steal by D. Šarić),105,103
4,1:55.0,D. Rose misses 2-pt jump shot from 18 ft,,105,103
4,1:52.0,,Defensive rebound by A. Aminu,105,103
4,1:41.0,,Shooting foul by K. Towns (drawn by A. Aminu),105,103
4,1:41.0,,A. Aminu makes free throw 1 of 2,105,104
4,1:41.0,T. Gibson enters the game for D. Šarić,,105,104
4,1:41.0,,A. Aminu makes free throw 2 of 2,105,105
4,1:24.0,K. Towns misses 2-pt layup from 1 ft,,105,105
4,1:24.0,Offensive rebound by Team,,105,105
4,1:24.0,,Loose ball foul by C. McCollum (drawn by A. Wiggins),105,105
4,1:24.0,Minnesota full timeout,,105,105
4,1:14.0,T. Gibson misses 3-pt jump shot from 23 ft,,105,105
4,1:12.0,,Defensive rebound by M. Harkless,105,105
4,0:58.0,,D. Lillard makes 3-pt jump shot from 27 ft,105,108
4,0:43.0,D. Rose misses 3-pt jump shot from 22 ft,,105,108
4,0:39.0,,Defensive rebound by D. Lillard,105,108
4,0:25.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),105,111
4,0:24.0,Minnesota full timeout,,105,111
4,0:15.0,K. Towns misses 3-pt jump shot from 26 ft,,105,111
4,0:13.0,,Defensive rebound by J. Nurkić,105,111
4,0:08.0,,Personal take foul by D. Rose (drawn by D. Lillard),105,111
4,0:08.0,,D. Lillard makes free throw 1 of 2,105,112
4,0:08.0,,D. Lillard makes free throw 2 of 2,105,113
