QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DENVER_ACTION,GOLDEN STATE_SCORE,DENVER_SCORE
4,7:20.0,,T. Craig enters the game for J. Hernangómez,82,89
4,7:20.0,,P. Millsap enters the game for T. Lyles,82,89
4,7:14.0,,N. Jokić misses 3-pt jump shot from 24 ft,82,89
4,7:10.0,Defensive rebound by D. Green,,82,89
4,7:05.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,85,89
4,6:42.0,Violation by Team (kicked ball),,85,89
4,6:30.0,,T. Craig makes 2-pt jump shot from 9 ft,85,91
4,6:17.0,D. Jones makes 2-pt dunk from 1 ft (assist by K. Durant),,87,91
4,5:56.0,,J. Murray misses 2-pt jump shot from 6 ft,87,91
4,5:54.0,Defensive rebound by D. Jones,,87,91
4,5:43.0,K. Thompson misses 2-pt jump shot from 22 ft,,87,91
4,5:39.0,,Defensive rebound by P. Millsap,87,91
4,5:29.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),87,93
4,5:20.0,Golden State full timeout,,87,93
4,5:09.0,K. Thompson makes 2-pt dunk from 2 ft (assist by D. Green),,89,93
4,4:57.0,,Personal foul by S. Curry (drawn by J. Murray),89,93
4,4:49.0,,G. Harris makes 2-pt layup from 3 ft (assist by N. Jokić),89,95
4,4:49.0,,Shooting foul by D. Jones (drawn by G. Harris),89,95
4,4:49.0,A. Iguodala enters the game for D. Jones,,89,95
4,4:49.0,,G. Harris misses free throw 1 of 1,89,95
4,4:49.0,Defensive rebound by K. Durant,,89,95
4,4:38.0,Shooting foul by T. Craig (drawn by K. Durant),,89,95
4,4:38.0,K. Durant makes free throw 1 of 2,,90,95
4,4:38.0,K. Durant makes free throw 2 of 2,,91,95
4,4:20.0,,G. Harris misses 3-pt jump shot from 25 ft,91,95
4,4:16.0,,Offensive rebound by T. Craig,91,95
4,4:07.0,,Personal foul by K. Durant (drawn by N. Jokić),91,95
4,4:07.0,,N. Jokić misses free throw 1 of 2,91,95
4,4:07.0,,Offensive rebound by Team,91,95
4,4:07.0,,N. Jokić misses free throw 2 of 2,91,95
4,4:05.0,Defensive rebound by K. Durant,,91,95
4,3:52.0,S. Curry misses 3-pt jump shot from 27 ft,,91,95
4,3:49.0,,Defensive rebound by T. Craig,91,95
4,3:31.0,,Offensive foul by N. Jokić (drawn by A. Iguodala),91,95
4,3:31.0,,Turnover by N. Jokić (offensive foul),91,95
4,3:31.0,Golden State full timeout,,91,95
4,3:14.0,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),,93,95
4,2:54.0,,N. Jokić makes 2-pt hook shot from 4 ft,93,97
4,2:43.0,Turnover by A. Iguodala (bad pass),,93,97
4,2:18.0,,Turnover by Team (shot clock),93,97
4,2:04.0,S. Curry makes 2-pt jump shot from 11 ft,,95,97
4,1:42.0,,J. Murray misses 3-pt jump shot from 25 ft,95,97
4,1:38.0,,Offensive rebound by T. Craig,95,97
4,1:34.0,,J. Murray misses 2-pt layup from 4 ft,95,97
4,1:32.0,Defensive rebound by K. Thompson,,95,97
4,1:29.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by K. Durant),,97,97
4,1:29.0,,Denver full timeout,97,97
4,1:18.0,,Personal foul by K. Thompson (drawn by G. Harris),97,97
4,1:18.0,,G. Harris misses free throw 1 of 2,97,97
4,1:18.0,,Offensive rebound by Team,97,97
4,1:18.0,,G. Harris makes free throw 2 of 2,97,98
4,1:00.0,Turnover by D. Green (lost ball; steal by P. Millsap),,97,98
4,0:45.0,,G. Harris misses 3-pt jump shot from 25 ft,97,98
4,0:42.0,Defensive rebound by K. Thompson,,97,98
4,0:33.0,S. Curry misses 3-pt jump shot from 24 ft,,97,98
4,0:28.0,,Defensive rebound by T. Craig,97,98
4,0:12.0,,J. Murray misses 2-pt layup from 3 ft,97,98
4,0:11.0,,Offensive rebound by P. Millsap,97,98
4,0:11.0,,Personal take foul by D. Green (drawn by P. Millsap),97,98
4,0:11.0,,P. Millsap misses free throw 1 of 2,97,98
4,0:11.0,,Offensive rebound by Team,97,98
4,0:11.0,D. Jones enters the game for A. Iguodala,,97,98
4,0:11.0,,P. Millsap makes free throw 2 of 2,97,99
4,0:11.0,Golden State full timeout,,97,99
4,0:11.0,J. Jerebko enters the game for D. Jones,,97,99
4,0:11.0,,J. Hernangómez enters the game for G. Harris,97,99
4,0:09.0,Personal foul by J. Murray (drawn by D. Green),,97,99
4,0:09.0,D. Green makes free throw 1 of 2,,98,99
4,0:09.0,D. Jones enters the game for J. Jerebko,,98,99
4,0:09.0,,G. Harris enters the game for J. Hernangómez,98,99
4,0:09.0,D. Green misses free throw 2 of 2,,98,99
4,0:09.0,,Defensive rebound by Team,98,99
4,0:09.0,A. Iguodala enters the game for D. Green,,98,99
4,0:09.0,A. McKinnie enters the game for D. Jones,,98,99
4,0:09.0,,J. Hernangómez enters the game for T. Craig,98,99
4,0:09.0,,Denver full timeout,98,99
4,0:07.0,,Personal take foul by K. Thompson (drawn by J. Murray),98,99
4,0:07.0,,J. Murray misses free throw 1 of 2,98,99
4,0:07.0,,Offensive rebound by Team,98,99
4,0:07.0,D. Green enters the game for A. Iguodala,,98,99
4,0:07.0,D. Jones enters the game for A. McKinnie,,98,99
4,0:07.0,,J. Murray makes free throw 2 of 2,98,100
4,0:02.0,D. Jones misses 2-pt layup from 3 ft (block by J. Hernangómez),,98,100
4,0:00.0,,Defensive rebound by G. Harris,98,100
