QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
4,5:45.0,,Personal foul by J. Evans (drawn by I. Bonga),103,76
4,5:45.0,,I. Bonga makes free throw 1 of 2,103,77
4,5:45.0,,I. Bonga misses free throw 2 of 2,103,77
4,5:42.0,Defensive rebound by A. McKinnie,,103,77
4,5:27.0,J. Evans misses 2-pt jump shot from 17 ft,,103,77
4,5:23.0,,Defensive rebound by J. Jones,103,77
4,5:17.0,,J. Williams makes 2-pt dunk from 1 ft (assist by J. Jones),103,79
4,5:02.0,J. Bell misses 2-pt jump shot from 14 ft,,103,79
4,4:58.0,,Defensive rebound by M. Wagner,103,79
4,4:49.0,,Shooting foul by A. McKinnie (drawn by M. Wagner),103,79
4,4:49.0,,M. Wagner makes free throw 1 of 2,103,80
4,4:49.0,,M. Wagner makes free throw 2 of 2,103,81
4,4:29.0,J. Jerebko misses 3-pt jump shot from 25 ft,,103,81
4,4:25.0,,Defensive rebound by I. Bonga,103,81
4,4:08.0,,J. Williams makes 2-pt dunk from 1 ft (assist by M. Wagner),103,83
4,3:51.0,Q. Cook misses 2-pt layup from 2 ft,,103,83
4,3:47.0,,Defensive rebound by M. Wagner,103,83
4,3:44.0,,Turnover by M. Wagner (traveling),103,83
4,3:44.0,Golden State full timeout,,103,83
4,3:44.0,D. Lee enters the game for A. McKinnie,,103,83
4,3:23.0,J. Evans misses 2-pt layup from 2 ft (block by I. Bonga),,103,83
4,3:20.0,,Defensive rebound by J. Williams,103,83
4,3:06.0,,M. Wagner makes 2-pt jump shot from 19 ft (assist by I. Bonga),103,85
4,2:51.0,,Violation by Team (kicked ball),103,85
4,2:41.0,D. Lee makes 3-pt jump shot from 25 ft,,106,85
4,2:24.0,,J. Williams makes 2-pt dunk from 1 ft (assist by I. Bonga),106,87
4,2:01.0,J. Jerebko misses 2-pt layup from 3 ft (block by J. Williams),,106,87
4,1:58.0,,Defensive rebound by A. Caruso,106,87
4,1:56.0,,J. Jones misses 2-pt jump shot from 7 ft (block by J. Bell),106,87
4,1:54.0,Defensive rebound by J. Jerebko,,106,87
4,1:54.0,Turnover by J. Jerebko (step out of bounds),,106,87
4,1:46.0,,Turnover by A. Caruso (bad pass; steal by J. Evans),106,87
4,1:42.0,Q. Cook makes 2-pt layup from 2 ft (assist by J. Evans),,108,87
4,1:24.0,,M. Wagner makes 2-pt layup from 4 ft,108,89
4,1:24.0,,Shooting foul by J. Jerebko (drawn by M. Wagner),108,89
4,1:24.0,,M. Wagner makes free throw 1 of 1,108,90
4,1:15.0,J. Evans misses 2-pt jump shot from 21 ft,,108,90
4,1:12.0,,Defensive rebound by M. Wagner,108,90
4,1:05.0,,Turnover by A. Caruso (bad pass; steal by D. Lee),108,90
4,0:57.0,Personal foul by M. Wagner (drawn by J. Bell),,108,90
4,0:51.0,J. Bell misses 2-pt jump shot from 19 ft,,108,90
4,0:48.0,,Defensive rebound by M. Wagner,108,90
4,0:36.0,,M. Wagner misses 2-pt layup from 2 ft,108,90
4,0:34.0,Defensive rebound by J. Bell,,108,90
4,0:26.0,J. Jerebko misses 3-pt jump shot from 25 ft,,108,90
4,0:23.0,,Defensive rebound by J. Jones,108,90
4,0:11.0,,J. Jones misses 3-pt jump shot from 25 ft,108,90
4,0:09.0,Defensive rebound by J. Evans,,108,90
