QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
4,0:09.0,,Personal take foul by T. Gibson (drawn by K. Kuzma),110,111
4,0:09.0,,K. Kuzma makes free throw 1 of 2,110,112
4,0:09.0,,K. Kuzma misses free throw 2 of 2,110,112
4,0:09.0,Defensive rebound by T. Gibson,,110,112
4,0:09.0,Minnesota full timeout,,110,112
4,0:09.0,A. Tolliver enters the game for T. Gibson,,110,112
4,0:09.0,,J. Hart enters the game for R. Rondo,110,112
4,0:04.0,D. Rose misses 3-pt jump shot from 29 ft,,110,112
4,0:01.0,,Defensive rebound by J. Hart,110,112
4,0:01.0,,Personal foul by J. Butler (drawn by J. Hart),110,112
4,0:01.0,,J. Hart makes free throw 1 of 2,110,113
4,0:01.0,,J. Hart makes free throw 2 of 2,110,114
