QUARTER,TIME_REMAINING,CHICAGO_ACTION,MILWAUKEE_ACTION,CHICAGO_SCORE,MILWAUKEE_SCORE
4,7:24.0,J. Parker misses 2-pt jump shot from 5 ft (block by G. Antetokounmpo),,95,100
4,7:19.0,Offensive rebound by J. Holiday,,95,100
4,7:17.0,J. Parker makes 2-pt jump shot from 21 ft (assist by J. Holiday),,97,100
4,7:04.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,97,100
4,7:02.0,Defensive rebound by R. Arcidiacono,,97,100
4,6:59.0,Personal foul by D. DiVincenzo (drawn by J. Parker),,97,100
4,6:59.0,J. Parker misses free throw 1 of 2,,97,100
4,6:59.0,Offensive rebound by Team,,97,100
4,6:59.0,,E. İlyasova enters the game for G. Antetokounmpo,97,100
4,6:59.0,J. Parker makes free throw 2 of 2,,98,100
4,6:44.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,98,100
4,6:42.0,Defensive rebound by C. Payne,,98,100
4,6:34.0,R. Lopez makes 2-pt dunk from 1 ft (assist by C. Payne),,100,100
4,6:23.0,,Shooting foul by J. Parker (drawn by B. Lopez),100,100
4,6:23.0,,Milwaukee full timeout,100,100
4,6:23.0,Z. LaVine enters the game for J. Parker,,100,100
4,6:23.0,,G. Antetokounmpo enters the game for E. Bledsoe,100,100
4,6:23.0,,M. Brogdon enters the game for D. DiVincenzo,100,100
4,6:23.0,,P. Connaughton enters the game for E. İlyasova,100,100
4,6:23.0,,B. Lopez makes free throw 1 of 2,100,101
4,6:23.0,,B. Lopez makes free throw 2 of 2,100,102
4,6:07.0,R. Lopez makes 2-pt hook shot from 6 ft (assist by Z. LaVine),,102,102
4,5:55.0,,M. Brogdon makes 3-pt jump shot from 27 ft (assist by P. Connaughton),102,105
4,5:33.0,R. Lopez misses 3-pt jump shot from 26 ft,,102,105
4,5:29.0,,Defensive rebound by M. Brogdon,102,105
4,5:20.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,102,107
4,5:18.0,Chicago full timeout,,102,107
4,5:18.0,J. Parker enters the game for C. Payne,,102,107
4,5:18.0,,E. İlyasova enters the game for B. Lopez,102,107
4,5:02.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by R. Lopez),,105,107
4,4:42.0,,Turnover by G. Antetokounmpo (bad pass; steal by R. Arcidiacono),105,107
4,4:27.0,Z. LaVine misses 3-pt jump shot from 23 ft,,105,107
4,4:24.0,,Defensive rebound by K. Middleton,105,107
4,4:18.0,Violation by Team (kicked ball),,105,107
4,4:13.0,,Shooting foul by R. Lopez (drawn by G. Antetokounmpo),105,107
4,4:13.0,,G. Antetokounmpo misses free throw 1 of 2,105,107
4,4:13.0,,Offensive rebound by Team,105,107
4,4:13.0,,G. Antetokounmpo misses free throw 2 of 2,105,107
4,4:10.0,Defensive rebound by J. Parker,,105,107
4,3:59.0,R. Lopez makes 2-pt jump shot from 2 ft (assist by Z. LaVine),,107,107
4,3:42.0,,Turnover by E. İlyasova (traveling),107,107
4,3:31.0,Offensive foul by R. Lopez (drawn by M. Brogdon),,107,107
4,3:31.0,Turnover by R. Lopez (offensive foul),,107,107
4,3:19.0,,P. Connaughton misses 3-pt jump shot from 25 ft,107,107
4,3:17.0,Defensive rebound by J. Parker,,107,107
4,3:02.0,R. Lopez makes 2-pt hook shot from 6 ft (assist by Z. LaVine),,109,107
4,2:45.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),109,109
4,2:24.0,J. Parker misses 2-pt layup from 7 ft,,109,109
4,2:21.0,,Defensive rebound by E. İlyasova,109,109
4,2:02.0,,P. Connaughton misses 3-pt jump shot from 24 ft,109,109
4,1:59.0,Defensive rebound by Z. LaVine,,109,109
4,1:48.0,J. Parker makes 2-pt dunk from 1 ft (assist by Z. LaVine),,111,109
4,1:48.0,Shooting foul by K. Middleton (drawn by J. Parker),,111,109
4,1:48.0,,E. Bledsoe enters the game for P. Connaughton,111,109
4,1:48.0,,B. Lopez enters the game for E. İlyasova,111,109
4,1:48.0,J. Parker misses free throw 1 of 1,,111,109
4,1:48.0,,Defensive rebound by B. Lopez,111,109
4,1:34.0,,G. Antetokounmpo makes 2-pt dunk from 3 ft (assist by M. Brogdon),111,111
4,1:18.0,R. Arcidiacono misses 3-pt jump shot from 26 ft,,111,111
4,1:15.0,,Defensive rebound by G. Antetokounmpo,111,111
4,1:03.0,,B. Lopez misses 3-pt jump shot from 23 ft,111,111
4,1:01.0,Defensive rebound by Z. LaVine,,111,111
4,0:50.0,J. Parker misses 2-pt layup from 1 ft (block by B. Lopez),,111,111
4,0:49.0,,Defensive rebound by Team,111,111
4,0:49.0,W. Carter enters the game for R. Lopez,,111,111
4,0:36.0,,Personal foul by W. Carter (drawn by G. Antetokounmpo),111,111
4,0:36.0,R. Lopez enters the game for W. Carter,,111,111
4,0:36.0,,G. Antetokounmpo makes free throw 1 of 2,111,112
4,0:36.0,,G. Antetokounmpo makes free throw 2 of 2,111,113
4,0:36.0,Chicago full timeout,,111,113
4,0:33.0,Z. LaVine makes 2-pt layup from 1 ft (assist by J. Parker),,113,113
4,0:11.0,,B. Lopez misses 2-pt layup from 2 ft,113,113
4,0:10.0,,Offensive rebound by B. Lopez,113,113
4,0:09.0,,B. Lopez misses 2-pt layup from 3 ft (block by R. Lopez),113,113
4,0:09.0,,Offensive rebound by B. Lopez,113,113
4,0:08.0,,B. Lopez misses 2-pt layup from 1 ft,113,113
4,0:07.0,,Offensive rebound by E. Bledsoe,113,113
4,0:05.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Brogdon),113,116
4,0:05.0,Chicago full timeout,,113,116
4,0:05.0,,E. İlyasova enters the game for B. Lopez,113,116
4,0:01.0,J. Holiday misses 3-pt jump shot from 26 ft,,113,116
4,0:01.0,,Defensive rebound by M. Brogdon,113,116
