QUARTER,TIME_REMAINING,MINNESOTA_ACTION,OKLAHOMA CITY_ACTION,MINNESOTA_SCORE,OKLAHOMA CITY_SCORE
4,3:41.0,Shooting foul by P. George (drawn by A. Wiggins),,103,100
4,3:41.0,A. Wiggins misses free throw 1 of 2,,103,100
4,3:41.0,Offensive rebound by Team,,103,100
4,3:41.0,A. Wiggins makes free throw 2 of 2,,104,100
4,3:35.0,,R. Westbrook misses 2-pt layup at rim,104,100
4,3:33.0,Defensive rebound by R. Covington,,104,100
4,3:30.0,Turnover by A. Wiggins (traveling),,104,100
4,3:30.0,,Oklahoma City full timeout,104,100
4,3:20.0,,Shooting foul by A. Wiggins (drawn by P. George),104,100
4,3:20.0,,P. George makes free throw 1 of 2,104,101
4,3:20.0,,P. George makes free throw 2 of 2,104,102
4,3:06.0,Turnover by A. Wiggins (bad pass; steal by D. Schröder),,104,102
4,2:45.0,,P. George makes 2-pt jump shot from 16 ft (assist by R. Westbrook),104,104
4,2:29.0,Offensive foul by K. Towns (drawn by P. George),,104,104
4,2:29.0,Turnover by K. Towns (offensive foul),,104,104
4,2:29.0,T. Gibson enters the game for D. Šarić,,104,104
4,2:18.0,,P. George misses 2-pt jump shot from 17 ft,104,104
4,2:14.0,Defensive rebound by K. Towns,,104,104
4,2:00.0,R. Covington makes 3-pt jump shot from 25 ft (assist by K. Towns),,107,104
4,1:48.0,,R. Westbrook makes 2-pt layup from 1 ft,107,106
4,1:36.0,Shooting foul by R. Westbrook (drawn by A. Wiggins),,107,106
4,1:36.0,A. Wiggins misses free throw 1 of 2,,107,106
4,1:36.0,Offensive rebound by Team,,107,106
4,1:36.0,A. Wiggins misses free throw 2 of 2,,107,106
4,1:35.0,Offensive rebound by Team,,107,106
4,1:35.0,,Loose ball foul by J. Grant (drawn by T. Gibson),107,106
4,1:35.0,T. Gibson makes free throw 1 of 2,,108,106
4,1:35.0,T. Gibson misses free throw 2 of 2,,108,106
4,1:33.0,,Defensive rebound by J. Grant,108,106
4,1:24.0,,R. Westbrook makes 2-pt layup from 2 ft,108,108
4,1:09.0,R. Covington misses 2-pt jump shot from 11 ft,,108,108
4,1:06.0,,Defensive rebound by P. George,108,108
4,0:56.0,,R. Westbrook misses 2-pt jump shot from 15 ft,108,108
4,0:54.0,,Offensive rebound by S. Adams,108,108
4,0:53.0,,S. Adams makes 2-pt layup from 1 ft,108,110
4,0:53.0,Minnesota full timeout,,108,110
4,0:53.0,D. Šarić enters the game for T. Gibson,,108,110
4,0:42.0,K. Towns misses 2-pt dunk from 3 ft (block by J. Grant),,108,110
4,0:39.0,Offensive rebound by T. Jones,,108,110
4,0:37.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by R. Covington),,111,110
4,0:23.0,,R. Westbrook makes 2-pt layup from 1 ft,111,112
4,0:23.0,Minnesota full timeout,,111,112
4,0:14.0,A. Wiggins makes 2-pt layup from 1 ft,,113,112
4,0:14.0,,Oklahoma City full timeout,113,112
4,0:14.0,T. Gibson enters the game for T. Jones,,113,112
4,0:14.0,J. Okogie enters the game for D. Šarić,,113,112
4,0:14.0,,Á. Abrines enters the game for D. Schröder,113,112
4,0:10.0,,Á. Abrines misses 3-pt jump shot from 23 ft,113,112
4,0:07.0,Defensive rebound by A. Wiggins,,113,112
4,0:07.0,Personal take foul by R. Westbrook (drawn by A. Wiggins),,113,112
4,0:07.0,,D. Schröder enters the game for R. Westbrook,113,112
4,0:07.0,A. Wiggins makes free throw 1 of 2,,114,112
4,0:07.0,A. Wiggins misses free throw 2 of 2,,114,112
4,0:04.0,,Defensive rebound by P. George,114,112
4,0:03.0,,Oklahoma City full timeout,114,112
4,0:00.0,,P. George misses 3-pt jump shot from 27 ft,114,112
4,0:00.0,,Offensive rebound by Team,114,112
