QUARTER,TIME_REMAINING,MIAMI_ACTION,BOSTON_ACTION,MIAMI_SCORE,BOSTON_SCORE
4,1:16.0,,Turnover by A. Horford (bad pass; steal by J. Winslow),99,105
4,1:09.0,D. Waiters misses 3-pt jump shot from 27 ft,,99,105
4,1:08.0,,Defensive rebound by A. Horford,99,105
4,0:55.0,,M. Smart misses 3-pt jump shot from 23 ft,99,105
4,0:54.0,Defensive rebound by D. Waiters,,99,105
4,0:48.0,Turnover by J. Winslow (lost ball; steal by K. Irving),,99,105
4,0:47.0,,Personal foul by D. Jones (drawn by M. Morris),99,105
4,0:47.0,,M. Morris makes free throw 1 of 2,99,106
4,0:47.0,,M. Morris makes free throw 2 of 2,99,107
4,0:47.0,Miami full timeout,,99,107
4,0:47.0,T. Johnson enters the game for D. Jones,,99,107
4,0:47.0,,J. Brown enters the game for A. Horford,99,107
4,0:41.0,D. Waiters misses 2-pt jump shot from 16 ft,,99,107
4,0:40.0,,Defensive rebound by M. Morris,99,107
4,0:21.0,,M. Morris misses 3-pt jump shot from 24 ft,99,107
4,0:19.0,Defensive rebound by B. Adebayo,,99,107
4,0:16.0,J. Richardson misses 3-pt jump shot from 26 ft,,99,107
4,0:15.0,,Defensive rebound by J. Tatum,99,107
