QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHILADELPHIA_ACTION,ORLANDO_SCORE,PHILADELPHIA_SCORE
4,4:20.0,Defensive rebound by N. Vučević,,99,108
4,4:14.0,Personal foul by D. Šarić (drawn by N. Vučević),,99,108
4,4:14.0,N. Vučević makes free throw 1 of 2,,100,108
4,4:14.0,N. Vučević makes free throw 2 of 2,,101,108
4,3:56.0,,J. Embiid misses 2-pt jump shot from 8 ft,101,108
4,3:54.0,Defensive rebound by E. Fournier,,101,108
4,3:45.0,T. Ross makes 3-pt jump shot from 26 ft (assist by N. Vučević),,104,108
4,3:43.0,,Philadelphia full timeout,104,108
4,3:32.0,,Turnover by T. McConnell (bad pass; steal by E. Fournier),104,108
4,3:20.0,A. Gordon misses 2-pt jump shot from 15 ft,,104,108
4,3:18.0,,Defensive rebound by T. McConnell,104,108
4,3:03.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by J. Embiid),104,110
4,2:46.0,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),,106,110
4,2:30.0,,J. Redick misses 2-pt layup from 2 ft (block by A. Gordon),106,110
4,2:27.0,Defensive rebound by A. Gordon,,106,110
4,2:11.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),,109,110
4,1:50.0,,J. Embiid misses 2-pt jump shot from 11 ft,109,110
4,1:47.0,Defensive rebound by T. Ross,,109,110
4,1:24.0,T. Ross makes 3-pt jump shot from 42 ft,,112,110
4,1:11.0,,Personal foul by A. Gordon (drawn by D. Šarić),112,110
4,1:11.0,,D. Šarić makes free throw 1 of 2,112,111
4,1:11.0,,D. Šarić makes free throw 2 of 2,112,112
4,1:00.0,E. Fournier makes 2-pt hook shot from 5 ft,,114,112
4,0:47.0,,Personal foul by T. Ross (drawn by J. Embiid),114,112
4,0:47.0,,J. Embiid makes free throw 1 of 2,114,113
4,0:47.0,,J. Embiid misses free throw 2 of 2,114,113
4,0:45.0,Defensive rebound by A. Gordon,,114,113
4,0:31.0,A. Gordon misses 2-pt layup from 3 ft (block by D. Šarić),,114,113
4,0:29.0,,Defensive rebound by R. Covington,114,113
4,0:17.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Embiid),114,116
4,0:17.0,Orlando full timeout,,114,116
4,0:17.0,J. Isaac enters the game for T. Ross,,114,116
4,0:10.0,Shooting foul by J. Redick (drawn by A. Gordon),,114,116
4,0:10.0,A. Gordon makes free throw 1 of 2,,115,116
4,0:10.0,A. Gordon misses free throw 2 of 2,,115,116
4,0:06.0,Offensive rebound by Team,,115,116
4,0:04.0,Orlando full timeout,,115,116
4,0:04.0,T. Ross enters the game for D. Augustin,,115,116
4,0:04.0,,A. Johnson enters the game for J. Redick,115,116
4,0:02.0,T. Ross misses 3-pt jump shot from 27 ft,,115,116
4,0:02.0,,Defensive rebound by J. Embiid,115,116
