QUARTER,TIME_REMAINING,NEW YORK_ACTION,ORLANDO_ACTION,NEW YORK_SCORE,ORLANDO_SCORE
4,5:47.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by E. Fournier),104,114
4,5:37.0,T. Hardaway misses 2-pt layup from 3 ft (block by N. Vučević),,104,114
4,5:33.0,,Defensive rebound by J. Isaac,104,114
4,5:27.0,,J. Isaac makes 2-pt dunk from 2 ft (assist by D. Augustin),104,116
4,5:27.0,New York full timeout,,104,116
4,5:27.0,T. Burke enters the game for F. Ntilikina,,104,116
4,5:27.0,,A. Gordon enters the game for T. Ross,104,116
4,5:21.0,Def 3 sec tech foul by Team,,104,116
4,5:21.0,T. Hardaway makes technical free throw,,105,116
4,5:13.0,E. Mudiay makes 2-pt jump shot from 15 ft (assist by E. Freedom),,107,116
4,4:53.0,,Turnover by E. Fournier (out of bounds lost ball),107,116
4,4:40.0,T. Hardaway misses 2-pt jump shot from 5 ft (block by E. Fournier),,107,116
4,4:35.0,Offensive rebound by T. Hardaway,,107,116
4,4:34.0,T. Hardaway misses 2-pt jump shot from 13 ft,,107,116
4,4:31.0,Offensive rebound by T. Burke,,107,116
4,4:30.0,T. Burke makes 2-pt jump shot from 12 ft,,109,116
4,4:21.0,,Offensive foul by D. Augustin (drawn by T. Burke),109,116
4,4:21.0,,Turnover by D. Augustin (offensive foul),109,116
4,4:21.0,,Technical foul by D. Augustin,109,116
4,4:21.0,T. Hardaway misses technical free throw,,109,116
4,4:21.0,Offensive rebound by Team,,109,116
4,4:15.0,T. Burke makes 2-pt layup from 3 ft,,111,116
4,4:03.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),111,119
4,3:47.0,Shooting foul by N. Vučević (drawn by E. Mudiay),,111,119
4,3:47.0,E. Mudiay misses free throw 1 of 2,,111,119
4,3:47.0,Offensive rebound by Team,,111,119
4,3:47.0,E. Mudiay makes free throw 2 of 2,,112,119
4,3:31.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by N. Vučević),112,122
4,3:13.0,Personal foul by E. Fournier (drawn by T. Hardaway),,112,122
4,3:11.0,Personal foul by D. Augustin (drawn by T. Burke),,112,122
4,3:11.0,T. Burke makes free throw 1 of 2,,113,122
4,3:11.0,F. Ntilikina enters the game for E. Freedom,,113,122
4,3:11.0,T. Burke makes free throw 2 of 2,,114,122
4,2:57.0,,Personal foul by N. Vonleh (drawn by N. Vučević),114,122
4,2:51.0,,Shooting foul by F. Ntilikina (drawn by N. Vučević),114,122
4,2:51.0,,N. Vučević makes free throw 1 of 2,114,123
4,2:51.0,E. Freedom enters the game for F. Ntilikina,,114,123
4,2:51.0,,N. Vučević makes free throw 2 of 2,114,124
4,2:29.0,E. Mudiay misses 2-pt jump shot from 12 ft,,114,124
4,2:25.0,,Defensive rebound by J. Isaac,114,124
4,2:05.0,,E. Fournier misses 2-pt jump shot from 14 ft,114,124
4,2:01.0,,Offensive rebound by N. Vučević,114,124
4,2:01.0,,N. Vučević misses 2-pt layup from 3 ft,114,124
4,1:58.0,,Offensive rebound by N. Vučević,114,124
4,1:58.0,,N. Vučević makes 2-pt layup from 1 ft,114,126
4,1:53.0,T. Burke misses 3-pt jump shot from 29 ft,,114,126
4,1:51.0,,Defensive rebound by D. Augustin,114,126
4,1:40.0,Violation by Team (kicked ball),,114,126
4,1:36.0,,Shooting foul by N. Vonleh (drawn by E. Fournier),114,126
4,1:36.0,D. Dotson enters the game for E. Freedom,,114,126
4,1:36.0,K. Knox enters the game for E. Mudiay,,114,126
4,1:36.0,,E. Fournier makes free throw 1 of 2,114,127
4,1:36.0,,E. Fournier misses free throw 2 of 2,114,127
4,1:31.0,Defensive rebound by N. Vonleh,,114,127
4,1:21.0,Turnover by T. Hardaway (bad pass; steal by A. Gordon),,114,127
4,1:04.0,,N. Vučević makes 2-pt hook shot from 3 ft (assist by D. Augustin),114,129
4,0:57.0,T. Hardaway makes 3-pt jump shot from 28 ft (assist by T. Burke),,117,129
4,0:35.0,,Shooting foul by T. Burke (drawn by D. Augustin),117,129
4,0:35.0,,D. Augustin misses free throw 1 of 3,117,129
4,0:35.0,,Offensive rebound by Team,117,129
4,0:35.0,,D. Augustin makes free throw 2 of 3,117,130
4,0:35.0,,D. Augustin makes free throw 3 of 3,117,131
4,0:31.0,Personal foul by D. Augustin (drawn by T. Burke),,117,131
4,0:31.0,T. Burke misses free throw 1 of 2,,117,131
4,0:31.0,Offensive rebound by Team,,117,131
4,0:31.0,T. Burke misses free throw 2 of 2,,117,131
4,0:29.0,,Defensive rebound by N. Vučević,117,131
4,0:07.0,,Turnover by Team (shot clock),117,131
