QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
4,6:57.0,,K. Durant makes 2-pt jump shot from 11 ft,101,115
4,6:42.0,J. Holiday makes 2-pt jump shot from 8 ft,,103,115
4,6:31.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),103,118
4,6:20.0,Turnover by J. Randle (traveling),,103,118
4,6:20.0,N. Mirotić enters the game for J. Randle,,103,118
4,6:11.0,,Turnover by S. Curry (bad pass; steal by N. Mirotić),103,118
4,6:04.0,N. Mirotić makes 2-pt layup from 4 ft (assist by A. Davis),,105,118
4,5:49.0,,Personal foul by E. Moore (drawn by S. Curry),105,118
4,5:49.0,,K. Thompson enters the game for D. Green,105,118
4,5:37.0,,K. Durant misses 2-pt jump shot from 13 ft,105,118
4,5:36.0,Defensive rebound by N. Mirotić,,105,118
4,5:18.0,A. Davis misses 2-pt hook shot from 3 ft,,105,118
4,5:17.0,Offensive rebound by A. Davis,,105,118
4,5:12.0,A. Davis makes 2-pt layup from 1 ft,,107,118
4,5:07.0,,Shooting foul by N. Mirotić (drawn by A. Iguodala),107,118
4,5:07.0,,A. Iguodala makes free throw 1 of 2,107,119
4,5:07.0,,A. Iguodala makes free throw 2 of 2,107,120
4,4:47.0,A. Davis makes 2-pt jump shot from 19 ft,,109,120
4,4:30.0,,K. Looney makes 2-pt dunk from 1 ft (assist by A. Iguodala),109,122
4,4:10.0,J. Holiday makes 2-pt layup from 1 ft,,111,122
4,3:47.0,,S. Curry misses 2-pt jump shot from 23 ft,111,122
4,3:46.0,Defensive rebound by A. Davis,,111,122
4,3:34.0,Shooting foul by K. Looney (drawn by J. Holiday),,111,122
4,3:34.0,J. Holiday misses free throw 1 of 2,,111,122
4,3:34.0,Offensive rebound by Team,,111,122
4,3:34.0,,J. Bell enters the game for A. Iguodala,111,122
4,3:34.0,,D. Green enters the game for K. Looney,111,122
4,3:34.0,J. Holiday misses free throw 2 of 2,,111,122
4,3:33.0,,Defensive rebound by D. Green,111,122
4,3:23.0,,J. Bell misses 2-pt jump shot from 6 ft (block by A. Davis),111,122
4,3:22.0,,Offensive rebound by Team,111,122
4,3:22.0,New Orleans full timeout,,111,122
4,3:15.0,,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),111,124
4,3:04.0,N. Mirotić misses 3-pt jump shot from 25 ft,,111,124
4,3:03.0,Offensive rebound by A. Davis,,111,124
4,3:03.0,A. Davis makes 2-pt layup from 3 ft,,113,124
4,2:46.0,,Shooting foul by I. Clark (drawn by S. Curry),113,124
4,2:46.0,,S. Curry makes free throw 1 of 2,113,125
4,2:46.0,,S. Curry misses free throw 2 of 2,113,125
4,2:44.0,Defensive rebound by A. Davis,,113,125
4,2:37.0,E. Moore misses 2-pt jump shot from 21 ft,,113,125
4,2:31.0,,Defensive rebound by J. Bell,113,125
4,2:26.0,,K. Thompson misses 2-pt jump shot from 16 ft,113,125
4,2:23.0,Defensive rebound by N. Mirotić,,113,125
4,2:23.0,Personal foul by J. Bell (drawn by N. Mirotić),,113,125
4,2:14.0,J. Holiday makes 2-pt layup from 2 ft (assist by I. Clark),,115,125
4,1:55.0,,Offensive foul by J. Bell (drawn by A. Davis),115,125
4,1:55.0,,Turnover by J. Bell (offensive foul),115,125
4,1:50.0,I. Clark makes 2-pt layup from 2 ft,,117,125
4,1:31.0,,D. Green misses 3-pt jump shot from 23 ft,117,125
4,1:29.0,Defensive rebound by A. Davis,,117,125
4,1:22.0,I. Clark misses 2-pt jump shot from 21 ft,,117,125
4,1:19.0,,Defensive rebound by J. Bell,117,125
4,1:12.0,Violation by Team (kicked ball),,117,125
4,1:03.0,,D. Green makes 2-pt layup from 3 ft (assist by S. Curry),117,127
4,1:03.0,New Orleans full timeout,,117,127
4,0:56.0,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Holiday),,119,127
4,0:36.0,,Personal foul by N. Mirotić (drawn by D. Green),119,127
4,0:36.0,,D. Green makes free throw 1 of 2,119,128
4,0:36.0,,D. Green makes free throw 2 of 2,119,129
4,0:32.0,A. Davis misses 3-pt jump shot from 29 ft,,119,129
4,0:28.0,Offensive rebound by E. Moore,,119,129
4,0:21.0,N. Mirotić misses 3-pt jump shot from 24 ft,,119,129
4,0:19.0,Offensive rebound by E. Moore,,119,129
4,0:19.0,E. Moore makes 2-pt jump shot from 4 ft,,121,129
4,0:17.0,,Personal foul by I. Clark (drawn by S. Curry),121,129
4,0:17.0,,S. Curry makes free throw 1 of 2,121,130
4,0:17.0,,S. Curry makes free throw 2 of 2,121,131
4,0:14.0,J. Holiday misses 3-pt jump shot from 26 ft,,121,131
4,0:12.0,,Defensive rebound by K. Durant,121,131
