QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,GOLDEN STATE_ACTION,OKLAHOMA CITY_SCORE,GOLDEN STATE_SCORE
4,8:27.0,,Defensive rebound by K. Durant,87,89
4,8:10.0,,K. Thompson misses 2-pt jump shot from 7 ft (block by N. Noel),87,89
4,8:06.0,Defensive rebound by R. Felton,,87,89
4,8:05.0,Shooting foul by K. Durant (drawn by J. Grant),,87,89
4,8:05.0,J. Grant misses free throw 1 of 2,,87,89
4,8:05.0,Offensive rebound by Team,,87,89
4,8:05.0,S. Adams enters the game for H. Diallo,,87,89
4,8:05.0,P. George enters the game for R. Felton,,87,89
4,8:05.0,D. Schröder enters the game for N. Noel,,87,89
4,8:05.0,,S. Curry enters the game for J. Bell,87,89
4,8:05.0,,K. Looney enters the game for Q. Cook,87,89
4,8:05.0,J. Grant misses free throw 2 of 2,,87,89
4,8:02.0,,Defensive rebound by K. Looney,87,89
4,7:52.0,,K. Durant makes 2-pt jump shot from 12 ft,87,91
4,7:40.0,D. Schröder misses 2-pt jump shot from 15 ft,,87,91
4,7:35.0,Offensive rebound by S. Adams,,87,91
4,7:35.0,S. Adams makes 2-pt layup at rim,,89,91
4,7:13.0,,K. Durant misses 2-pt layup from 2 ft,89,91
4,7:11.0,,Offensive rebound by K. Looney,89,91
4,7:06.0,,K. Looney makes 2-pt layup from 1 ft,89,93
4,7:00.0,D. Schröder misses 2-pt jump shot from 10 ft (block by K. Looney),,89,93
4,6:58.0,,Defensive rebound by J. Jerebko,89,93
4,6:51.0,,S. Curry misses 2-pt jump shot from 11 ft,89,93
4,6:45.0,Defensive rebound by D. Schröder,,89,93
4,6:39.0,P. George misses 2-pt jump shot from 16 ft,,89,93
4,6:38.0,,Defensive rebound by J. Jerebko,89,93
4,6:24.0,,S. Curry makes 2-pt layup from 2 ft (assist by K. Durant),89,95
4,6:07.0,P. George makes 2-pt layup from 3 ft,,91,95
4,5:52.0,,K. Looney misses 2-pt jump shot from 17 ft,91,95
4,5:51.0,,Offensive rebound by K. Looney,91,95
4,5:50.0,,K. Looney misses 2-pt layup from 3 ft (block by J. Grant),91,95
4,5:50.0,,Offensive rebound by Team,91,95
4,5:50.0,,D. Jones enters the game for J. Jerebko,91,95
4,5:36.0,,K. Durant misses 2-pt jump shot from 14 ft,91,95
4,5:35.0,,Offensive rebound by K. Looney,91,95
4,5:35.0,,K. Looney makes 2-pt dunk from 1 ft,91,97
4,5:09.0,Turnover by Team (shot clock),,91,97
4,4:50.0,,K. Thompson misses 3-pt jump shot from 27 ft,91,97
4,4:46.0,Defensive rebound by S. Adams,,91,97
4,4:30.0,S. Adams misses 2-pt layup from 3 ft (block by D. Jones),,91,97
4,4:30.0,Offensive rebound by Team,,91,97
4,4:30.0,T. Ferguson enters the game for Á. Abrines,,91,97
4,4:30.0,,D. Green enters the game for K. Looney,91,97
4,4:28.0,P. George makes 3-pt jump shot from 25 ft (assist by D. Schröder),,94,97
4,4:12.0,,D. Jones makes 2-pt hook shot from 6 ft (assist by S. Curry),94,99
4,4:07.0,,Violation by Team (delay of game),94,99
4,3:53.0,P. George misses 2-pt jump shot from 20 ft,,94,99
4,3:52.0,Offensive rebound by J. Grant,,94,99
4,3:48.0,J. Grant misses 2-pt layup from 4 ft (block by D. Jones),,94,99
4,3:46.0,,Defensive rebound by K. Thompson,94,99
4,3:41.0,,Offensive foul by S. Curry (drawn by J. Grant),94,99
4,3:41.0,,Turnover by S. Curry (offensive foul),94,99
4,3:20.0,T. Ferguson misses 3-pt jump shot from 27 ft,,94,99
4,3:18.0,,Defensive rebound by K. Thompson,94,99
4,3:07.0,,Offensive foul by K. Durant (drawn by J. Grant),94,99
4,3:07.0,,Turnover by K. Durant (offensive foul),94,99
4,3:07.0,Oklahoma City full timeout,,94,99
4,2:53.0,Turnover by P. George (lost ball; steal by D. Green),,94,99
4,2:38.0,,K. Thompson misses 3-pt jump shot from 26 ft,94,99
4,2:33.0,,Offensive rebound by K. Durant,94,99
4,2:32.0,,K. Durant misses 2-pt jump shot from 17 ft,94,99
4,2:31.0,Defensive rebound by S. Adams,,94,99
4,2:23.0,Shooting foul by S. Curry (drawn by D. Schröder),,94,99
4,2:23.0,D. Schröder makes free throw 1 of 2,,95,99
4,2:23.0,D. Schröder makes free throw 2 of 2,,96,99
4,2:05.0,,K. Thompson misses 3-pt jump shot from 27 ft,96,99
4,2:03.0,Defensive rebound by P. George,,96,99
4,1:57.0,Personal foul by K. Durant (drawn by S. Adams),,96,99
4,1:57.0,S. Adams misses free throw 1 of 2,,96,99
4,1:57.0,Offensive rebound by Team,,96,99
4,1:57.0,,K. Looney enters the game for D. Jones,96,99
4,1:57.0,S. Adams makes free throw 2 of 2,,97,99
4,1:46.0,,S. Curry makes 2-pt jump shot from 17 ft,97,101
4,1:46.0,,Shooting foul by D. Schröder (drawn by S. Curry),97,101
4,1:46.0,,S. Curry makes free throw 1 of 1,97,102
4,1:27.0,S. Adams makes 2-pt hook shot from 6 ft (assist by T. Ferguson),,99,102
4,1:06.0,,K. Looney makes 2-pt layup from 3 ft (assist by K. Durant),99,104
4,0:48.0,P. George misses 2-pt jump shot from 15 ft,,99,104
4,0:46.0,Offensive rebound by T. Ferguson,,99,104
4,0:44.0,D. Schröder misses 3-pt jump shot from 29 ft,,99,104
4,0:43.0,,Defensive rebound by Team,99,104
4,0:24.0,,K. Durant makes 2-pt jump shot from 6 ft (assist by S. Curry),99,106
4,0:24.0,Oklahoma City full timeout,,99,106
4,0:24.0,Á. Abrines enters the game for T. Ferguson,,99,106
4,0:24.0,P. Patterson enters the game for J. Grant,,99,106
4,0:15.0,Turnover by D. Schröder (lost ball; steal by D. Green),,99,106
4,0:14.0,,Personal foul by Á. Abrines (drawn by K. Durant),99,106
4,0:14.0,,K. Durant makes free throw 1 of 2,99,107
4,0:14.0,,K. Durant makes free throw 2 of 2,99,108
4,0:06.0,Personal foul by D. Green (drawn by P. George),,99,108
4,0:06.0,P. George misses free throw 1 of 2,,99,108
4,0:06.0,Offensive rebound by Team,,99,108
4,0:06.0,P. George makes free throw 2 of 2,,100,108
