QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
4,5:51.0,,T. Ariza makes 2-pt layup from 2 ft (assist by B. Beal),116,111
4,5:32.0,K. Bazemore makes 2-pt layup from 1 ft,,118,111
4,5:32.0,Shooting foul by J. McRae (drawn by K. Bazemore),,118,111
4,5:32.0,K. Bazemore misses free throw 1 of 1,,118,111
4,5:30.0,,Defensive rebound by O. Porter,118,111
4,5:30.0,,Personal foul by D. Dedmon (drawn by O. Porter),118,111
4,5:30.0,V. Carter enters the game for K. Bazemore,,118,111
4,5:30.0,T. Prince enters the game for D. Dedmon,,118,111
4,5:30.0,,O. Porter misses free throw 1 of 2,118,111
4,5:30.0,,Offensive rebound by Team,118,111
4,5:30.0,,O. Porter makes free throw 2 of 2,118,112
4,5:16.0,K. Huerter makes 2-pt layup from 2 ft (assist by O. Spellman),,120,112
4,5:05.0,,B. Beal makes 2-pt jump shot from 15 ft,120,114
4,4:40.0,Shooting foul by T. Ariza (drawn by T. Young),,120,114
4,4:40.0,T. Young makes free throw 1 of 2,,121,114
4,4:40.0,T. Young makes free throw 2 of 2,,122,114
4,4:32.0,,Personal foul by V. Carter (drawn by O. Porter),122,114
4,4:32.0,,O. Porter makes free throw 1 of 2,122,115
4,4:32.0,,O. Porter makes free throw 2 of 2,122,116
4,4:18.0,K. Huerter misses 3-pt jump shot from 27 ft,,122,116
4,4:14.0,,Defensive rebound by O. Porter,122,116
4,4:10.0,,J. Green misses 3-pt jump shot from 24 ft,122,116
4,4:08.0,,Offensive rebound by Team,122,116
4,3:59.0,,Turnover by B. Beal (bad pass; steal by V. Carter),122,116
4,3:54.0,T. Prince makes 3-pt jump shot from 24 ft (assist by T. Young),,125,116
4,3:42.0,,B. Beal makes 2-pt layup from 3 ft (assist by T. Ariza),125,118
4,3:30.0,T. Young misses 3-pt jump shot from 25 ft,,125,118
4,3:27.0,,Defensive rebound by J. McRae,125,118
4,3:22.0,,J. McRae makes 2-pt layup from 2 ft,125,120
4,2:57.0,T. Prince makes 3-pt jump shot from 31 ft (assist by K. Huerter),,128,120
4,2:44.0,,B. Beal makes 2-pt layup from 1 ft,128,122
4,2:42.0,Atlanta full timeout,,128,122
4,2:30.0,V. Carter makes 3-pt jump shot from 23 ft (assist by T. Young),,131,122
4,2:15.0,,O. Porter misses 3-pt jump shot from 27 ft,131,122
4,2:11.0,Defensive rebound by K. Huerter,,131,122
4,1:57.0,T. Young misses 3-pt jump shot from 29 ft,,131,122
4,1:54.0,Offensive rebound by O. Spellman,,131,122
4,1:53.0,V. Carter misses 3-pt jump shot from 26 ft,,131,122
4,1:53.0,,Defensive rebound by J. Green,131,122
4,1:46.0,,Shooting foul by V. Carter (drawn by J. Green),131,122
4,1:46.0,,J. Green makes free throw 1 of 2,131,123
4,1:46.0,,J. Green makes free throw 2 of 2,131,124
4,1:35.0,T. Young misses 2-pt layup from 3 ft,,131,124
4,1:33.0,Offensive rebound by O. Spellman,,131,124
4,1:33.0,O. Spellman misses 2-pt layup from 4 ft,,131,124
4,1:33.0,,Defensive rebound by J. Green,131,124
4,1:29.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Green),131,127
4,1:04.0,T. Prince makes 3-pt jump shot from 28 ft,,134,127
4,0:57.0,,B. Beal misses 2-pt layup from 2 ft,134,127
4,0:55.0,,Offensive rebound by B. Beal,134,127
4,0:55.0,,B. Beal misses 2-pt layup from 2 ft,134,127
4,0:53.0,Defensive rebound by K. Huerter,,134,127
4,0:49.0,Turnover by K. Huerter (lost ball; steal by O. Porter),,134,127
4,0:46.0,,B. Beal makes 2-pt dunk from 1 ft (assist by O. Porter),134,129
4,0:46.0,Atlanta full timeout,,134,129
4,0:33.0,T. Prince makes 3-pt jump shot from 23 ft (assist by K. Huerter),,137,129
4,0:30.0,,B. Beal misses 3-pt jump shot from 30 ft,137,129
4,0:26.0,Defensive rebound by O. Spellman,,137,129
4,0:04.0,Turnover by Team (shot clock),,137,129
