QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
4,4:13.0,J. Hernangómez enters the game for N. Jokić,,94,114
4,4:13.0,M. Morris enters the game for P. Millsap,,94,114
4,4:13.0,M. Plumlee enters the game for J. Murray,,94,114
4,4:13.0,,R. Gay enters the game for L. Aldridge,94,114
4,4:13.0,,D. Motiejūnas enters the game for J. Poeltl,94,114
4,3:57.0,M. Beasley misses 2-pt jump shot from 17 ft,,94,114
4,3:53.0,,Defensive rebound by D. White,94,114
4,3:41.0,,D. White misses 3-pt jump shot from 25 ft,94,114
4,3:37.0,Defensive rebound by M. Beasley,,94,114
4,3:30.0,T. Craig makes 3-pt jump shot from 24 ft (assist by M. Beasley),,97,114
4,3:14.0,,D. Motiejūnas makes 2-pt jump shot from 8 ft (assist by D. DeRozan),97,116
4,3:01.0,M. Plumlee makes 2-pt layup from 4 ft (assist by M. Morris),,99,116
4,2:33.0,,R. Gay misses 2-pt hook shot from 6 ft,99,116
4,2:32.0,Defensive rebound by Team,,99,116
4,2:32.0,,Loose ball foul by R. Gay (drawn by M. Plumlee),99,116
4,2:32.0,T. Lyles enters the game for M. Plumlee,,99,116
4,2:32.0,,P. Mills enters the game for D. White,99,116
4,2:13.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by T. Lyles),,102,116
4,1:51.0,,D. DeRozan misses 2-pt jump shot from 11 ft,102,116
4,1:49.0,Defensive rebound by Team,,102,116
4,1:49.0,J. Vanderbilt enters the game for M. Morris,,102,116
4,1:37.0,T. Craig makes 3-pt jump shot from 28 ft (assist by M. Beasley),,105,116
4,1:17.0,,D. DeRozan makes 2-pt layup from 5 ft,105,118
4,1:08.0,T. Craig misses 3-pt jump shot from 28 ft,,105,118
4,1:06.0,Offensive rebound by M. Beasley,,105,118
4,1:04.0,M. Beasley misses 2-pt jump shot from 14 ft,,105,118
4,1:04.0,,Defensive rebound by D. Motiejūnas,105,118
4,0:53.0,,San Antonio full timeout,105,118
4,0:53.0,,D. Bertāns enters the game for D. DeRozan,105,118
4,0:53.0,,D. Cunningham enters the game for B. Forbes,105,118
4,0:53.0,,Q. Pondexter enters the game for R. Gay,105,118
4,0:53.0,,L. Walker enters the game for P. Mills,105,118
4,0:45.0,,L. Walker misses 2-pt jump shot from 9 ft,105,118
4,0:42.0,,Offensive rebound by D. Cunningham,105,118
4,0:27.0,,L. Walker misses 2-pt jump shot from 18 ft,105,118
4,0:25.0,Defensive rebound by J. Hernangómez,,105,118
4,0:20.0,M. Beasley makes 3-pt jump shot from 28 ft (assist by T. Lyles),,108,118
