QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,GOLDEN STATE_ACTION,OKLAHOMA CITY_SCORE,GOLDEN STATE_SCORE
4,6:39.0,,Turnover by K. Durant (bad pass; steal by J. Grant),99,85
4,6:30.0,R. Westbrook makes 2-pt jump shot from 16 ft,,101,85
4,6:08.0,,Q. Cook misses 3-pt jump shot from 26 ft,101,85
4,6:05.0,Defensive rebound by R. Westbrook,,101,85
4,6:00.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by R. Westbrook),,103,85
4,5:46.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by Q. Cook),103,87
4,5:30.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,105,87
4,5:19.0,,K. Durant makes 2-pt layup from 2 ft,105,89
4,5:05.0,P. George makes 2-pt layup from 3 ft,,107,89
4,4:45.0,,K. Thompson misses 2-pt jump shot from 13 ft,107,89
4,4:41.0,Defensive rebound by P. George,,107,89
4,4:39.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by K. Durant),,107,89
4,4:38.0,Offensive rebound by Team,,107,89
4,4:36.0,P. George misses 3-pt jump shot from 23 ft,,107,89
4,4:35.0,,Defensive rebound by Team,107,89
4,4:35.0,D. Schröder enters the game for T. Luwawu-Cabarrot,,107,89
4,4:21.0,,A. Iguodala misses 2-pt jump shot from 10 ft,107,89
4,4:17.0,Defensive rebound by R. Westbrook,,107,89
4,4:11.0,J. Grant makes 2-pt layup from 3 ft (assist by R. Westbrook),,109,89
4,4:11.0,,Golden State full timeout,109,89
4,4:11.0,,J. Bell enters the game for K. Durant,109,89
4,4:11.0,,J. Evans enters the game for A. Iguodala,109,89
4,4:11.0,,J. Jerebko enters the game for D. Jones,109,89
4,4:11.0,,D. Lee enters the game for K. Thompson,109,89
4,3:53.0,,D. Lee misses 2-pt layup from 2 ft (block by J. Grant),109,89
4,3:52.0,,Offensive rebound by Team,109,89
4,3:45.0,,J. Bell misses 3-pt jump shot from 25 ft,109,89
4,3:42.0,Defensive rebound by R. Westbrook,,109,89
4,3:34.0,R. Westbrook makes 2-pt layup from 1 ft,,111,89
4,3:26.0,,Q. Cook misses 2-pt jump shot from 9 ft,111,89
4,3:25.0,Defensive rebound by D. Schröder,,111,89
4,3:13.0,D. Schröder makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,114,89
4,3:09.0,,Personal take foul by R. Westbrook (drawn by Q. Cook),114,89
4,3:09.0,D. Burton enters the game for P. George,,114,89
4,3:09.0,T. Luwawu-Cabarrot enters the game for D. Schröder,,114,89
4,3:09.0,A. Nader enters the game for R. Westbrook,,114,89
4,2:58.0,,Turnover by J. Bell (bad pass; steal by S. Adams),114,89
4,2:44.0,D. Burton makes 2-pt jump shot from 15 ft (assist by S. Adams),,116,89
4,2:37.0,,Personal foul by S. Adams (drawn by Q. Cook),116,89
4,2:37.0,N. Noel enters the game for S. Adams,,116,89
4,2:37.0,P. Patterson enters the game for J. Grant,,116,89
4,2:26.0,,Personal foul by N. Noel (drawn by J. Bell),116,89
4,2:26.0,,J. Bell makes free throw 1 of 2,116,90
4,2:26.0,,J. Bell makes free throw 2 of 2,116,91
4,2:16.0,D. Burton makes 2-pt jump shot from 6 ft,,118,91
4,1:59.0,,Turnover by Q. Cook (lost ball; steal by T. Luwawu-Cabarrot),118,91
4,1:50.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by J. Evans),,118,91
4,1:49.0,,Defensive rebound by J. Jerebko,118,91
4,1:46.0,,Shooting foul by A. Nader (drawn by J. Bell),118,91
4,1:46.0,,J. Bell makes free throw 1 of 2,118,92
4,1:46.0,,J. Bell misses free throw 2 of 2,118,92
4,1:43.0,Defensive rebound by P. Patterson,,118,92
4,1:31.0,D. Burton makes 2-pt jump shot from 12 ft (assist by A. Nader),,120,92
4,1:13.0,,Shooting foul by D. Burton (drawn by D. Lee),120,92
4,1:13.0,,D. Lee makes free throw 1 of 2,120,93
4,1:13.0,,D. Lee misses free throw 2 of 2,120,93
4,1:11.0,Defensive rebound by P. Patterson,,120,93
4,1:01.0,A. Nader misses 3-pt jump shot from 28 ft,,120,93
4,0:57.0,,Defensive rebound by J. Jerebko,120,93
4,0:44.0,,J. Bell makes 2-pt jump shot from 21 ft,120,95
4,0:30.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by D. Burton),,123,95
4,0:21.0,,Turnover by Q. Cook (out of bounds lost ball),123,95
