QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
4,5:50.0,,Defensive rebound by J. McGee,93,104
4,5:41.0,,J. McGee makes 2-pt hook shot from 1 ft,93,106
4,5:29.0,L. Dončić makes 3-pt jump shot from 26 ft,,96,106
4,5:06.0,,K. Kuzma makes 2-pt layup from 1 ft,96,108
4,4:49.0,Turnover by D. Smith (out of bounds lost ball),,96,108
4,4:33.0,,Turnover by L. James (lost ball; steal by D. Smith),96,108
4,4:24.0,D. Smith misses 2-pt jump shot from 8 ft,,96,108
4,4:21.0,,Defensive rebound by J. McGee,96,108
4,4:16.0,,L. James makes 2-pt layup from 2 ft (assist by L. Ball),96,110
4,3:59.0,Turnover by L. Dončić (bad pass; steal by J. McGee),,96,110
4,3:55.0,,Turnover by K. Caldwell-Pope (lost ball; steal by L. Dončić),96,110
4,3:55.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),,98,110
4,3:55.0,,LA Lakers full timeout,98,110
4,3:55.0,J. Barea enters the game for D. Smith,,98,110
4,3:55.0,,B. Ingram enters the game for K. Caldwell-Pope,98,110
4,3:42.0,,Personal foul by J. Barea (drawn by L. Ball),98,110
4,3:42.0,,L. Ball makes free throw 1 of 2,98,111
4,3:42.0,,L. Ball misses free throw 2 of 2,98,111
4,3:40.0,Defensive rebound by H. Barnes,,98,111
4,3:28.0,H. Barnes misses 2-pt layup from 2 ft,,98,111
4,3:26.0,,Defensive rebound by L. James,98,111
4,3:14.0,,B. Ingram misses 2-pt jump shot from 12 ft,98,111
4,3:11.0,Defensive rebound by D. Jordan,,98,111
4,3:06.0,J. Barea makes 2-pt layup from 1 ft,,100,111
4,2:50.0,,K. Kuzma misses 3-pt jump shot from 23 ft,100,111
4,2:48.0,Defensive rebound by H. Barnes,,100,111
4,2:44.0,L. Dončić makes 3-pt jump shot from 25 ft (assist by J. Barea),,103,111
4,2:27.0,,J. McGee misses 2-pt jump shot from 9 ft,103,111
4,2:23.0,Defensive rebound by D. Jordan,,103,111
4,2:19.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),,105,111
4,2:19.0,W. Matthews enters the game for D. Finney-Smith,,105,111
4,1:52.0,,L. James misses 2-pt jump shot from 19 ft,105,111
4,1:49.0,Defensive rebound by L. Dončić,,105,111
4,1:42.0,J. Barea misses 3-pt jump shot from 25 ft,,105,111
4,1:36.0,,Defensive rebound by K. Kuzma,105,111
4,1:15.0,,L. James misses 2-pt hook shot from 1 ft,105,111
4,1:13.0,Defensive rebound by D. Jordan,,105,111
4,1:09.0,Shooting foul by J. McGee (drawn by L. Dončić),,105,111
4,1:09.0,L. Dončić misses free throw 1 of 2,,105,111
4,1:09.0,Offensive rebound by Team,,105,111
4,1:09.0,L. Dončić makes free throw 2 of 2,,106,111
4,0:56.0,,Shooting foul by D. Jordan (drawn by B. Ingram),106,111
4,0:56.0,,J. Hart enters the game for J. McGee,106,111
4,0:56.0,,B. Ingram misses free throw 1 of 2,106,111
4,0:56.0,,Offensive rebound by Team,106,111
4,0:56.0,,B. Ingram makes free throw 2 of 2,106,112
4,0:48.0,Personal foul by L. James (drawn by D. Jordan),,106,112
4,0:48.0,D. Jordan makes free throw 1 of 2,,107,112
4,0:48.0,,J. McGee enters the game for J. Hart,107,112
4,0:48.0,D. Jordan makes free throw 2 of 2,,108,112
4,0:33.0,,Turnover by B. Ingram (traveling),108,112
4,0:33.0,,J. Hart enters the game for J. McGee,108,112
4,0:24.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by L. Dončić),,111,112
4,0:17.0,,Personal take foul by W. Matthews (drawn by K. Kuzma),111,112
4,0:17.0,,K. Kuzma misses free throw 1 of 2,111,112
4,0:17.0,,Offensive rebound by Team,111,112
4,0:17.0,D. Finney-Smith enters the game for J. Barea,,111,112
4,0:17.0,,J. McGee enters the game for J. Hart,111,112
4,0:17.0,,K. Kuzma makes free throw 2 of 2,111,113
4,0:17.0,Dallas full timeout,,111,113
4,0:17.0,J. Barea enters the game for D. Finney-Smith,,111,113
4,0:17.0,,J. Hart enters the game for J. McGee,111,113
4,0:07.0,L. Dončić makes 2-pt jump shot from 7 ft,,113,113
4,0:02.0,,Personal foul by W. Matthews (drawn by L. James),113,113
4,0:02.0,,L. James misses free throw 1 of 2,113,113
4,0:02.0,D. Finney-Smith enters the game for H. Barnes,,113,113
4,0:02.0,,Offensive rebound by Team,113,113
4,0:02.0,,J. McGee enters the game for J. Hart,113,113
4,0:02.0,,L. James makes free throw 2 of 2,113,114
4,0:00.0,J. Barea misses 3-pt jump shot from 38 ft,,113,114
4,0:00.0,Offensive rebound by Team,,113,114
