QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW YORK_ACTION,DETROIT_SCORE,NEW YORK_SCORE
4,1:10.0,,Defensive rebound by W. Matthews,101,89
4,1:04.0,,D. Smith misses 3-pt jump shot from 25 ft,101,89
4,1:03.0,,Offensive rebound by Team,101,89
4,0:53.0,,Shooting foul by R. Jackson (drawn by W. Matthews),101,89
4,0:53.0,,W. Matthews makes free throw 1 of 3,101,90
4,0:53.0,,W. Matthews makes free throw 2 of 3,101,91
4,0:53.0,,W. Matthews makes free throw 3 of 3,101,92
4,0:39.0,Personal foul by D. Smith (drawn by R. Jackson),,101,92
4,0:39.0,R. Jackson makes free throw 1 of 2,,102,92
4,0:39.0,R. Jackson makes free throw 2 of 2,,103,92
4,0:39.0,,New York full timeout,103,92
4,0:35.0,,K. Knox misses 2-pt layup from 4 ft (block by A. Drummond),103,92
4,0:33.0,Defensive rebound by A. Drummond,,103,92
4,0:19.0,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),,105,92
4,0:12.0,,L. Thomas misses 3-pt jump shot from 25 ft,105,92
4,0:10.0,Defensive rebound by R. Bullock,,105,92
