QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
4,6:33.0,,J. Crowder misses 3-pt jump shot from 24 ft,95,87
4,6:28.0,Defensive rebound by I. Shumpert,,95,87
4,6:24.0,D. Fox makes 2-pt jump shot from 11 ft,,97,87
4,6:22.0,,Utah full timeout,97,87
4,6:22.0,,D. Mitchell enters the game for A. Burks,97,87
4,6:10.0,,Personal foul by W. Cauley-Stein (drawn by J. Ingles),97,87
4,6:05.0,,Shooting foul by N. Bjelica (drawn by J. Crowder),97,87
4,6:05.0,,J. Crowder makes free throw 1 of 2,97,88
4,6:05.0,,J. Crowder misses free throw 2 of 2,97,88
4,6:02.0,Defensive rebound by I. Shumpert,,97,88
4,5:47.0,I. Shumpert makes 2-pt jump shot from 19 ft (assist by D. Fox),,99,88
4,5:29.0,,R. Rubio misses 3-pt jump shot from 25 ft,99,88
4,5:25.0,Defensive rebound by N. Bjelica,,99,88
4,5:19.0,N. Bjelica makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,102,88
4,5:06.0,,Offensive foul by D. Mitchell (drawn by I. Shumpert),102,88
4,5:06.0,,Turnover by D. Mitchell (offensive foul),102,88
4,5:06.0,,R. Gobert enters the game for D. Favors,102,88
4,4:56.0,N. Bjelica makes 3-pt jump shot from 28 ft (assist by W. Cauley-Stein),,105,88
4,4:36.0,,R. Rubio misses 2-pt layup from 2 ft,105,88
4,4:35.0,,Offensive rebound by Team,105,88
4,4:26.0,,D. Mitchell makes 3-pt jump shot from 24 ft,105,91
4,4:13.0,D. Fox misses 2-pt layup from 4 ft (block by R. Gobert),,105,91
4,4:11.0,,Defensive rebound by D. Mitchell,105,91
4,4:08.0,,Shooting foul by I. Shumpert (drawn by R. Gobert),105,91
4,4:08.0,,R. Gobert makes free throw 1 of 2,105,92
4,4:08.0,,R. Gobert misses free throw 2 of 2,105,92
4,4:04.0,Defensive rebound by B. Bogdanović,,105,92
4,3:57.0,D. Fox misses 2-pt layup from 6 ft,,105,92
4,3:55.0,,Defensive rebound by R. Gobert,105,92
4,3:45.0,,Shooting foul by I. Shumpert (drawn by R. Gobert),105,92
4,3:45.0,,R. Gobert makes free throw 1 of 2,105,93
4,3:45.0,,R. Gobert makes free throw 2 of 2,105,94
4,3:26.0,Turnover by D. Fox (bad pass; steal by R. Gobert),,105,94
4,3:21.0,,D. Mitchell makes 3-pt jump shot from 23 ft (assist by J. Ingles),105,97
4,2:57.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,105,97
4,2:55.0,Offensive rebound by B. Bogdanović,,105,97
4,2:54.0,B. Bogdanović makes 2-pt layup from 5 ft,,107,97
4,2:43.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Mitchell),107,100
4,2:27.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),,110,100
4,2:16.0,,D. Mitchell makes 2-pt layup from 4 ft,110,102
4,2:16.0,,Shooting foul by W. Cauley-Stein (drawn by D. Mitchell),110,102
4,2:16.0,,D. Mitchell makes free throw 1 of 1,110,103
4,2:04.0,Turnover by B. Bogdanović (bad pass),,110,103
4,1:53.0,,D. Mitchell makes 3-pt jump shot from 25 ft,110,106
4,1:42.0,Personal foul by D. Mitchell (drawn by B. Bogdanović),,110,106
4,1:30.0,D. Fox makes 2-pt jump shot from 11 ft,,112,106
4,1:23.0,,Personal foul by D. Fox (drawn by R. Rubio),112,106
4,1:23.0,,R. Rubio makes free throw 1 of 2,112,107
4,1:23.0,,R. Rubio makes free throw 2 of 2,112,108
4,1:06.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by B. Bogdanović),,114,108
4,0:59.0,,D. Mitchell makes 2-pt layup from 1 ft,114,110
4,0:40.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,114,110
4,0:36.0,Offensive rebound by I. Shumpert,,114,110
4,0:25.0,N. Bjelica makes 2-pt layup from 2 ft (assist by D. Fox),,116,110
4,0:25.0,Shooting foul by R. Gobert (drawn by N. Bjelica),,116,110
4,0:25.0,N. Bjelica makes free throw 1 of 1,,117,110
4,0:25.0,,Utah full timeout,117,110
4,0:25.0,J. Jackson enters the game for N. Bjelica,,117,110
4,0:21.0,,J. Crowder misses 3-pt jump shot from 25 ft,117,110
4,0:19.0,Defensive rebound by D. Fox,,117,110
4,0:08.0,Personal foul by J. Ingles (drawn by I. Shumpert),,117,110
4,0:08.0,I. Shumpert makes free throw 1 of 2,,118,110
4,0:08.0,Violation by Team (delay of game),,118,110
4,0:08.0,I. Shumpert makes free throw 2 of 2,,119,110
4,0:08.0,,Away from play foul by W. Cauley-Stein (drawn by D. Mitchell),119,110
4,0:08.0,,R. Rubio misses free throw 1 of 1,119,110
4,0:08.0,,Offensive rebound by Team,119,110
4,0:08.0,M. Bagley enters the game for W. Cauley-Stein,,119,110
4,0:02.0,,D. Mitchell misses 3-pt jump shot from 26 ft (block by I. Shumpert),119,110
4,0:02.0,Defensive rebound by B. Bogdanović,,119,110
