QUARTER,TIME_REMAINING,TORONTO_ACTION,CLEVELAND_ACTION,TORONTO_SCORE,CLEVELAND_SCORE
4,5:42.0,,Defensive rebound by K. Love,90,108
4,5:20.0,,Turnover by Team (shot clock),90,108
4,5:20.0,Toronto full timeout,,90,108
4,5:20.0,J. Lin enters the game for K. Lowry,,90,108
4,5:20.0,N. Powell enters the game for P. McCaw,,90,108
4,5:06.0,P. Siakam misses 2-pt layup from 1 ft,,90,108
4,5:03.0,,Defensive rebound by N. Stauskas,90,108
4,4:49.0,,Turnover by K. Love (traveling),90,108
4,4:39.0,J. Lin misses 3-pt jump shot from 25 ft,,90,108
4,4:35.0,,Defensive rebound by C. Sexton,90,108
4,4:20.0,,J. Clarkson misses 3-pt jump shot from 23 ft,90,108
4,4:17.0,Defensive rebound by P. Siakam,,90,108
4,4:11.0,P. Siakam makes 2-pt jump shot from 7 ft,,92,108
4,3:56.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by N. Stauskas),92,111
4,3:48.0,Offensive foul by P. Siakam (drawn by K. Love),,92,111
4,3:48.0,Turnover by P. Siakam (offensive foul),,92,111
4,3:48.0,C. Boucher enters the game for K. Leonard,,92,111
4,3:48.0,M. Miller enters the game for P. Siakam,,92,111
4,3:34.0,,C. Sexton misses 2-pt jump shot from 20 ft,92,111
4,3:32.0,Defensive rebound by C. Boucher,,92,111
4,3:24.0,Turnover by N. Powell (traveling),,92,111
4,3:08.0,,K. Love misses 2-pt hook shot from 7 ft,92,111
4,3:05.0,Defensive rebound by C. Boucher,,92,111
4,2:57.0,C. Boucher misses 2-pt layup from 5 ft,,92,111
4,2:54.0,,Defensive rebound by K. Love,92,111
4,2:44.0,,Shooting foul by C. Boucher (drawn by K. Love),92,111
4,2:44.0,,K. Love makes free throw 1 of 2,92,112
4,2:44.0,,K. Love makes free throw 2 of 2,92,113
4,2:31.0,Shooting foul by N. Stauskas (drawn by J. Lin),,92,113
4,2:31.0,J. Lin misses free throw 1 of 2,,92,113
4,2:31.0,Offensive rebound by Team,,92,113
4,2:31.0,J. Lin makes free throw 2 of 2,,93,113
4,2:14.0,,Turnover by C. Osman (bad pass; steal by C. Boucher),93,113
4,2:11.0,Offensive foul by C. Boucher (drawn by C. Osman),,93,113
4,2:11.0,Turnover by C. Boucher (offensive foul),,93,113
4,2:11.0,,D. Adel enters the game for K. Love,93,113
4,2:11.0,,C. Frye enters the game for C. Osman,93,113
4,1:52.0,,C. Sexton makes 2-pt jump shot from 7 ft (assist by N. Stauskas),93,115
4,1:44.0,J. Lin makes 2-pt layup from 2 ft,,95,115
4,1:32.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by C. Sexton),95,118
4,1:22.0,Shooting foul by C. Frye (drawn by C. Boucher),,95,118
4,1:22.0,C. Boucher makes free throw 1 of 2,,96,118
4,1:22.0,,D. Nwaba enters the game for J. Clarkson,96,118
4,1:22.0,C. Boucher makes free throw 2 of 2,,97,118
4,1:11.0,,C. Frye makes 3-pt jump shot from 28 ft (assist by C. Sexton),97,121
4,1:06.0,N. Powell misses 3-pt jump shot from 25 ft,,97,121
4,1:00.0,,Defensive rebound by C. Sexton,97,121
4,0:46.0,,C. Sexton makes 3-pt jump shot from 27 ft,97,124
4,0:36.0,M. Miller makes 3-pt jump shot from 23 ft (assist by J. Lin),,100,124
4,0:21.0,,C. Sexton misses 3-pt jump shot from 26 ft,100,124
4,0:19.0,,Offensive rebound by D. Nwaba,100,124
4,0:18.0,,D. Nwaba makes 2-pt dunk at rim,100,126
4,0:18.0,,Technical foul by D. Nwaba,100,126
4,0:18.0,N. Powell makes technical free throw,,101,126
4,0:11.0,J. Lin misses 2-pt jump shot from 18 ft,,101,126
4,0:08.0,,Defensive rebound by D. Adel,101,126
