QUARTER,TIME_REMAINING,DETROIT_ACTION,PHILADELPHIA_ACTION,DETROIT_SCORE,PHILADELPHIA_SCORE
4,9:32.0,J. Leuer makes 2-pt layup from 2 ft,,76,88
4,9:21.0,,J. Redick misses 3-pt jump shot from 26 ft,76,88
4,9:18.0,Defensive rebound by A. Drummond,,76,88
4,9:13.0,R. Jackson misses 3-pt jump shot from 25 ft,,76,88
4,9:10.0,,Defensive rebound by R. Covington,76,88
4,9:01.0,,Personal foul by G. Robinson (drawn by J. Redick),76,88
4,9:01.0,B. Griffin enters the game for J. Leuer,,76,88
4,9:01.0,S. Johnson enters the game for G. Robinson,,76,88
4,9:01.0,,D. Šarić enters the game for M. Fultz,76,88
4,9:01.0,,L. Shamet enters the game for M. Muscala,76,88
4,9:01.0,,B. Simmons enters the game for J. Redick,76,88
4,8:51.0,,Shooting foul by A. Drummond (drawn by J. Embiid),76,88
4,8:51.0,,J. Embiid misses free throw 1 of 2,76,88
4,8:51.0,,Offensive rebound by Team,76,88
4,8:51.0,Z. Pachulia enters the game for A. Drummond,,76,88
4,8:51.0,,J. Embiid misses free throw 2 of 2,76,88
4,8:49.0,Defensive rebound by B. Griffin,,76,88
4,8:38.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by B. Griffin),,78,88
4,8:36.0,,Philadelphia full timeout,78,88
4,8:24.0,,Personal foul by Z. Pachulia (drawn by J. Embiid),78,88
4,8:24.0,,J. Embiid makes free throw 1 of 2,78,89
4,8:24.0,,J. Embiid makes free throw 2 of 2,78,90
4,8:07.0,B. Griffin makes 2-pt jump shot from 8 ft (assist by J. Calderón),,80,90
4,7:51.0,,J. Embiid misses 3-pt jump shot from 26 ft,80,90
4,7:49.0,Defensive rebound by R. Jackson,,80,90
4,7:39.0,R. Jackson misses 3-pt jump shot from 24 ft,,80,90
4,7:35.0,,Defensive rebound by J. Embiid,80,90
4,7:30.0,,D. Šarić misses 3-pt jump shot from 25 ft,80,90
4,7:28.0,Defensive rebound by R. Jackson,,80,90
4,7:16.0,S. Johnson misses 3-pt jump shot from 24 ft,,80,90
4,7:15.0,,Defensive rebound by J. Embiid,80,90
4,7:11.0,,Personal foul by R. Jackson (drawn by B. Simmons),80,90
4,7:11.0,,B. Simmons makes free throw 1 of 2,80,91
4,7:11.0,A. Drummond enters the game for R. Jackson,,80,91
4,7:11.0,I. Smith enters the game for Z. Pachulia,,80,91
4,7:11.0,,A. Johnson enters the game for J. Embiid,80,91
4,7:11.0,,B. Simmons misses free throw 2 of 2,80,91
4,7:09.0,Defensive rebound by B. Griffin,,80,91
4,6:49.0,B. Griffin makes 2-pt jump shot from 7 ft,,82,91
4,6:30.0,,A. Johnson misses 2-pt hook shot from 7 ft,82,91
4,6:28.0,Defensive rebound by A. Drummond,,82,91
4,6:21.0,Personal foul by R. Covington (drawn by J. Calderón),,82,91
4,6:21.0,,J. Redick enters the game for R. Covington,82,91
4,6:14.0,Turnover by J. Calderón (bad pass; steal by B. Simmons),,82,91
4,6:08.0,,L. Shamet misses 3-pt jump shot from 25 ft,82,91
4,6:05.0,Defensive rebound by A. Drummond,,82,91
4,5:50.0,I. Smith makes 3-pt jump shot from 26 ft (assist by J. Calderón),,85,91
4,5:38.0,,Personal foul by J. Calderón (drawn by J. Redick),85,91
4,5:38.0,,J. Redick makes free throw 1 of 2,85,92
4,5:38.0,,J. Redick misses free throw 2 of 2,85,92
4,5:36.0,Defensive rebound by A. Drummond,,85,92
4,5:18.0,I. Smith misses 2-pt jump shot from 7 ft,,85,92
4,5:17.0,Offensive rebound by Team,,85,92
4,5:17.0,,Loose ball foul by A. Johnson (drawn by I. Smith),85,92
4,5:08.0,Turnover by B. Griffin (out of bounds lost ball),,85,92
4,4:53.0,,Turnover by D. Šarić (bad pass; steal by I. Smith),85,92
4,4:49.0,I. Smith makes 2-pt layup from 3 ft,,87,92
4,4:47.0,,Philadelphia full timeout,87,92
4,4:47.0,,R. Covington enters the game for A. Johnson,87,92
4,4:47.0,,J. Embiid enters the game for D. Šarić,87,92
4,4:47.0,,M. Muscala enters the game for L. Shamet,87,92
4,4:23.0,,Turnover by M. Muscala (off goaltending),87,92
4,4:07.0,B. Griffin misses 2-pt jump shot from 10 ft,,87,92
4,4:04.0,,Defensive rebound by J. Embiid,87,92
4,3:56.0,,J. Embiid makes 2-pt layup from 1 ft (assist by R. Covington),87,94
4,3:40.0,S. Johnson misses 3-pt jump shot from 26 ft,,87,94
4,3:37.0,,Defensive rebound by J. Embiid,87,94
4,3:22.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),87,97
4,3:21.0,Detroit full timeout,,87,97
4,3:21.0,R. Jackson enters the game for J. Calderón,,87,97
4,3:07.0,B. Griffin makes 2-pt layup from 4 ft,,89,97
4,3:07.0,Violation by Team (delay of game),,89,97
4,3:07.0,Violation by Team (delay of game),,89,97
4,3:07.0,,J. Redick makes technical free throw,89,98
4,2:56.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by J. Redick),89,101
4,2:36.0,Shooting foul by J. Embiid (drawn by A. Drummond),,89,101
4,2:36.0,A. Drummond misses free throw 1 of 2,,89,101
4,2:36.0,Offensive rebound by Team,,89,101
4,2:36.0,A. Drummond makes free throw 2 of 2,,90,101
4,2:20.0,,Shooting foul by B. Griffin (drawn by M. Muscala),90,101
4,2:20.0,,M. Muscala makes free throw 1 of 3,90,102
4,2:20.0,,M. Muscala makes free throw 2 of 3,90,103
4,2:20.0,,M. Muscala makes free throw 3 of 3,90,104
4,2:03.0,Shooting foul by R. Covington (drawn by B. Griffin),,90,104
4,2:03.0,B. Griffin makes free throw 1 of 2,,91,104
4,2:03.0,B. Griffin misses free throw 2 of 2,,91,104
4,2:01.0,,Defensive rebound by J. Embiid,91,104
4,1:43.0,,Shooting foul by B. Griffin (drawn by J. Embiid),91,104
4,1:43.0,,J. Embiid misses free throw 1 of 2,91,104
4,1:43.0,,Offensive rebound by Team,91,104
4,1:43.0,,J. Embiid makes free throw 2 of 2,91,105
4,1:43.0,Detroit full timeout,,91,105
4,1:38.0,B. Griffin misses 2-pt layup from 2 ft,,91,105
4,1:37.0,A. Drummond makes 2-pt layup at rim,,93,105
4,1:37.0,Offensive rebound by A. Drummond,,93,105
4,1:28.0,,Turnover by M. Muscala (palming),93,105
4,1:16.0,B. Griffin makes 2-pt hook shot from 2 ft,,95,105
4,0:57.0,,Personal foul by S. Johnson (drawn by J. Redick),95,105
4,0:57.0,,J. Redick makes free throw 1 of 2,95,106
4,0:57.0,,J. Redick makes free throw 2 of 2,95,107
4,0:45.0,B. Griffin makes 2-pt dunk from 2 ft,,97,107
4,0:19.0,,J. Embiid misses 2-pt jump shot from 22 ft,97,107
4,0:17.0,Defensive rebound by B. Griffin,,97,107
4,0:15.0,Personal take foul by B. Simmons (drawn by B. Griffin),,97,107
4,0:15.0,B. Griffin makes free throw 1 of 2,,98,107
4,0:15.0,B. Griffin makes free throw 2 of 2,,99,107
4,0:11.0,,Personal take foul by B. Griffin (drawn by J. Redick),99,107
4,0:11.0,,J. Redick makes free throw 1 of 2,99,108
4,0:11.0,,A. Johnson enters the game for J. Embiid,99,108
4,0:11.0,,J. Redick makes free throw 2 of 2,99,109
4,0:05.0,R. Jackson misses 3-pt jump shot from 26 ft,,99,109
4,0:03.0,,Defensive rebound by B. Simmons,99,109
