QUARTER,TIME_REMAINING,DETROIT_ACTION,CHICAGO_ACTION,DETROIT_SCORE,CHICAGO_SCORE
4,6:24.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by B. Griffin),,100,95
4,6:07.0,,Offensive foul by R. Lopez (drawn by Z. Pachulia),100,95
4,6:07.0,,Turnover by R. Lopez (offensive foul),100,95
4,6:07.0,,W. Carter enters the game for A. Blakeney,100,95
4,6:07.0,,J. Holiday enters the game for R. Lopez,100,95
4,5:47.0,S. Johnson misses 3-pt jump shot from 23 ft,,100,95
4,5:45.0,,Defensive rebound by B. Portis,100,95
4,5:37.0,,Personal foul by I. Smith (drawn by Z. LaVine),100,95
4,5:30.0,,Shooting foul by B. Griffin (drawn by B. Portis),100,95
4,5:30.0,,B. Portis makes free throw 1 of 2,100,96
4,5:30.0,R. Bullock enters the game for L. Galloway,,100,96
4,5:30.0,R. Jackson enters the game for S. Johnson,,100,96
4,5:30.0,,B. Portis makes free throw 2 of 2,100,97
4,5:07.0,B. Griffin makes 3-pt jump shot from 24 ft,,103,97
4,4:53.0,,Personal foul by R. Jackson (drawn by Z. LaVine),103,97
4,4:53.0,,J. Parker enters the game for W. Carter,103,97
4,4:47.0,,Z. LaVine makes 2-pt layup from 2 ft,103,99
4,4:27.0,B. Griffin makes 2-pt layup from 1 ft,,105,99
4,4:09.0,,B. Portis makes 2-pt layup from 1 ft,105,101
4,3:58.0,Offensive foul by R. Bullock (drawn by J. Holiday),,105,101
4,3:58.0,Turnover by R. Bullock (offensive foul),,105,101
4,3:50.0,,B. Portis misses 2-pt jump shot from 12 ft,105,101
4,3:49.0,Defensive rebound by Team,,105,101
4,3:49.0,,Loose ball foul by B. Portis (drawn by Z. Pachulia),105,101
4,3:27.0,B. Griffin misses 2-pt jump shot from 21 ft,,105,101
4,3:23.0,,Defensive rebound by J. Holiday,105,101
4,3:15.0,,J. Parker makes 3-pt jump shot from 25 ft (assist by C. Payne),105,104
4,3:12.0,Detroit full timeout,,105,104
4,3:12.0,A. Drummond enters the game for Z. Pachulia,,105,104
4,2:53.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by B. Griffin),,108,104
4,2:38.0,,B. Portis misses 3-pt jump shot from 26 ft,108,104
4,2:35.0,Defensive rebound by B. Griffin,,108,104
4,2:17.0,I. Smith misses 2-pt layup from 2 ft,,108,104
4,2:17.0,Offensive rebound by A. Drummond,,108,104
4,2:17.0,A. Drummond makes 2-pt layup from 2 ft,,110,104
4,2:17.0,,Chicago full timeout,110,104
4,2:07.0,,Z. LaVine misses 2-pt layup from 2 ft,110,104
4,2:07.0,,Offensive rebound by B. Portis,110,104
4,2:07.0,,B. Portis misses 2-pt layup from 1 ft,110,104
4,2:07.0,,Offensive rebound by Team,110,104
4,2:01.0,,Z. LaVine makes 2-pt layup from 2 ft,110,106
4,1:47.0,I. Smith makes 3-pt jump shot from 25 ft,,113,106
4,1:39.0,,Z. LaVine misses 3-pt jump shot from 25 ft,113,106
4,1:39.0,,Offensive rebound by C. Payne,113,106
4,1:36.0,,Shooting foul by I. Smith (drawn by C. Payne),113,106
4,1:36.0,,C. Payne makes free throw 1 of 3,113,107
4,1:36.0,,C. Payne makes free throw 2 of 3,113,108
4,1:36.0,,C. Payne makes free throw 3 of 3,113,109
4,1:20.0,B. Griffin misses 2-pt jump shot from 4 ft,,113,109
4,1:20.0,Offensive rebound by A. Drummond,,113,109
4,1:19.0,A. Drummond misses 2-pt layup at rim,,113,109
4,1:19.0,,Defensive rebound by Team,113,109
4,1:19.0,Loose ball foul by A. Drummond (drawn by C. Payne),,113,109
4,1:19.0,S. Johnson enters the game for A. Drummond,,113,109
4,1:19.0,,C. Payne makes free throw 1 of 2,113,110
4,1:19.0,,C. Payne makes free throw 2 of 2,113,111
4,1:00.0,B. Griffin makes 3-pt jump shot from 25 ft,,116,111
4,0:55.0,,Personal take foul by R. Jackson (drawn by J. Holiday),116,111
4,0:55.0,,J. Holiday makes free throw 1 of 2,116,112
4,0:55.0,,J. Holiday makes free throw 2 of 2,116,113
4,0:33.0,B. Griffin misses 2-pt hook shot from 9 ft,,116,113
4,0:31.0,,Defensive rebound by J. Parker,116,113
4,0:24.0,,Z. LaVine makes 3-pt jump shot from 26 ft,116,116
4,0:24.0,Detroit full timeout,,116,116
4,0:05.0,I. Smith makes 2-pt layup from 2 ft,,118,116
