QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SACRAMENTO_ACTION,WASHINGTON_SCORE,SACRAMENTO_SCORE
4,5:19.0,Turnover by K. Oubre (bad pass; steal by J. Jackson),,97,100
4,5:13.0,,D. Fox misses 3-pt jump shot from 25 ft,97,100
4,5:11.0,,Offensive rebound by J. Jackson,97,100
4,5:06.0,,D. Fox misses 2-pt jump shot from 17 ft,97,100
4,5:03.0,Defensive rebound by J. Green,,97,100
4,4:55.0,Turnover by J. Wall (lost ball; steal by D. Fox),,97,100
4,4:39.0,,B. Hield misses 2-pt layup from 4 ft (block by J. Wall),97,100
4,4:39.0,Defensive rebound by O. Porter,,97,100
4,4:39.0,Turnover by O. Porter (traveling),,97,100
4,4:39.0,M. Morris enters the game for O. Porter,,97,100
4,4:22.0,,D. Fox makes 2-pt layup from 3 ft,97,102
4,4:04.0,Shooting foul by B. Hield (drawn by J. Green),,97,102
4,4:04.0,J. Green makes free throw 1 of 2,,98,102
4,4:04.0,J. Green makes free throw 2 of 2,,99,102
4,3:56.0,,W. Cauley-Stein misses 2-pt dunk from 4 ft (block by J. Green),99,102
4,3:53.0,Defensive rebound by J. Green,,99,102
4,3:47.0,J. Green misses 2-pt layup from 3 ft,,99,102
4,3:43.0,Offensive rebound by K. Oubre,,99,102
4,3:41.0,K. Oubre misses 2-pt layup from 3 ft,,99,102
4,3:41.0,,Defensive rebound by J. Jackson,99,102
4,3:37.0,,Shooting foul by J. Wall (drawn by W. Cauley-Stein),99,102
4,3:37.0,,W. Cauley-Stein misses free throw 1 of 2,99,102
4,3:37.0,,Offensive rebound by Team,99,102
4,3:37.0,,W. Cauley-Stein makes free throw 2 of 2,99,103
4,3:37.0,Washington full timeout,,99,103
4,3:37.0,,I. Shumpert enters the game for D. Fox,99,103
4,3:30.0,J. Green makes 2-pt dunk from 1 ft (assist by J. Wall),,101,103
4,3:22.0,,Sacramento full timeout,101,103
4,3:22.0,,D. Fox enters the game for I. Shumpert,101,103
4,3:12.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),101,106
4,2:51.0,Turnover by B. Beal (lost ball; steal by J. Jackson),,101,106
4,2:45.0,,B. Hield makes 2-pt layup from 1 ft (assist by N. Bjelica),101,108
4,2:33.0,J. Wall misses 3-pt jump shot from 25 ft,,101,108
4,2:30.0,Offensive rebound by J. Green,,101,108
4,2:30.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by J. Green),,104,108
4,2:12.0,,D. Fox misses 3-pt jump shot from 25 ft,104,108
4,2:09.0,,Offensive rebound by W. Cauley-Stein,104,108
4,2:08.0,,W. Cauley-Stein misses 2-pt jump shot from 2 ft (block by K. Oubre),104,108
4,2:08.0,,Offensive rebound by W. Cauley-Stein,104,108
4,2:08.0,,Shooting foul by B. Beal (drawn by W. Cauley-Stein),104,108
4,2:08.0,,W. Cauley-Stein makes free throw 1 of 2,104,109
4,2:08.0,,W. Cauley-Stein makes free throw 2 of 2,104,110
4,2:02.0,J. Wall misses 2-pt layup from 3 ft (block by B. Hield),,104,110
4,2:02.0,Offensive rebound by Team,,104,110
4,1:55.0,B. Beal misses 3-pt jump shot from 25 ft,,104,110
4,1:52.0,,Defensive rebound by W. Cauley-Stein,104,110
4,1:36.0,,D. Fox misses 2-pt jump shot from 21 ft,104,110
4,1:33.0,Defensive rebound by K. Oubre,,104,110
4,1:30.0,J. Wall makes 2-pt layup from 2 ft,,106,110
4,1:12.0,,J. Jackson misses 3-pt jump shot from 25 ft,106,110
4,1:09.0,Defensive rebound by J. Green,,106,110
4,1:04.0,B. Beal makes 3-pt jump shot from 25 ft (assist by K. Oubre),,109,110
4,1:04.0,,Sacramento full timeout,109,110
4,0:40.0,,D. Fox misses 2-pt jump shot from 16 ft,109,110
4,0:37.0,Defensive rebound by K. Oubre,,109,110
4,0:31.0,Personal foul by J. Jackson (drawn by M. Morris),,109,110
4,0:23.0,Turnover by B. Beal (out of bounds lost ball),,109,110
4,0:19.0,,Personal foul by B. Beal (drawn by B. Hield),109,110
4,0:19.0,,B. Hield misses free throw 1 of 2,109,110
4,0:19.0,,Offensive rebound by Team,109,110
4,0:19.0,,B. Hield makes free throw 2 of 2,109,111
4,0:19.0,Washington full timeout,,109,111
4,0:09.0,Turnover by M. Morris (traveling),,109,111
4,0:09.0,,F. Mason enters the game for D. Fox,109,111
4,0:06.0,,Personal foul by J. Wall (drawn by B. Hield),109,111
4,0:06.0,,B. Hield makes free throw 1 of 2,109,112
4,0:06.0,,D. Fox enters the game for F. Mason,109,112
4,0:06.0,,B. Hield makes free throw 2 of 2,109,113
4,0:06.0,Washington full timeout,,109,113
4,0:06.0,O. Porter enters the game for J. Green,,109,113
4,0:03.0,J. Wall makes 3-pt jump shot from 25 ft (assist by O. Porter),,112,113
4,0:02.0,,Personal foul by J. Wall (drawn by D. Fox),112,113
4,0:02.0,J. Green enters the game for J. Wall,,112,113
4,0:02.0,,D. Fox misses free throw 1 of 2,112,113
4,0:02.0,,Offensive rebound by Team,112,113
4,0:02.0,,D. Fox makes free throw 2 of 2,112,114
4,0:02.0,Turnover by J. Green (bad pass),,112,114
4,0:01.0,,Personal foul by M. Morris (drawn by N. Bjelica),112,114
4,0:01.0,,N. Bjelica makes free throw 1 of 2,112,115
4,0:01.0,,N. Bjelica makes free throw 2 of 2,112,116
4,0:00.0,K. Oubre misses 3-pt jump shot from 37 ft,,112,116
4,0:00.0,Offensive rebound by Team,,112,116
