QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHICAGO_ACTION,CLEVELAND_SCORE,CHICAGO_SCORE
4,0:56.0,C. Osman misses 3-pt jump shot from 27 ft,,100,101
4,0:53.0,,Defensive rebound by Z. LaVine,100,101
4,0:36.0,,R. Lopez misses 2-pt hook shot from 9 ft,100,101
4,0:34.0,Defensive rebound by A. Burks,,100,101
4,0:17.0,R. Hood misses 2-pt layup from 2 ft (block by R. Lopez),,100,101
4,0:17.0,Offensive rebound by A. Burks,,100,101
4,0:17.0,A. Burks makes 2-pt jump shot from 10 ft,,102,101
4,0:17.0,,Chicago full timeout,102,101
4,0:08.0,,K. Dunn misses 2-pt layup from 2 ft,102,101
4,0:06.0,Defensive rebound by A. Žižić,,102,101
4,0:05.0,Personal take foul by L. Markkanen (drawn by M. Dellavedova),,102,101
4,0:04.0,Personal take foul by K. Dunn (drawn by M. Dellavedova),,102,101
4,0:04.0,M. Dellavedova makes free throw 1 of 2,,103,101
4,0:04.0,M. Dellavedova makes free throw 2 of 2,,104,101
4,0:04.0,,Chicago full timeout,104,101
4,0:04.0,L. Nance enters the game for A. Žižić,,104,101
4,0:00.0,,Z. LaVine misses 3-pt jump shot from 24 ft,104,101
4,0:00.0,,Offensive rebound by Team,104,101
