QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
4,2:44.0,M. Richardson makes 3-pt jump shot from 27 ft (assist by L. Brown),,106,84
4,2:22.0,,Q. Cook makes 2-pt layup from 2 ft (assist by J. Bell),106,86
4,2:11.0,D. Wright makes 2-pt layup from 3 ft,,108,86
4,2:00.0,,Turnover by J. Bell (bad pass),108,86
4,1:55.0,M. Richardson misses 3-pt jump shot from 25 ft,,108,86
4,1:53.0,,Defensive rebound by A. McKinnie,108,86
4,1:41.0,,Shooting foul by D. Wright (drawn by D. Lee),108,86
4,1:41.0,,D. Lee makes free throw 1 of 2,108,87
4,1:41.0,,D. Lee makes free throw 2 of 2,108,88
4,1:18.0,L. Brown misses 2-pt jump shot from 18 ft,,108,88
4,1:17.0,,Defensive rebound by J. Bell,108,88
4,1:08.0,,J. Evans makes 2-pt layup from 7 ft,108,90
4,1:08.0,,Shooting foul by M. Richardson (drawn by J. Evans),108,90
4,1:08.0,,J. Evans misses free throw 1 of 1,108,90
4,1:07.0,Defensive rebound by M. Richardson,,108,90
4,0:57.0,C. Miles makes 3-pt jump shot from 27 ft (assist by D. Wright),,111,90
4,0:51.0,,J. Evans misses 2-pt jump shot from 14 ft,111,90
4,0:50.0,Defensive rebound by O. Anunoby,,111,90
4,0:41.0,O. Anunoby makes 2-pt layup from 3 ft,,113,90
4,0:31.0,,Q. Cook makes 2-pt layup from 2 ft,113,92
4,0:31.0,,Shooting foul by C. Miles (drawn by Q. Cook),113,92
4,0:31.0,,Q. Cook makes free throw 1 of 1,113,93
4,0:16.0,C. Miles misses 3-pt jump shot from 27 ft,,113,93
4,0:14.0,Offensive rebound by D. Wright,,113,93
