QUARTER,TIME_REMAINING,PORTLAND_ACTION,GOLDEN STATE_ACTION,PORTLAND_SCORE,GOLDEN STATE_SCORE
4,3:59.0,,Defensive rebound by Team,95,112
4,3:44.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by J. Bell),95,115
4,3:32.0,C. McCollum misses 3-pt jump shot from 25 ft,,95,115
4,3:30.0,,Defensive rebound by Q. Cook,95,115
4,3:21.0,,Q. Cook makes 3-pt jump shot from 28 ft,95,118
4,3:19.0,Portland full timeout,,95,118
4,3:19.0,W. Baldwin enters the game for M. Leonard,,95,118
4,3:19.0,Z. Collins enters the game for D. Lillard,,95,118
4,3:19.0,J. Layman enters the game for C. McCollum,,95,118
4,3:19.0,N. Stauskas enters the game for J. Nurkić,,95,118
4,3:19.0,C. Swanigan enters the game for E. Turner,,95,118
4,3:19.0,,J. Evans enters the game for K. Durant,95,118
4,3:19.0,,D. Jones enters the game for A. Iguodala,95,118
4,3:19.0,,D. Lee enters the game for K. Thompson,95,118
4,3:07.0,N. Stauskas misses 2-pt jump shot from 14 ft,,95,118
4,3:06.0,,Defensive rebound by J. Bell,95,118
4,2:50.0,,Q. Cook makes 2-pt jump shot from 17 ft,95,120
4,2:33.0,J. Layman makes 2-pt jump shot from 13 ft (assist by C. Swanigan),,97,120
4,2:17.0,,Q. Cook misses 3-pt jump shot from 27 ft,97,120
4,2:15.0,Defensive rebound by C. Swanigan,,97,120
4,2:10.0,Turnover by W. Baldwin (lost ball; steal by D. Jones),,97,120
4,2:00.0,,Q. Cook misses 3-pt jump shot from 29 ft,97,120
4,1:58.0,Defensive rebound by Z. Collins,,97,120
4,1:44.0,Z. Collins misses 2-pt hook shot from 7 ft (block by J. Bell),,97,120
4,1:43.0,Offensive rebound by Team,,97,120
4,1:42.0,Turnover by J. Layman (bad pass; steal by J. Bell),,97,120
4,1:38.0,,Q. Cook makes 2-pt layup from 2 ft (assist by J. Bell),97,122
4,1:20.0,Z. Collins misses 3-pt jump shot from 23 ft,,97,122
4,1:18.0,,Defensive rebound by Q. Cook,97,122
4,1:01.0,,Turnover by J. Bell (bad pass),97,122
4,0:55.0,N. Stauskas misses 2-pt layup from 2 ft,,97,122
4,0:54.0,,Defensive rebound by Team,97,122
4,0:41.0,,Personal foul by C. Swanigan (drawn by D. Jones),97,122
4,0:37.0,,D. Lee makes 3-pt jump shot from 26 ft (assist by J. Bell),97,125
4,0:28.0,W. Baldwin misses 2-pt jump shot from 11 ft,,97,125
4,0:27.0,,Defensive rebound by D. Lee,97,125
4,0:06.0,,D. Jones misses 2-pt dunk from 1 ft,97,125
4,0:05.0,Defensive rebound by Z. Collins,,97,125
