QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MIAMI_ACTION,MILWAUKEE_SCORE,MIAMI_SCORE
4,4:54.0,,H. Whiteside makes free throw 1 of 2,75,80
4,4:54.0,,H. Whiteside misses free throw 2 of 2,75,80
4,4:54.0,Defensive rebound by Team,,75,80
4,4:49.0,Turnover by E. Bledsoe (bad pass),,75,80
4,4:32.0,,J. Winslow misses 3-pt jump shot from 25 ft,75,80
4,4:30.0,Defensive rebound by G. Antetokounmpo,,75,80
4,4:27.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,75,80
4,4:24.0,,Defensive rebound by H. Whiteside,75,80
4,4:09.0,,Turnover by J. Winslow (bad pass; steal by E. Bledsoe),75,80
4,4:07.0,Shooting foul by R. McGruder (drawn by E. Bledsoe),,75,80
4,4:07.0,E. Bledsoe makes free throw 1 of 2,,76,80
4,4:07.0,E. Bledsoe misses free throw 2 of 2,,76,80
4,4:00.0,Offensive rebound by E. Bledsoe,,76,80
4,3:50.0,K. Middleton misses 3-pt jump shot from 25 ft,,76,80
4,3:48.0,,Defensive rebound by H. Whiteside,76,80
4,3:37.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Johnson),76,82
4,3:37.0,Milwaukee full timeout,,76,82
4,3:37.0,,D. Wade enters the game for R. McGruder,76,82
4,3:19.0,D. Wilson makes 2-pt jump shot from 11 ft (assist by K. Middleton),,78,82
4,3:05.0,,J. Winslow misses 3-pt jump shot from 26 ft,78,82
4,3:02.0,,Offensive rebound by J. Johnson,78,82
4,2:51.0,,H. Whiteside misses 2-pt hook shot from 5 ft,78,82
4,2:48.0,Defensive rebound by D. Wilson,,78,82
4,2:42.0,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,81,82
4,2:25.0,,Personal foul by G. Antetokounmpo (drawn by J. Richardson),81,82
4,2:25.0,,J. Richardson makes free throw 1 of 2,81,83
4,2:25.0,,J. Richardson makes free throw 2 of 2,81,84
4,2:10.0,T. Snell misses 3-pt jump shot from 23 ft,,81,84
4,2:06.0,,Defensive rebound by H. Whiteside,81,84
4,1:57.0,,D. Wade makes 2-pt jump shot from 13 ft,81,86
4,1:34.0,K. Middleton misses 3-pt jump shot from 25 ft,,81,86
4,1:32.0,Offensive rebound by D. Wilson,,81,86
4,1:30.0,D. Wilson misses 2-pt jump shot from 3 ft,,81,86
4,1:28.0,,Defensive rebound by H. Whiteside,81,86
4,1:10.0,,J. Richardson misses 2-pt jump shot from 21 ft,81,86
4,1:10.0,Defensive rebound by Team,,81,86
4,1:00.0,K. Middleton makes 2-pt jump shot from 8 ft (assist by T. Snell),,83,86
4,0:46.0,,D. Wade makes 2-pt jump shot from 13 ft,83,88
4,0:46.0,Milwaukee full timeout,,83,88
4,0:38.0,K. Middleton misses 3-pt jump shot from 25 ft (block by J. Johnson),,83,88
4,0:35.0,,Defensive rebound by D. Wade,83,88
4,0:35.0,,J. Richardson makes 2-pt dunk from 1 ft (assist by D. Wade),83,90
4,0:28.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,83,90
4,0:24.0,,Defensive rebound by H. Whiteside,83,90
4,0:24.0,,Personal foul by G. Antetokounmpo (drawn by D. Wade),83,90
4,0:24.0,,D. Wade makes free throw 1 of 2,83,91
4,0:24.0,,D. Wade makes free throw 2 of 2,83,92
4,0:19.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,85,92
4,0:18.0,,Personal foul by G. Antetokounmpo (drawn by J. Richardson),85,92
4,0:18.0,,J. Richardson makes free throw 1 of 2,85,93
4,0:18.0,,J. Richardson makes free throw 2 of 2,85,94
4,0:15.0,Shooting foul by J. Richardson (drawn by E. Bledsoe),,85,94
4,0:15.0,E. Bledsoe makes free throw 1 of 2,,86,94
4,0:15.0,E. Bledsoe makes free throw 2 of 2,,87,94
