QUARTER,TIME_REMAINING,ORLANDO_ACTION,ATLANTA_ACTION,ORLANDO_SCORE,ATLANTA_SCORE
4,4:55.0,Defensive rebound by T. Ross,,106,95
4,4:34.0,N. Vučević misses 2-pt layup from 3 ft,,106,95
4,4:32.0,Offensive rebound by J. Isaac,,106,95
4,4:32.0,J. Isaac misses 2-pt dunk from 1 ft,,106,95
4,4:31.0,Offensive rebound by J. Isaac,,106,95
4,4:30.0,J. Isaac misses 2-pt layup from 2 ft,,106,95
4,4:29.0,,Defensive rebound by D. Dedmon,106,95
4,4:22.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by T. Young),106,97
4,4:12.0,Orlando full timeout,,106,97
4,4:12.0,,D. Bembry enters the game for T. Prince,106,97
4,4:07.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by T. Ross),,108,97
4,3:44.0,,J. Collins misses 2-pt hook shot from 5 ft,108,97
4,3:42.0,Defensive rebound by N. Vučević,,108,97
4,3:31.0,D. Augustin misses 2-pt jump shot from 16 ft,,108,97
4,3:26.0,Offensive rebound by N. Vučević,,108,97
4,3:26.0,N. Vučević misses 2-pt layup from 1 ft,,108,97
4,3:25.0,,Defensive rebound by D. Dedmon,108,97
4,3:16.0,,Turnover by J. Lin (lost ball; steal by J. Isaac),108,97
4,3:16.0,Personal take foul by J. Collins (drawn by E. Fournier),,108,97
4,3:16.0,E. Fournier makes free throw 1 of 2,,109,97
4,3:16.0,,O. Spellman enters the game for J. Collins,109,97
4,3:16.0,E. Fournier makes free throw 2 of 2,,110,97
4,3:04.0,,D. Dedmon misses 2-pt dunk from 3 ft (block by J. Isaac),110,97
4,3:02.0,Defensive rebound by E. Fournier,,110,97
4,2:48.0,N. Vučević makes 2-pt hook shot from 12 ft (assist by D. Augustin),,112,97
4,2:34.0,Violation by Team (kicked ball),,112,97
4,2:27.0,,T. Young makes 2-pt layup from 1 ft,112,99
4,2:09.0,D. Augustin makes 3-pt jump shot from 26 ft,,115,99
4,1:59.0,,Offensive foul by O. Spellman (drawn by E. Fournier),115,99
4,1:59.0,,Turnover by O. Spellman (offensive foul),115,99
4,1:39.0,T. Ross misses 3-pt jump shot from 22 ft,,115,99
4,1:36.0,,Defensive rebound by O. Spellman,115,99
4,1:27.0,,J. Lin makes 2-pt jump shot from 21 ft,115,101
4,1:21.0,Personal foul by J. Lin (drawn by D. Augustin),,115,101
4,1:21.0,D. Augustin makes free throw 1 of 2,,116,101
4,1:21.0,D. Augustin makes free throw 2 of 2,,117,101
4,1:12.0,,D. Dedmon misses 3-pt jump shot from 26 ft,117,101
4,1:10.0,Defensive rebound by N. Vučević,,117,101
4,0:55.0,E. Fournier misses 2-pt jump shot from 13 ft,,117,101
4,0:55.0,Offensive rebound by J. Isaac,,117,101
4,0:55.0,J. Isaac makes 2-pt dunk from 1 ft,,119,101
4,0:49.0,,T. Young makes 2-pt jump shot from 14 ft,119,103
4,0:30.0,D. Augustin makes 3-pt jump shot from 26 ft,,122,103
4,0:19.0,,D. Bembry misses 3-pt jump shot from 23 ft,122,103
4,0:16.0,Defensive rebound by N. Vučević,,122,103
