QUARTER,TIME_REMAINING,DALLAS_ACTION,LA CLIPPERS_ACTION,DALLAS_SCORE,LA CLIPPERS_SCORE
4,4:56.0,T. Hardaway misses 3-pt jump shot from 29 ft,,103,108
4,4:53.0,,Defensive rebound by M. Harrell,103,108
4,4:45.0,,M. Harrell makes 2-pt layup from 4 ft (assist by L. Williams),103,110
4,4:45.0,,Shooting foul by M. Kleber (drawn by M. Harrell),103,110
4,4:45.0,L. Dončić enters the game for J. Brunson,,103,110
4,4:45.0,D. Powell enters the game for S. Mejri,,103,110
4,4:45.0,,M. Harrell makes free throw 1 of 1,103,111
4,4:27.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,103,111
4,4:20.0,,Defensive rebound by P. Beverley,103,111
4,4:15.0,,M. Harrell misses 2-pt layup from 4 ft,103,111
4,4:12.0,Defensive rebound by L. Dončić,,103,111
4,4:11.0,Personal foul by P. Beverley (drawn by L. Dončić),,103,111
4,4:11.0,,LA Clippers full timeout,103,111
4,4:11.0,L. Dončić makes free throw 1 of 2,,104,111
4,4:11.0,L. Dončić makes free throw 2 of 2,,105,111
4,3:50.0,,P. Beverley makes 3-pt jump shot from 28 ft (assist by M. Harrell),105,114
4,3:35.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by M. Kleber),,108,114
4,3:14.0,,L. Williams misses 3-pt jump shot from 24 ft,108,114
4,3:10.0,Defensive rebound by D. Finney-Smith,,108,114
4,3:04.0,Turnover by T. Hardaway (lost ball; steal by G. Temple),,108,114
4,2:54.0,,Personal foul by D. Powell (drawn by L. Williams),108,114
4,2:42.0,,L. Williams misses 3-pt jump shot from 31 ft,108,114
4,2:37.0,Defensive rebound by L. Dončić,,108,114
4,2:32.0,T. Hardaway misses 3-pt jump shot from 27 ft,,108,114
4,2:27.0,,Defensive rebound by P. Beverley,108,114
4,2:26.0,,G. Temple makes 2-pt layup from 2 ft (assist by P. Beverley),108,116
4,2:25.0,Dallas full timeout,,108,116
4,2:16.0,Shooting foul by M. Harrell (drawn by D. Powell),,108,116
4,2:16.0,D. Powell makes free throw 1 of 2,,109,116
4,2:16.0,D. Powell makes free throw 2 of 2,,110,116
4,2:03.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),110,118
4,1:42.0,M. Kleber misses 2-pt layup from 2 ft,,110,118
4,1:39.0,Offensive rebound by D. Finney-Smith,,110,118
4,1:39.0,D. Finney-Smith misses 2-pt layup from 1 ft,,110,118
4,1:39.0,,Defensive rebound by P. Beverley,110,118
4,1:39.0,,Personal foul by D. Finney-Smith (drawn by P. Beverley),110,118
4,1:39.0,D. Nowitzki enters the game for M. Kleber,,110,118
4,1:20.0,,Turnover by D. Gallinari (lost ball; steal by D. Finney-Smith),110,118
4,1:14.0,Turnover by L. Dončić (bad pass),,110,118
4,0:59.0,,L. Williams misses 2-pt layup from 5 ft,110,118
4,0:58.0,,Offensive rebound by Team,110,118
4,0:58.0,Loose ball foul by D. Powell (drawn by D. Gallinari),,110,118
4,0:58.0,,D. Gallinari makes free throw 1 of 2,110,119
4,0:58.0,,D. Gallinari makes free throw 2 of 2,110,120
4,0:50.0,D. Nowitzki misses 3-pt jump shot from 28 ft,,110,120
4,0:45.0,,Defensive rebound by M. Harrell,110,120
4,0:27.0,,L. Williams misses 3-pt jump shot from 28 ft,110,120
4,0:24.0,,Offensive rebound by M. Harrell,110,120
4,0:22.0,,Personal foul by T. Hardaway (drawn by P. Beverley),110,120
4,0:22.0,,P. Beverley misses free throw 1 of 2,110,120
4,0:22.0,,Offensive rebound by Team,110,120
4,0:22.0,J. Brunson enters the game for T. Hardaway,,110,120
4,0:22.0,,J. Green enters the game for D. Gallinari,110,120
4,0:22.0,,S. Thornwell enters the game for L. Williams,110,120
4,0:22.0,,P. Beverley makes free throw 2 of 2,110,121
4,0:16.0,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),,112,121
4,0:09.0,,LA Clippers full timeout,112,121
