QUARTER,TIME_REMAINING,MIAMI_ACTION,CHICAGO_ACTION,MIAMI_SCORE,CHICAGO_SCORE
4,6:12.0,Defensive rebound by D. Wade,,103,88
4,6:02.0,Turnover by D. Wade (traveling),,103,88
4,5:49.0,,Z. LaVine misses 3-pt jump shot from 25 ft,103,88
4,5:47.0,Defensive rebound by D. Wade,,103,88
4,5:33.0,D. Jones makes 2-pt layup from 1 ft (assist by D. Waiters),,105,88
4,5:08.0,,B. Portis makes 2-pt jump shot from 11 ft,105,90
4,4:48.0,Personal foul by R. Arcidiacono (drawn by T. Johnson),,105,90
4,4:42.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,108,90
4,4:21.0,,Z. LaVine makes 2-pt layup from 2 ft,108,92
4,4:21.0,Miami full timeout,,108,92
4,4:21.0,,C. Hutchison enters the game for R. Arcidiacono,108,92
4,4:04.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by D. Wade),,111,92
4,3:45.0,,C. Hutchison makes 3-pt jump shot from 23 ft (assist by Z. LaVine),111,95
4,3:23.0,Miami full timeout,,111,95
4,3:17.0,Turnover by B. Adebayo (lost ball; steal by B. Portis),,111,95
4,3:12.0,,C. Hutchison makes 2-pt layup from 1 ft (assist by K. Dunn),111,97
4,2:59.0,Turnover by D. Wade (bad pass),,111,97
4,2:49.0,,Shooting foul by D. Wade (drawn by Z. LaVine),111,97
4,2:49.0,,Z. LaVine makes free throw 1 of 2,111,98
4,2:49.0,,Z. LaVine misses free throw 2 of 2,111,98
4,2:46.0,Defensive rebound by D. Jones,,111,98
4,2:35.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by D. Wade),,114,98
4,2:14.0,,Turnover by L. Markkanen (bad pass),114,98
4,2:00.0,Shooting foul by B. Portis (drawn by B. Adebayo),,114,98
4,2:00.0,B. Adebayo misses free throw 1 of 2,,114,98
4,2:00.0,Offensive rebound by Team,,114,98
4,2:00.0,R. McGruder enters the game for D. Wade,,114,98
4,2:00.0,B. Adebayo makes free throw 2 of 2,,115,98
4,1:43.0,,Z. LaVine misses 2-pt layup from 3 ft,115,98
4,1:40.0,Defensive rebound by T. Johnson,,115,98
4,1:38.0,Offensive foul by B. Adebayo (drawn by K. Dunn),,115,98
4,1:38.0,Turnover by B. Adebayo (offensive foul),,115,98
4,1:29.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by K. Dunn),115,101
4,1:21.0,Turnover by R. McGruder (bad pass; steal by K. Dunn),,115,101
4,1:11.0,,Z. LaVine misses 3-pt jump shot from 24 ft,115,101
4,1:07.0,Defensive rebound by R. McGruder,,115,101
4,0:49.0,D. Waiters makes 2-pt layup from 2 ft,,117,101
4,0:31.0,,C. Hutchison misses 2-pt jump shot from 8 ft,117,101
4,0:31.0,,Offensive rebound by Team,117,101
4,0:31.0,Loose ball foul by R. McGruder (drawn by Z. LaVine),,117,101
4,0:21.0,,K. Dunn misses 2-pt hook shot from 6 ft,117,101
4,0:19.0,,Offensive rebound by B. Portis,117,101
4,0:19.0,,B. Portis misses 2-pt layup from 1 ft,117,101
4,0:19.0,,Offensive rebound by B. Portis,117,101
4,0:16.0,,B. Portis makes 2-pt layup from 1 ft,117,103
