QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
4,5:15.0,,R. O'Neale misses 2-pt layup from 1 ft,98,90
4,5:15.0,Defensive rebound by E. Turner,,98,90
4,5:05.0,D. Lillard makes 3-pt jump shot from 25 ft,,101,90
4,4:50.0,,Shooting foul by J. Nurkić (drawn by D. Mitchell),101,90
4,4:50.0,,D. Mitchell makes free throw 1 of 2,101,91
4,4:50.0,,D. Mitchell makes free throw 2 of 2,101,92
4,4:33.0,D. Lillard misses 3-pt jump shot from 29 ft,,101,92
4,4:30.0,Offensive rebound by E. Turner,,101,92
4,4:21.0,J. Layman misses 3-pt jump shot from 23 ft,,101,92
4,4:18.0,,Defensive rebound by R. O'Neale,101,92
4,4:10.0,,D. Mitchell misses 2-pt jump shot from 8 ft,101,92
4,4:08.0,,Offensive rebound by Team,101,92
4,4:01.0,,Turnover by R. Gobert (bad pass; steal by C. McCollum),101,92
4,3:39.0,D. Lillard makes 2-pt layup from 8 ft,,103,92
4,3:25.0,,Shooting foul by J. Nurkić (drawn by D. Mitchell),103,92
4,3:25.0,,D. Mitchell makes free throw 1 of 2,103,93
4,3:25.0,,D. Mitchell makes free throw 2 of 2,103,94
4,3:01.0,E. Turner misses 2-pt layup from 2 ft (block by R. Gobert),,103,94
4,2:59.0,,Defensive rebound by J. Crowder,103,94
4,2:57.0,,J. Crowder misses 3-pt jump shot from 25 ft,103,94
4,2:54.0,Defensive rebound by J. Layman,,103,94
4,2:45.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,106,94
4,2:30.0,,D. Mitchell makes 2-pt jump shot from 12 ft,106,96
4,2:08.0,C. McCollum misses 2-pt jump shot from 10 ft,,106,96
4,2:05.0,,Defensive rebound by R. Gobert,106,96
4,1:58.0,,D. Mitchell makes 2-pt jump shot from 11 ft,106,98
4,1:58.0,,Shooting foul by J. Nurkić (drawn by D. Mitchell),106,98
4,1:58.0,,D. Mitchell misses free throw 1 of 1,106,98
4,1:57.0,Defensive rebound by E. Turner,,106,98
4,1:43.0,D. Lillard misses 2-pt jump shot from 13 ft,,106,98
4,1:41.0,,Defensive rebound by R. Gobert,106,98
4,1:35.0,,D. Mitchell makes 2-pt layup from 2 ft,106,100
4,1:35.0,Portland full timeout,,106,100
4,1:32.0,Personal foul by J. Ingles (drawn by C. McCollum),,106,100
4,1:17.0,D. Lillard makes 2-pt jump shot from 18 ft,,108,100
4,1:06.0,,D. Mitchell makes 2-pt layup from 4 ft,108,102
4,0:44.0,D. Lillard misses 2-pt layup from 3 ft,,108,102
4,0:41.0,Offensive rebound by J. Nurkić,,108,102
4,0:41.0,J. Nurkić misses 2-pt layup from 3 ft (block by R. O'Neale),,108,102
4,0:41.0,,Defensive rebound by D. Mitchell,108,102
4,0:41.0,,Personal foul by J. Nurkić (drawn by D. Mitchell),108,102
4,0:41.0,M. Leonard enters the game for J. Nurkić,,108,102
4,0:41.0,,D. Mitchell makes free throw 1 of 2,108,103
4,0:41.0,,D. Mitchell makes free throw 2 of 2,108,104
4,0:19.0,D. Lillard misses 2-pt jump shot from 12 ft (block by R. Gobert),,108,104
4,0:16.0,Offensive rebound by D. Lillard,,108,104
4,0:15.0,D. Lillard misses 2-pt layup from 3 ft,,108,104
4,0:14.0,,Defensive rebound by R. Gobert,108,104
4,0:10.0,,J. Ingles misses 3-pt jump shot from 22 ft,108,104
4,0:10.0,Defensive rebound by J. Layman,,108,104
4,0:05.0,Personal foul by R. O'Neale (drawn by D. Lillard),,108,104
4,0:05.0,D. Lillard makes free throw 1 of 2,,109,104
4,0:05.0,D. Lillard misses free throw 2 of 2,,109,104
4,0:05.0,,Defensive rebound by R. Gobert,109,104
4,0:05.0,,Utah full timeout,109,104
4,0:05.0,A. Aminu enters the game for M. Leonard,,109,104
4,0:05.0,,K. Korver enters the game for R. O'Neale,109,104
4,0:04.0,,D. Mitchell misses 3-pt jump shot from 36 ft,109,104
4,0:04.0,,Offensive rebound by R. Gobert,109,104
4,0:00.0,,R. Gobert misses 2-pt layup from 2 ft,109,104
4,0:00.0,Defensive rebound by A. Aminu,,109,104
