QUARTER,TIME_REMAINING,PORTLAND_ACTION,HOUSTON_ACTION,PORTLAND_SCORE,HOUSTON_SCORE
4,6:18.0,Defensive rebound by E. Turner,,95,71
4,5:54.0,Z. Collins misses 2-pt jump shot from 7 ft,,95,71
4,5:51.0,Offensive rebound by N. Stauskas,,95,71
4,5:49.0,N. Stauskas misses 3-pt jump shot from 26 ft,,95,71
4,5:47.0,,Defensive rebound by C. Capela,95,71
4,5:31.0,,C. Paul makes 2-pt jump shot from 3 ft,95,73
4,5:15.0,N. Stauskas misses 2-pt layup from 3 ft,,95,73
4,5:12.0,,Defensive rebound by E. Gordon,95,73
4,5:08.0,,G. Green misses 3-pt jump shot from 23 ft,95,73
4,5:05.0,Defensive rebound by C. Swanigan,,95,73
4,4:58.0,S. Curry misses 3-pt jump shot from 26 ft,,95,73
4,4:54.0,,Defensive rebound by G. Green,95,73
4,4:51.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),95,76
4,4:24.0,Turnover by E. Turner (bad pass; steal by P. Tucker),,95,76
4,4:18.0,,Shooting foul by Z. Collins (drawn by E. Gordon),95,76
4,4:18.0,,E. Gordon makes free throw 1 of 2,95,77
4,4:18.0,,E. Gordon misses free throw 2 of 2,95,77
4,4:16.0,,Offensive rebound by C. Capela,95,77
4,4:12.0,,E. Gordon misses 2-pt layup from 5 ft,95,77
4,4:08.0,,Offensive rebound by E. Gordon,95,77
4,4:07.0,,E. Gordon misses 2-pt jump shot from 4 ft,95,77
4,4:07.0,Defensive rebound by C. Swanigan,,95,77
4,3:51.0,S. Curry misses 2-pt jump shot from 18 ft,,95,77
4,3:47.0,,Defensive rebound by C. Paul,95,77
4,3:43.0,,G. Green misses 3-pt jump shot from 26 ft,95,77
4,3:40.0,Defensive rebound by E. Turner,,95,77
4,3:21.0,N. Stauskas misses 2-pt layup from 2 ft (block by C. Capela),,95,77
4,3:17.0,,Defensive rebound by G. Green,95,77
4,3:05.0,,C. Paul makes 2-pt jump shot from 2 ft,95,79
4,3:05.0,Portland full timeout,,95,79
4,3:05.0,J. Layman enters the game for E. Turner,,95,79
4,3:05.0,,M. Carter-Williams enters the game for E. Gordon,95,79
4,2:50.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by Z. Collins),,98,79
4,2:32.0,,G. Green misses 3-pt jump shot from 23 ft,98,79
4,2:30.0,Defensive rebound by C. Swanigan,,98,79
4,2:17.0,Turnover by Z. Collins (lost ball; steal by C. Paul),,98,79
4,2:11.0,,M. Carter-Williams makes 2-pt layup from 3 ft (assist by C. Paul),98,81
4,2:00.0,Offensive foul by C. Swanigan (drawn by G. Green),,98,81
4,2:00.0,Turnover by C. Swanigan (offensive foul),,98,81
4,2:00.0,,M. Chriss enters the game for C. Capela,98,81
4,2:00.0,,G. Clark enters the game for P. Tucker,98,81
4,1:53.0,,M. Chriss makes 2-pt dunk from 2 ft (assist by M. Carter-Williams),98,83
4,1:33.0,Z. Collins misses 2-pt layup from 3 ft,,98,83
4,1:31.0,Offensive rebound by C. Swanigan,,98,83
4,1:30.0,C. Swanigan misses 2-pt layup from 4 ft (block by M. Carter-Williams),,98,83
4,1:28.0,Offensive rebound by Z. Collins,,98,83
4,1:27.0,Z. Collins makes 2-pt layup from 2 ft,,100,83
4,1:14.0,,G. Green misses 3-pt jump shot from 28 ft,100,83
4,1:10.0,Defensive rebound by N. Stauskas,,100,83
4,0:57.0,Personal foul by M. Carter-Williams (drawn by N. Stauskas),,100,83
4,0:57.0,A. Simons enters the game for S. Curry,,100,83
4,0:57.0,,Z. Qi enters the game for C. Paul,100,83
4,0:51.0,Shooting foul by M. Carter-Williams (drawn by N. Stauskas),,100,83
4,0:51.0,N. Stauskas makes free throw 1 of 2,,101,83
4,0:51.0,N. Stauskas makes free throw 2 of 2,,102,83
4,0:43.0,,Z. Qi makes 2-pt dunk from 1 ft (assist by G. Green),102,85
4,0:34.0,J. Layman makes 2-pt layup from 3 ft (assist by Z. Collins),,104,85
4,0:24.0,,Turnover by M. Chriss (bad pass; steal by Z. Collins),104,85
4,0:00.0,Turnover by Team (shot clock),,104,85
