QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
4,6:34.0,,K. Irving misses 2-pt jump shot from 7 ft,108,94
4,6:32.0,Defensive rebound by S. Brown,,108,94
4,6:14.0,Shooting foul by J. Brown (drawn by K. Middleton),,108,94
4,6:14.0,K. Middleton makes free throw 1 of 2,,109,94
4,6:14.0,,J. Tatum enters the game for J. Brown,109,94
4,6:14.0,K. Middleton misses free throw 2 of 2,,109,94
4,6:12.0,,Defensive rebound by G. Hayward,109,94
4,6:07.0,,K. Irving misses 2-pt jump shot from 11 ft,109,94
4,6:06.0,,Offensive rebound by Team,109,94
4,6:06.0,Loose ball foul by E. Bledsoe (drawn by K. Irving),,109,94
4,5:57.0,,K. Irving misses 3-pt jump shot from 24 ft,109,94
4,5:53.0,Defensive rebound by S. Brown,,109,94
4,5:48.0,K. Middleton misses 3-pt jump shot from 28 ft,,109,94
4,5:44.0,,Defensive rebound by D. Theis,109,94
4,5:41.0,,Shooting foul by K. Middleton (drawn by G. Hayward),109,94
4,5:41.0,,G. Hayward makes free throw 1 of 2,109,95
4,5:41.0,G. Antetokounmpo enters the game for S. Brown,,109,95
4,5:41.0,,G. Hayward makes free throw 2 of 2,109,96
4,5:29.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by K. Middleton),,111,96
4,5:16.0,,T. Rozier misses 3-pt jump shot from 22 ft,111,96
4,5:13.0,Defensive rebound by G. Antetokounmpo,,111,96
4,5:04.0,Offensive foul by G. Antetokounmpo (drawn by G. Hayward),,111,96
4,5:04.0,Turnover by G. Antetokounmpo (offensive foul),,111,96
4,4:55.0,,J. Tatum misses 3-pt jump shot from 25 ft,111,96
4,4:51.0,Defensive rebound by G. Hill,,111,96
4,4:36.0,Shooting foul by T. Rozier (drawn by G. Hill),,111,96
4,4:36.0,G. Hill makes free throw 1 of 2,,112,96
4,4:36.0,M. Brogdon enters the game for E. Bledsoe,,112,96
4,4:36.0,,J. Brown enters the game for T. Rozier,112,96
4,4:36.0,G. Hill makes free throw 2 of 2,,113,96
4,4:27.0,,G. Hayward misses 3-pt jump shot from 25 ft,113,96
4,4:26.0,,Offensive rebound by K. Irving,113,96
4,4:25.0,,K. Irving misses 2-pt layup from 1 ft,113,96
4,4:25.0,Defensive rebound by G. Hill,,113,96
4,4:02.0,B. Lopez misses 3-pt jump shot from 23 ft,,113,96
4,4:02.0,,Defensive rebound by J. Tatum,113,96
4,3:57.0,,J. Tatum misses 2-pt layup from 1 ft (block by G. Antetokounmpo),113,96
4,3:57.0,,Offensive rebound by Team,113,96
4,3:57.0,,M. Smart enters the game for G. Hayward,113,96
4,3:55.0,,J. Tatum misses 3-pt jump shot from 24 ft,113,96
4,3:53.0,Defensive rebound by B. Lopez,,113,96
4,3:46.0,Milwaukee full timeout,,113,96
4,3:46.0,,R. Williams enters the game for D. Theis,113,96
4,3:34.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Tatum),,113,96
4,3:29.0,,J. Brown makes 2-pt dunk from 2 ft (assist by M. Smart),113,98
4,3:09.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,113,98
4,3:07.0,,Defensive rebound by J. Brown,113,98
4,3:00.0,,Shooting foul by M. Brogdon (drawn by J. Brown),113,98
4,3:00.0,,J. Brown misses free throw 1 of 2,113,98
4,3:00.0,,Offensive rebound by Team,113,98
4,3:00.0,E. Bledsoe enters the game for G. Hill,,113,98
4,3:00.0,,J. Brown misses free throw 2 of 2,113,98
4,3:00.0,Defensive rebound by Team,,113,98
4,2:47.0,K. Middleton misses 3-pt jump shot from 23 ft,,113,98
4,2:43.0,,Defensive rebound by M. Smart,113,98
4,2:32.0,,Shooting foul by E. Bledsoe (drawn by M. Smart),113,98
4,2:32.0,,M. Smart makes free throw 1 of 2,113,99
4,2:32.0,,M. Smart makes free throw 2 of 2,113,100
4,2:16.0,B. Lopez misses 3-pt jump shot from 24 ft (block by R. Williams),,113,100
4,2:14.0,,Defensive rebound by K. Irving,113,100
4,2:05.0,,K. Irving misses 2-pt jump shot from 13 ft,113,100
4,2:04.0,Defensive rebound by G. Antetokounmpo,,113,100
4,1:48.0,M. Brogdon misses 2-pt jump shot from 13 ft,,113,100
4,1:46.0,Offensive rebound by K. Middleton,,113,100
4,1:44.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),,115,100
4,1:44.0,,Boston full timeout,115,100
4,1:44.0,T. Snell enters the game for M. Brogdon,,115,100
4,1:44.0,D. Wilson enters the game for B. Lopez,,115,100
4,1:44.0,,B. Wanamaker enters the game for K. Irving,115,100
4,1:44.0,,G. Yabusele enters the game for J. Tatum,115,100
4,1:38.0,,Turnover by R. Williams (out of bounds lost ball),115,100
4,1:38.0,S. Brown enters the game for G. Antetokounmpo,,115,100
4,1:38.0,T. Maker enters the game for K. Middleton,,115,100
4,1:23.0,Turnover by E. Bledsoe (lost ball; steal by B. Wanamaker),,115,100
4,1:19.0,,R. Williams makes 2-pt dunk from 1 ft (assist by B. Wanamaker),115,102
4,1:02.0,Turnover by D. Wilson (bad pass; steal by M. Smart),,115,102
4,1:00.0,,G. Yabusele makes 2-pt layup from 2 ft,115,104
4,1:00.0,,Shooting foul by T. Snell (drawn by G. Yabusele),115,104
4,1:00.0,,G. Yabusele misses free throw 1 of 1,115,104
4,0:58.0,Defensive rebound by S. Brown,,115,104
4,0:41.0,D. Wilson makes 3-pt jump shot from 27 ft (assist by S. Brown),,118,104
4,0:31.0,,G. Yabusele makes 2-pt layup from 2 ft (assist by B. Wanamaker),118,106
4,0:31.0,,Shooting foul by D. Wilson (drawn by G. Yabusele),118,106
4,0:31.0,,G. Yabusele makes free throw 1 of 1,118,107
4,0:08.0,E. Bledsoe makes 2-pt layup from 4 ft,,120,107
4,0:08.0,,Violation by Team (def goaltending),120,107
