QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,INDIANA_ACTION,PHILADELPHIA_SCORE,INDIANA_SCORE
4,5:07.0,Philadelphia full timeout,,94,80
4,4:59.0,Turnover by D. Šarić (bad pass),,94,80
4,4:43.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),94,83
4,4:24.0,D. Šarić misses 2-pt jump shot from 7 ft (block by D. Sabonis),,94,83
4,4:22.0,,Defensive rebound by V. Oladipo,94,83
4,4:14.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by V. Oladipo),94,85
4,4:12.0,Philadelphia full timeout,,94,85
4,4:12.0,J. Redick enters the game for L. Shamet,,94,85
4,4:00.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Embiid),,96,85
4,3:47.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,96,85
4,3:42.0,Defensive rebound by D. Šarić,,96,85
4,3:22.0,Shooting foul by M. Turner (drawn by J. Embiid),,96,85
4,3:22.0,J. Embiid makes free throw 1 of 2,,97,85
4,3:22.0,J. Embiid makes free throw 2 of 2,,98,85
4,3:10.0,,V. Oladipo misses 3-pt jump shot from 23 ft,98,85
4,3:06.0,Defensive rebound by D. Šarić,,98,85
4,2:50.0,B. Simmons misses 2-pt layup from 3 ft,,98,85
4,2:48.0,,Defensive rebound by D. Sabonis,98,85
4,2:40.0,,M. Turner makes 2-pt dunk from 1 ft (assist by V. Oladipo),98,87
4,2:11.0,Turnover by J. Embiid (lost ball; steal by V. Oladipo),,98,87
4,2:05.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by C. Joseph),98,90
4,1:42.0,Shooting foul by B. Bogdanović (drawn by B. Simmons),,98,90
4,1:42.0,B. Simmons misses free throw 1 of 2,,98,90
4,1:42.0,Offensive rebound by Team,,98,90
4,1:42.0,B. Simmons misses free throw 2 of 2,,98,90
4,1:39.0,,Defensive rebound by B. Bogdanović,98,90
4,1:26.0,,V. Oladipo misses 3-pt jump shot from 27 ft,98,90
4,1:23.0,Defensive rebound by J. Embiid,,98,90
4,1:01.0,Turnover by Team (shot clock),,98,90
4,1:01.0,,Indiana full timeout,98,90
4,0:56.0,,Shooting foul by J. Embiid (drawn by V. Oladipo),98,90
4,0:56.0,,V. Oladipo makes free throw 1 of 2,98,91
4,0:56.0,,V. Oladipo misses free throw 2 of 2,98,91
4,0:53.0,Defensive rebound by D. Šarić,,98,91
4,0:38.0,D. Šarić misses 2-pt layup from 1 ft,,98,91
4,0:36.0,,Defensive rebound by D. Sabonis,98,91
4,0:30.0,,V. Oladipo misses 3-pt jump shot from 27 ft,98,91
4,0:26.0,Defensive rebound by B. Simmons,,98,91
4,0:23.0,R. Covington makes 2-pt dunk from 1 ft (assist by B. Simmons),,100,91
4,0:16.0,,C. Joseph makes 3-pt jump shot from 27 ft,100,94
