QUARTER,TIME_REMAINING,PHOENIX_ACTION,UTAH_ACTION,PHOENIX_SCORE,UTAH_SCORE
4,4:27.0,,R. Rubio makes 2-pt layup from 3 ft,84,107
4,4:23.0,Shooting foul by R. Gobert (drawn by J. Jackson),,84,107
4,4:23.0,J. Jackson makes free throw 1 of 2,,85,107
4,4:23.0,J. Jackson makes free throw 2 of 2,,86,107
4,3:58.0,,Turnover by R. Rubio (bad pass; steal by M. Bridges),86,107
4,3:52.0,Personal foul by R. O'Neale (drawn by D. Ayton),,86,107
4,3:46.0,E. Okobo misses 3-pt jump shot from 26 ft,,86,107
4,3:43.0,,Defensive rebound by R. Gobert,86,107
4,3:32.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by R. Gobert),86,110
4,3:10.0,D. Ayton misses 2-pt jump shot from 19 ft,,86,110
4,3:06.0,,Defensive rebound by R. Gobert,86,110
4,2:59.0,,Shooting foul by M. Bridges (drawn by R. Gobert),86,110
4,2:59.0,,R. Gobert misses free throw 1 of 2,86,110
4,2:59.0,,Offensive rebound by Team,86,110
4,2:59.0,D. Bender enters the game for J. Jackson,,86,110
4,2:59.0,J. Evans enters the game for K. Oubre,,86,110
4,2:59.0,,G. Allen enters the game for J. Ingles,86,110
4,2:59.0,,R. Neto enters the game for D. Mitchell,86,110
4,2:59.0,,G. Niang enters the game for R. Rubio,86,110
4,2:59.0,,R. Gobert makes free throw 2 of 2,86,111
4,2:57.0,Personal take foul by R. Neto (drawn by J. Evans),,86,111
4,2:57.0,,E. Udoh enters the game for R. Gobert,86,111
4,2:44.0,D. Ayton makes 2-pt dunk from 2 ft (assist by M. Bridges),,88,111
4,2:25.0,,G. Niang makes 2-pt jump shot from 9 ft (assist by E. Udoh),88,113
4,2:12.0,D. Ayton misses 3-pt jump shot from 25 ft,,88,113
4,2:09.0,,Defensive rebound by G. Allen,88,113
4,1:56.0,,E. Udoh makes 2-pt layup from 2 ft (assist by R. Neto),88,115
4,1:39.0,D. Ayton misses 2-pt layup from 5 ft,,88,115
4,1:37.0,,Defensive rebound by G. Niang,88,115
4,1:34.0,,Personal take foul by D. Bender (drawn by G. Niang),88,115
4,1:34.0,,G. Niang misses free throw 1 of 2,88,115
4,1:34.0,,Offensive rebound by Team,88,115
4,1:34.0,R. Holmes enters the game for D. Ayton,,88,115
4,1:34.0,,T. Cavanaugh enters the game for R. O'Neale,88,115
4,1:34.0,,G. Niang makes free throw 2 of 2,88,116
4,1:10.0,E. Okobo misses 2-pt layup from 5 ft,,88,116
4,1:09.0,,Defensive rebound by E. Udoh,88,116
4,0:52.0,,G. Allen misses 2-pt jump shot from 11 ft,88,116
4,0:49.0,Defensive rebound by D. Bender,,88,116
4,0:30.0,Turnover by M. Bridges (bad pass),,88,116
4,0:18.0,,R. Neto misses 2-pt layup from 3 ft,88,116
4,0:16.0,,Offensive rebound by E. Udoh,88,116
4,0:15.0,,G. Allen misses 3-pt jump shot from 26 ft,88,116
4,0:15.0,Defensive rebound by E. Okobo,,88,116
