QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MINNESOTA_ACTION,GOLDEN STATE_SCORE,MINNESOTA_SCORE
4,5:32.0,Shooting foul by A. Wiggins (drawn by K. Durant),,97,104
4,5:32.0,A. Iguodala enters the game for A. Bogut,,97,104
4,5:32.0,K. Thompson enters the game for S. Livingston,,97,104
4,5:32.0,K. Durant misses free throw 1 of 1,,97,104
4,5:29.0,,Defensive rebound by K. Towns,97,104
4,5:21.0,,Personal foul by D. Green (drawn by K. Towns),97,104
4,5:14.0,,J. Bayless makes 2-pt layup from 1 ft,97,106
4,5:03.0,K. Durant misses 3-pt jump shot from 24 ft,,97,106
4,5:00.0,,Defensive rebound by A. Tolliver,97,106
4,4:52.0,,J. Bayless misses 3-pt jump shot from 26 ft,97,106
4,4:51.0,Defensive rebound by S. Curry,,97,106
4,4:45.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),,99,106
4,4:45.0,,Minnesota full timeout,99,106
4,4:45.0,,J. Okogie enters the game for C. Reynolds,99,106
4,4:33.0,,Offensive foul by K. Towns (drawn by K. Thompson),99,106
4,4:33.0,,Turnover by K. Towns (offensive foul),99,106
4,4:23.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),,102,106
4,3:58.0,,J. Okogie makes 3-pt jump shot from 23 ft (assist by J. Bayless),102,109
4,3:45.0,S. Curry misses 2-pt jump shot from 16 ft,,102,109
4,3:43.0,,Defensive rebound by K. Towns,102,109
4,3:28.0,,J. Okogie misses 2-pt jump shot from 16 ft,102,109
4,3:26.0,Defensive rebound by A. Iguodala,,102,109
4,3:25.0,Personal take foul by J. Bayless (drawn by A. Iguodala),,102,109
4,3:17.0,K. Durant makes 3-pt jump shot from 26 ft (assist by S. Curry),,105,109
4,2:58.0,,K. Towns makes 2-pt layup from 2 ft,105,111
4,2:43.0,Shooting foul by J. Okogie (drawn by A. Iguodala),,105,111
4,2:43.0,A. Iguodala makes free throw 1 of 2,,106,111
4,2:43.0,A. Iguodala misses free throw 2 of 2,,106,111
4,2:39.0,Offensive rebound by D. Green,,106,111
4,2:38.0,Turnover by D. Green (bad pass),,106,111
4,2:27.0,,J. Okogie makes 2-pt dunk from 1 ft (assist by K. Towns),106,113
4,2:16.0,S. Curry makes 3-pt jump shot from 26 ft,,109,113
4,2:00.0,,Shooting foul by K. Thompson (drawn by A. Tolliver),109,113
4,2:00.0,,A. Tolliver makes free throw 1 of 3,109,114
4,2:00.0,,A. Tolliver makes free throw 2 of 3,109,115
4,2:00.0,,A. Tolliver misses free throw 3 of 3,109,115
4,1:58.0,Defensive rebound by K. Durant,,109,115
4,1:49.0,A. Iguodala makes 2-pt dunk from 3 ft (assist by D. Green),,111,115
4,1:30.0,,J. Bayless misses 3-pt jump shot from 24 ft (block by K. Durant),111,115
4,1:25.0,Defensive rebound by S. Curry,,111,115
4,1:21.0,Turnover by K. Durant (step out of bounds),,111,115
4,0:59.0,,J. Bayless misses 3-pt jump shot from 26 ft,111,115
4,0:56.0,Defensive rebound by K. Durant,,111,115
4,0:49.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),,114,115
4,0:48.0,,Minnesota full timeout,114,115
4,0:45.0,,Turnover by K. Towns (lost ball; steal by D. Green),114,115
4,0:41.0,K. Durant misses 2-pt layup from 2 ft (block by K. Towns),,114,115
4,0:39.0,,Defensive rebound by A. Wiggins,114,115
4,0:22.0,,Turnover by A. Wiggins (lost ball; steal by D. Green),114,115
4,0:21.0,Personal foul by A. Wiggins (drawn by D. Green),,114,115
4,0:21.0,D. Green misses free throw 1 of 2,,114,115
4,0:21.0,Offensive rebound by Team,,114,115
4,0:21.0,D. Green makes free throw 2 of 2,,115,115
4,0:21.0,,Minnesota full timeout,115,115
4,0:21.0,S. Livingston enters the game for S. Curry,,115,115
4,0:21.0,,C. Reynolds enters the game for J. Okogie,115,115
4,0:05.0,,A. Wiggins misses 2-pt jump shot from 23 ft,115,115
4,0:01.0,,Offensive rebound by A. Wiggins,115,115
4,0:00.0,,A. Wiggins misses 3-pt jump shot from 26 ft,115,115
4,0:00.0,,Offensive rebound by Team,115,115
1OT,4:39.0,,K. Towns misses 2-pt hook shot from 4 ft,115,115
1OT,4:35.0,,Offensive rebound by K. Towns,115,115
1OT,4:34.0,,K. Towns makes 2-pt layup from 1 ft,115,117
1OT,4:17.0,K. Durant makes 2-pt jump shot from 17 ft,,117,117
1OT,3:55.0,,K. Towns misses 2-pt jump shot from 8 ft,117,117
1OT,3:53.0,Defensive rebound by K. Durant,,117,117
1OT,3:44.0,K. Durant misses 2-pt layup from 2 ft,,117,117
1OT,3:42.0,,Defensive rebound by K. Towns,117,117
1OT,3:37.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by J. Bayless),117,120
1OT,3:17.0,S. Curry misses 3-pt jump shot from 27 ft,,117,120
1OT,3:15.0,,Defensive rebound by A. Wiggins,117,120
1OT,3:02.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by K. Towns),117,123
1OT,3:01.0,Golden State full timeout,,117,123
1OT,2:49.0,K. Durant misses 3-pt jump shot from 23 ft,,117,123
1OT,2:47.0,,Defensive rebound by Team,117,123
1OT,2:28.0,,Turnover by K. Towns (lost ball; steal by D. Green),117,123
1OT,2:21.0,Shooting foul by A. Wiggins (drawn by K. Durant),,117,123
1OT,2:21.0,,C. Reynolds enters the game for A. Wiggins,117,123
1OT,2:21.0,K. Durant makes free throw 1 of 2,,118,123
1OT,2:21.0,K. Durant makes free throw 2 of 2,,119,123
1OT,2:06.0,,J. Bayless misses 2-pt layup from 6 ft,119,123
1OT,2:03.0,,Offensive rebound by K. Towns,119,123
1OT,2:03.0,,K. Towns makes 2-pt layup from 1 ft,119,125
1OT,1:49.0,K. Durant misses 2-pt layup from 4 ft,,119,125
1OT,1:47.0,,Defensive rebound by A. Tolliver,119,125
1OT,1:41.0,,J. Okogie makes 3-pt jump shot from 23 ft (assist by J. Bayless),119,128
1OT,1:33.0,S. Curry makes 3-pt jump shot from 26 ft,,122,128
1OT,1:18.0,,Personal foul by K. Durant (drawn by K. Towns),122,128
1OT,1:05.0,,Turnover by K. Towns (bad pass; steal by S. Curry),122,128
1OT,0:59.0,Turnover by K. Durant (out of bounds lost ball),,122,128
1OT,0:44.0,,K. Towns misses 3-pt jump shot from 26 ft,122,128
1OT,0:41.0,,Offensive rebound by J. Okogie,122,128
1OT,0:27.0,,J. Okogie misses 3-pt jump shot from 25 ft,122,128
1OT,0:24.0,Defensive rebound by S. Curry,,122,128
1OT,0:23.0,S. Curry makes 3-pt jump shot from 25 ft,,125,128
1OT,0:20.0,,Personal foul by S. Curry (drawn by J. Bayless),125,128
1OT,0:20.0,,J. Bayless makes free throw 1 of 2,125,129
1OT,0:20.0,,K. Bates-Diop enters the game for K. Towns,125,129
1OT,0:20.0,,J. Bayless misses free throw 2 of 2,125,129
1OT,0:18.0,Defensive rebound by D. Green,,125,129
1OT,0:14.0,S. Curry misses 3-pt jump shot from 27 ft,,125,129
1OT,0:12.0,D. Green makes 2-pt layup at rim,,127,129
1OT,0:12.0,Offensive rebound by D. Green,,127,129
1OT,0:06.0,,Personal take foul by K. Thompson (drawn by J. Okogie),127,129
1OT,0:06.0,,J. Okogie makes free throw 1 of 2,127,130
1OT,0:06.0,,J. Okogie misses free throw 2 of 2,127,130
1OT,0:05.0,Defensive rebound by D. Green,,127,130
1OT,0:05.0,Golden State full timeout,,127,130
1OT,0:04.0,Personal foul by K. Bates-Diop (drawn by K. Durant),,127,130
1OT,0:00.0,S. Curry makes 3-pt jump shot from 24 ft,,130,130
1OT,0:00.0,,Minnesota full timeout,130,130
1OT,0:00.0,A. Bogut enters the game for S. Curry,,130,130
1OT,0:00.0,,T. Jones enters the game for K. Bates-Diop,130,130
1OT,0:00.0,,K. Towns enters the game for J. Okogie,130,130
1OT,0:00.0,,Minnesota full timeout,130,130
1OT,0:00.0,,Personal foul by K. Durant (drawn by K. Towns),130,130
1OT,0:00.0,,K. Towns makes free throw 1 of 2,130,131
1OT,0:00.0,S. Curry enters the game for A. Bogut,,130,131
1OT,0:00.0,,K. Towns misses free throw 2 of 2,130,131
1OT,0:00.0,,Offensive rebound by Team,130,131
