QUARTER,TIME_REMAINING,PORTLAND_ACTION,HOUSTON_ACTION,PORTLAND_SCORE,HOUSTON_SCORE
4,1:38.0,,Defensive rebound by C. Paul,99,107
4,1:38.0,,Personal take foul by J. Nurkić (drawn by C. Paul),99,107
4,1:38.0,,C. Paul makes free throw 1 of 2,99,108
4,1:38.0,M. Leonard enters the game for J. Nurkić,,99,108
4,1:38.0,,C. Paul makes free throw 2 of 2,99,109
4,1:29.0,D. Lillard misses 2-pt layup from 1 ft,,99,109
4,1:28.0,Offensive rebound by A. Aminu,,99,109
4,1:27.0,A. Aminu makes 2-pt dunk at rim,,101,109
4,1:12.0,,Shooting foul by D. Lillard (drawn by C. Paul),101,109
4,1:12.0,,C. Paul makes free throw 1 of 2,101,110
4,1:12.0,,C. Paul makes free throw 2 of 2,101,111
4,1:10.0,,Violation by Team (kicked ball),101,111
4,1:08.0,Personal foul by C. Paul (drawn by C. McCollum),,101,111
4,1:08.0,C. McCollum makes free throw 1 of 2,,102,111
4,1:08.0,C. McCollum misses free throw 2 of 2,,102,111
4,1:08.0,,Defensive rebound by J. Harden,102,111
4,0:47.0,,E. Gordon misses 3-pt jump shot from 23 ft,102,111
4,0:46.0,,Offensive rebound by E. Gordon,102,111
4,0:34.0,,C. Paul misses 2-pt jump shot from 5 ft,102,111
4,0:33.0,,Offensive rebound by C. Paul,102,111
4,0:31.0,,C. Paul misses 2-pt layup from 3 ft (block by M. Harkless),102,111
4,0:29.0,Defensive rebound by A. Aminu,,102,111
4,0:24.0,M. Harkless makes 2-pt dunk from 2 ft (assist by M. Leonard),,104,111
