QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
4,2:51.0,P. George makes free throw 2 of 2,,98,95
4,2:38.0,,Turnover by L. Dončić (offensive foul),98,95
4,2:38.0,,Offensive foul by L. Dončić (drawn by S. Adams),98,95
4,2:30.0,Personal foul by L. Dončić (drawn by S. Adams),,98,95
4,2:30.0,S. Adams misses free throw 1 of 2,,98,95
4,2:30.0,Offensive rebound by Team,,98,95
4,2:30.0,S. Adams misses free throw 2 of 2,,98,95
4,2:27.0,,Defensive rebound by D. Jordan,98,95
4,2:07.0,,H. Barnes misses 2-pt jump shot from 20 ft,98,95
4,2:02.0,Defensive rebound by R. Westbrook,,98,95
4,1:59.0,P. George makes 3-pt jump shot from 28 ft,,101,95
4,1:58.0,,Dallas full timeout,101,95
4,1:56.0,,Personal foul by P. George (drawn by L. Dončić),101,95
4,1:56.0,,L. Dončić makes free throw 1 of 2,101,96
4,1:56.0,,L. Dončić makes free throw 2 of 2,101,97
4,1:43.0,Turnover by P. George (lost ball; steal by H. Barnes),,101,97
4,1:40.0,,D. Jordan makes 2-pt dunk at rim,101,99
4,1:22.0,P. George makes 2-pt jump shot from 19 ft,,103,99
4,1:12.0,,Personal foul by P. George (drawn by D. Jordan),103,99
4,1:12.0,,D. Jordan makes free throw 1 of 2,103,100
4,1:12.0,,D. Jordan misses free throw 2 of 2,103,100
4,1:10.0,Defensive rebound by D. Schröder,,103,100
4,0:57.0,Turnover by R. Westbrook (bad pass; steal by H. Barnes),,103,100
4,0:56.0,,Personal foul by P. George (drawn by H. Barnes),103,100
4,0:56.0,,H. Barnes makes free throw 1 of 2,103,101
4,0:56.0,,H. Barnes makes free throw 2 of 2,103,102
4,0:37.0,R. Westbrook misses 2-pt jump shot from 23 ft,,103,102
4,0:34.0,,Defensive rebound by M. Kleber,103,102
4,0:24.0,,D. Smith makes 2-pt layup from 1 ft,103,104
4,0:24.0,Oklahoma City full timeout,,103,104
4,0:24.0,,D. Finney-Smith enters the game for L. Dončić,103,104
4,0:04.0,P. George misses 2-pt jump shot from 19 ft,,103,104
4,0:02.0,,Defensive rebound by D. Jordan,103,104
4,0:02.0,,Personal take foul by S. Adams (drawn by D. Jordan),103,104
4,0:02.0,,D. Jordan makes free throw 1 of 2,103,105
4,0:02.0,,D. Jordan misses free throw 2 of 2,103,105
4,0:01.0,Defensive rebound by R. Westbrook,,103,105
4,0:01.0,Oklahoma City full timeout,,103,105
4,0:01.0,,Dallas full timeout,103,105
4,0:00.0,R. Westbrook misses 3-pt jump shot from 23 ft,,103,105
4,0:00.0,Offensive rebound by Team,,103,105
