QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
4,3:42.0,,J. Noah misses 2-pt hook shot from 4 ft,104,82
4,3:38.0,,Offensive rebound by W. Selden,104,82
4,3:38.0,,W. Selden misses 2-pt layup from 1 ft,104,82
4,3:36.0,,Offensive rebound by W. Selden,104,82
4,3:36.0,,W. Selden makes 2-pt layup from 1 ft,104,84
4,3:17.0,M. Wagner misses 2-pt jump shot from 10 ft,,104,84
4,3:15.0,,Defensive rebound by W. Selden,104,84
4,3:11.0,,Personal foul by I. Bonga (drawn by W. Selden),104,84
4,3:11.0,I. Zubac enters the game for K. Kuzma,,104,84
4,3:07.0,,Turnover by D. Stephens (bad pass; steal by I. Bonga),104,84
4,3:07.0,Turnover by I. Bonga (step out of bounds),,104,84
4,2:52.0,,O. Casspi misses 3-pt jump shot from 27 ft,104,84
4,2:50.0,Defensive rebound by I. Bonga,,104,84
4,2:46.0,I. Bonga misses 2-pt layup from 4 ft (block by J. Noah),,104,84
4,2:46.0,,Defensive rebound by Team,104,84
4,2:34.0,Violation by Team (kicked ball),,104,84
4,2:32.0,,Offensive foul by J. Noah (drawn by I. Bonga),104,84
4,2:32.0,,Turnover by J. Noah (offensive foul),104,84
4,2:32.0,,Technical foul by J. Noah,104,84
4,2:32.0,I. Bonga makes technical free throw,,105,84
4,2:32.0,L. Stephenson enters the game for J. Hart,,105,84
4,2:16.0,M. Wagner misses 2-pt layup from 2 ft (block by J. Noah),,105,84
4,2:11.0,,Defensive rebound by O. Casspi,105,84
4,2:09.0,,S. Mack makes 2-pt layup from 2 ft,105,86
4,1:55.0,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by I. Bonga),,108,86
4,1:46.0,,Shooting foul by I. Bonga (drawn by J. Noah),108,86
4,1:46.0,,J. Noah makes free throw 1 of 2,108,87
4,1:46.0,,J. Noah makes free throw 2 of 2,108,88
4,1:27.0,Turnover by I. Bonga (bad pass; steal by W. Selden),,108,88
4,1:22.0,,J. Noah misses 2-pt layup from 2 ft (block by I. Zubac),108,88
4,1:18.0,Defensive rebound by I. Zubac,,108,88
4,1:10.0,Turnover by L. Stephenson (bad pass; steal by O. Casspi),,108,88
4,1:02.0,,J. Noah misses 2-pt layup from 2 ft,108,88
4,0:59.0,Defensive rebound by L. Stephenson,,108,88
4,0:52.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by M. Wagner),,111,88
4,0:35.0,,O. Casspi misses 3-pt jump shot from 26 ft,111,88
4,0:32.0,Defensive rebound by I. Zubac,,111,88
4,0:30.0,Shooting foul by O. Casspi (drawn by M. Wagner),,111,88
4,0:30.0,M. Wagner misses free throw 1 of 2,,111,88
4,0:30.0,Offensive rebound by Team,,111,88
4,0:30.0,M. Wagner misses free throw 2 of 2,,111,88
4,0:26.0,Offensive rebound by I. Bonga,,111,88
4,0:14.0,I. Bonga misses 3-pt jump shot from 26 ft,,111,88
4,0:11.0,,Defensive rebound by S. Mack,111,88
4,0:06.0,,S. Mack misses 3-pt jump shot from 25 ft,111,88
4,0:04.0,,Offensive rebound by Team,111,88
4,0:02.0,,O. Casspi misses 3-pt jump shot from 26 ft,111,88
4,0:02.0,,Offensive rebound by W. Selden,111,88
