QUARTER,TIME_REMAINING,TORONTO_ACTION,CLEVELAND_ACTION,TORONTO_SCORE,CLEVELAND_SCORE
4,1:52.0,Loose ball foul by P. Siakam (drawn by C. Osman),,103,91
4,1:46.0,,Shooting foul by D. Green (drawn by T. Thompson),103,91
4,1:46.0,,T. Thompson makes free throw 1 of 2,103,92
4,1:46.0,,T. Thompson makes free throw 2 of 2,103,93
4,1:30.0,S. Ibaka makes 2-pt hook shot from 7 ft (assist by F. VanVleet),,105,93
4,1:30.0,,Cleveland full timeout,105,93
4,1:30.0,O. Anunoby enters the game for K. Leonard,,105,93
4,1:19.0,,T. Thompson makes 2-pt jump shot from 10 ft (assist by C. Osman),105,95
4,0:57.0,Turnover by F. VanVleet (bad pass; steal by R. Hood),,105,95
4,0:51.0,,A. Burks misses 2-pt layup from 2 ft (block by D. Green),105,95
4,0:51.0,,Offensive rebound by Team,105,95
4,0:40.0,,J. Clarkson misses 3-pt jump shot from 25 ft,105,95
4,0:38.0,Defensive rebound by O. Anunoby,,105,95
4,0:38.0,Personal foul by T. Thompson (drawn by O. Anunoby),,105,95
4,0:38.0,O. Anunoby misses free throw 1 of 2,,105,95
4,0:38.0,Offensive rebound by Team,,105,95
4,0:38.0,O. Anunoby makes free throw 2 of 2,,106,95
4,0:38.0,,Cleveland full timeout,106,95
4,0:27.0,,C. Osman misses 3-pt jump shot from 27 ft,106,95
4,0:21.0,,Offensive rebound by A. Burks,106,95
4,0:21.0,,A. Burks misses 2-pt dunk at rim,106,95
4,0:20.0,Defensive rebound by O. Anunoby,,106,95
4,0:00.0,Turnover by Team (shot clock),,106,95
