QUARTER,TIME_REMAINING,UTAH_ACTION,DENVER_ACTION,UTAH_SCORE,DENVER_SCORE
4,7:49.0,,M. Morris misses 2-pt jump shot from 15 ft,89,79
4,7:43.0,Defensive rebound by T. Sefolosha,,89,79
4,7:43.0,,W. Barton enters the game for G. Harris,89,79
4,7:32.0,K. Korver makes 2-pt jump shot from 21 ft (assist by J. Ingles),,91,79
4,7:30.0,,Denver full timeout,91,79
4,7:30.0,,N. Jokić enters the game for M. Morris,91,79
4,7:30.0,,J. Murray enters the game for M. Plumlee,91,79
4,7:16.0,,W. Barton misses 2-pt jump shot from 4 ft,91,79
4,7:15.0,Defensive rebound by K. Korver,,91,79
4,7:00.0,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Favors),,94,79
4,6:44.0,,J. Hernangómez misses 3-pt jump shot from 23 ft,94,79
4,6:43.0,Defensive rebound by Team,,94,79
4,6:43.0,R. Gobert enters the game for D. Favors,,94,79
4,6:43.0,D. Mitchell enters the game for J. Ingles,,94,79
4,6:43.0,,M. Beasley enters the game for I. Thomas,94,79
4,6:31.0,K. Korver misses 2-pt jump shot from 23 ft,,94,79
4,6:29.0,Offensive rebound by R. Gobert,,94,79
4,6:17.0,D. Mitchell makes 3-pt jump shot from 24 ft,,97,79
4,6:02.0,,Shooting foul by R. Gobert (drawn by N. Jokić),97,79
4,6:02.0,,N. Jokić makes free throw 1 of 2,97,80
4,6:02.0,J. Crowder enters the game for T. Sefolosha,,97,80
4,6:02.0,,P. Millsap enters the game for J. Hernangómez,97,80
4,6:02.0,,N. Jokić makes free throw 2 of 2,97,81
4,5:46.0,K. Korver misses 2-pt jump shot from 21 ft,,97,81
4,5:43.0,,Defensive rebound by W. Barton,97,81
4,5:35.0,,P. Millsap makes 2-pt layup from 3 ft,97,83
4,5:27.0,Utah full timeout,,97,83
4,5:27.0,J. Ingles enters the game for K. Korver,,97,83
4,5:17.0,D. Mitchell misses 3-pt jump shot from 26 ft,,97,83
4,5:14.0,,Defensive rebound by P. Millsap,97,83
4,5:07.0,,P. Millsap misses 2-pt layup from 2 ft,97,83
4,5:04.0,,Offensive rebound by N. Jokić,97,83
4,5:04.0,,N. Jokić makes 2-pt layup from 1 ft,97,85
4,4:54.0,Shooting foul by P. Millsap (drawn by R. Gobert),,97,85
4,4:54.0,R. Gobert makes free throw 1 of 2,,98,85
4,4:54.0,R. Gobert misses free throw 2 of 2,,98,85
4,4:52.0,,Defensive rebound by N. Jokić,98,85
4,4:41.0,,Shooting foul by R. O'Neale (drawn by W. Barton),98,85
4,4:41.0,,W. Barton makes free throw 1 of 2,98,86
4,4:41.0,,W. Barton makes free throw 2 of 2,98,87
4,4:21.0,R. O'Neale misses 3-pt jump shot from 23 ft,,98,87
4,4:17.0,,Defensive rebound by M. Beasley,98,87
4,4:03.0,,N. Jokić misses 2-pt jump shot from 3 ft (block by R. Gobert),98,87
4,4:03.0,Defensive rebound by Team,,98,87
4,4:03.0,,G. Harris enters the game for M. Beasley,98,87
4,3:49.0,J. Crowder misses 2-pt jump shot from 22 ft,,98,87
4,3:45.0,Offensive rebound by J. Ingles,,98,87
4,3:36.0,J. Ingles misses 2-pt layup from 2 ft,,98,87
4,3:36.0,,Defensive rebound by Team,98,87
4,3:36.0,Loose ball foul by R. Gobert (drawn by N. Jokić),,98,87
4,3:36.0,,N. Jokić makes free throw 1 of 2,98,88
4,3:36.0,,N. Jokić misses free throw 2 of 2,98,88
4,3:35.0,,Offensive rebound by W. Barton,98,88
4,3:32.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by G. Harris),98,91
4,3:13.0,R. Gobert makes 2-pt layup from 3 ft (assist by J. Ingles),,100,91
4,3:00.0,,N. Jokić misses 2-pt layup from 2 ft,100,91
4,2:57.0,,Offensive rebound by N. Jokić,100,91
4,2:57.0,,N. Jokić makes 2-pt layup from 1 ft,100,93
4,2:34.0,J. Ingles misses 3-pt jump shot from 22 ft,,100,93
4,2:31.0,,Defensive rebound by N. Jokić,100,93
4,2:22.0,,W. Barton makes 2-pt jump shot from 10 ft,100,95
4,2:00.0,D. Mitchell makes 2-pt layup from 2 ft,,102,95
4,1:51.0,,J. Murray makes 3-pt jump shot from 25 ft,102,98
4,1:31.0,D. Mitchell makes 2-pt layup from 3 ft,,104,98
4,1:14.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by N. Jokić),104,101
4,0:54.0,D. Mitchell makes 2-pt jump shot from 20 ft,,106,101
4,0:53.0,,Denver full timeout,106,101
4,0:53.0,D. Favors enters the game for J. Crowder,,106,101
4,0:49.0,,N. Jokić misses 2-pt jump shot from 2 ft (block by R. Gobert),106,101
4,0:49.0,Defensive rebound by Team,,106,101
4,0:47.0,J. Crowder enters the game for D. Favors,,106,101
4,0:47.0,,M. Plumlee enters the game for N. Jokić,106,101
4,0:46.0,Personal take foul by J. Murray (drawn by J. Ingles),,106,101
4,0:37.0,Personal foul by J. Murray (drawn by J. Ingles),,106,101
4,0:37.0,J. Ingles misses free throw 1 of 2,,106,101
4,0:37.0,Offensive rebound by Team,,106,101
4,0:37.0,D. Favors enters the game for J. Crowder,,106,101
4,0:37.0,,N. Jokić enters the game for M. Plumlee,106,101
4,0:37.0,J. Ingles makes free throw 2 of 2,,107,101
4,0:30.0,,Shooting foul by R. Gobert (drawn by J. Murray),107,101
4,0:30.0,,J. Murray misses free throw 1 of 2,107,101
4,0:30.0,,Offensive rebound by Team,107,101
4,0:30.0,J. Crowder enters the game for D. Favors,,107,101
4,0:30.0,K. Korver enters the game for R. O'Neale,,107,101
4,0:30.0,,M. Plumlee enters the game for N. Jokić,107,101
4,0:30.0,,J. Murray makes free throw 2 of 2,107,102
4,0:29.0,Personal take foul by G. Harris (drawn by J. Ingles),,107,102
4,0:29.0,J. Ingles makes free throw 1 of 2,,108,102
4,0:29.0,D. Favors enters the game for J. Crowder,,108,102
4,0:29.0,R. O'Neale enters the game for K. Korver,,108,102
4,0:29.0,,N. Jokić enters the game for M. Plumlee,108,102
4,0:29.0,J. Ingles makes free throw 2 of 2,,109,102
4,0:29.0,,Denver full timeout,109,102
4,0:23.0,,N. Jokić makes 2-pt hook shot from 8 ft,109,104
4,0:23.0,Utah full timeout,,109,104
4,0:23.0,J. Crowder enters the game for D. Favors,,109,104
4,0:23.0,K. Korver enters the game for R. O'Neale,,109,104
4,0:23.0,,M. Plumlee enters the game for N. Jokić,109,104
4,0:22.0,Personal take foul by J. Murray (drawn by R. Gobert),,109,104
4,0:22.0,R. Gobert makes free throw 1 of 2,,110,104
4,0:22.0,D. Favors enters the game for J. Crowder,,110,104
4,0:22.0,R. O'Neale enters the game for K. Korver,,110,104
4,0:22.0,,N. Jokić enters the game for M. Plumlee,110,104
4,0:22.0,R. Gobert makes free throw 2 of 2,,111,104
4,0:16.0,,J. Murray misses 3-pt jump shot from 25 ft,111,104
4,0:14.0,Defensive rebound by Team,,111,104
