QUARTER,TIME_REMAINING,ATLANTA_ACTION,NEW YORK_ACTION,ATLANTA_SCORE,NEW YORK_SCORE
4,3:04.0,Shooting foul by T. Hardaway (drawn by T. Young),,106,101
4,3:04.0,D. Dedmon enters the game for J. Collins,,106,101
4,3:04.0,,L. Thomas enters the game for N. Vonleh,106,101
4,3:04.0,T. Young makes free throw 1 of 1,,107,101
4,2:55.0,,Shooting foul by K. Bazemore (drawn by K. Knox),107,101
4,2:55.0,J. Collins enters the game for A. Len,,107,101
4,2:55.0,,F. Ntilikina enters the game for E. Freedom,107,101
4,2:55.0,,N. Vonleh enters the game for E. Mudiay,107,101
4,2:55.0,,K. Knox makes free throw 1 of 2,107,102
4,2:55.0,,K. Knox makes free throw 2 of 2,107,103
4,2:38.0,D. Bembry makes 2-pt layup at rim (assist by J. Collins),,109,103
4,2:29.0,,K. Knox misses 3-pt jump shot from 25 ft,109,103
4,2:27.0,Defensive rebound by J. Collins,,109,103
4,2:13.0,Turnover by T. Young (bad pass; steal by L. Thomas),,109,103
4,2:09.0,,T. Hardaway misses 3-pt jump shot from 25 ft,109,103
4,2:07.0,Defensive rebound by J. Collins,,109,103
4,2:07.0,Atlanta full timeout,,109,103
4,2:07.0,,E. Freedom enters the game for F. Ntilikina,109,103
4,2:07.0,,E. Mudiay enters the game for N. Vonleh,109,103
4,1:51.0,T. Young misses 2-pt layup from 2 ft,,109,103
4,1:49.0,,Defensive rebound by E. Mudiay,109,103
4,1:47.0,,Shooting foul by D. Dedmon (drawn by E. Mudiay),109,103
4,1:47.0,,E. Mudiay misses free throw 1 of 2,109,103
4,1:47.0,,Offensive rebound by Team,109,103
4,1:47.0,,E. Mudiay makes free throw 2 of 2,109,104
4,1:27.0,Turnover by D. Dedmon (traveling),,109,104
4,1:27.0,K. Huerter enters the game for D. Bembry,,109,104
4,1:16.0,,E. Mudiay misses 3-pt jump shot from 25 ft,109,104
4,1:14.0,Defensive rebound by J. Collins,,109,104
4,0:57.0,Personal foul by L. Thomas (drawn by K. Bazemore),,109,104
4,0:57.0,D. Bembry enters the game for T. Young,,109,104
4,0:57.0,K. Bazemore misses free throw 1 of 2,,109,104
4,0:57.0,Offensive rebound by Team,,109,104
4,0:57.0,K. Bazemore makes free throw 2 of 2,,110,104
4,0:57.0,,New York full timeout,110,104
4,0:50.0,,Personal foul by D. Dedmon (drawn by T. Hardaway),110,104
4,0:50.0,T. Young enters the game for D. Dedmon,,110,104
4,0:50.0,,N. Vonleh enters the game for E. Freedom,110,104
4,0:50.0,,T. Hardaway makes free throw 1 of 2,110,105
4,0:50.0,,T. Hardaway misses free throw 2 of 2,110,105
4,0:48.0,Defensive rebound by K. Bazemore,,110,105
4,0:48.0,Personal take foul by N. Vonleh (drawn by K. Bazemore),,110,105
4,0:48.0,,L. Kornet enters the game for N. Vonleh,110,105
4,0:48.0,K. Bazemore makes free throw 1 of 2,,111,105
4,0:48.0,K. Bazemore makes free throw 2 of 2,,112,105
4,0:41.0,,E. Mudiay makes 2-pt layup from 1 ft,112,107
4,0:19.0,K. Bazemore misses 2-pt jump shot from 22 ft,,112,107
4,0:17.0,Offensive rebound by T. Young,,112,107
4,0:15.0,Personal take foul by E. Mudiay (drawn by T. Young),,112,107
4,0:15.0,T. Young makes free throw 1 of 2,,113,107
4,0:15.0,T. Young makes free throw 2 of 2,,114,107
4,0:11.0,,E. Mudiay misses 3-pt jump shot from 25 ft,114,107
4,0:09.0,Defensive rebound by J. Collins,,114,107
